local_file_id	batch_id	old_file_name	old_path_stub	current_ocr_text_path	current_metadata_path	probable_article_title	probable_author	probable_year	canonical_base_name	proposed_pdf_file_name	proposed_ocr_text_file_name	proposed_metadata_file_name	identity_confidence	rename_status	notes
321079-886d98b46919	jbrs-ocr-1819	321079.pdf	Burmese/Burma JBRS/JBRS Originals/321079.pdf	data/working/ocr/jbrs/text/321079-886d98b46919.txt	data/working/ocr/jbrs/metadata/321079-886d98b46919.json	A CENTURY OF PROGRESS IN BURMESE HISTORY AND	ARCHAEOLOGY.*						low	needs_manual_review	
321095-501d494b3723	jbrs-ocr-1820	321095.pdf	Burmese/Burma JBRS/1948/321095.pdf	data/working/ocr/jbrs/text/321095-501d494b3723.txt	data/working/ocr/jbrs/metadata/321095-501d494b3723.json	RECENT BOOKS ON BURMA. During the last four years probably more books have been published in England and America about…		1948					medium	needs_manual_review	
331001-ecb9511e6d50	jbrs-ocr-1821	331001.pdf	Burmese/Burma JBRS/JBRS Originals/331001.pdf	data/working/ocr/jbrs/text/331001-ecb9511e6d50.txt	data/working/ocr/jbrs/metadata/331001-ecb9511e6d50.json	THE DAWN OF NATIONALISM IN BURMA. Looking through some old papers recently I came across one which, for me, has always…	May Oung	1950	1950-dawn-nationalism-burma-looking-through-some-old-papers-may-oung	1950-dawn-nationalism-burma-looking-through-some-old-papers-may-oung.pdf	1950-dawn-nationalism-burma-looking-through-some-old-papers-may-oung.txt	1950-dawn-nationalism-burma-looking-through-some-old-papers-may-oung.json	medium	deferred_outside_phase1_scope	
331008-95e52f4c637f	jbrs-ocr-1822	331008.pdf	Burmese/Burma JBRS/JBRS Originals/331008.pdf	data/working/ocr/jbrs/text/331008-95e52f4c637f.txt	data/working/ocr/jbrs/metadata/331008-95e52f4c637f.json	1 80' DICE IN THE VIDHURA JATAKA	By	1950	1950-1-80-dice-vidhura-jataka-by	1950-1-80-dice-vidhura-jataka-by.pdf	1950-1-80-dice-vidhura-jataka-by.txt	1950-1-80-dice-vidhura-jataka-by.json	medium	deferred_outside_phase1_scope	
331027-49eaa1562e01	jbrs-ocr-1823	331027.pdf	Burmese/Burma JBRS/1950/331027.pdf	data/working/ocr/jbrs/text/331027-49eaa1562e01.txt	data/working/ocr/jbrs/metadata/331027-49eaa1562e01.json	DID SHIN SILAVAMSA EVER WRITE 27 A POEM ON BURMESE PORANA ? 1 2	by	1950	1950-did-shin-silavamsa-ever-write-27-poem-burmese-by	1950-did-shin-silavamsa-ever-write-27-poem-burmese-by.pdf	1950-did-shin-silavamsa-ever-write-27-poem-burmese-by.txt	1950-did-shin-silavamsa-ever-write-27-poem-burmese-by.json	medium	deferred_outside_phase1_scope	
331039-f3773f1521d9	jbrs-ocr-1824	331039.pdf	Burmese/Burma JBRS/JBRS Originals/331039.pdf	data/working/ocr/jbrs/text/331039-f3773f1521d9.txt	data/working/ocr/jbrs/metadata/331039-f3773f1521d9.json	၃ ၉ ခု မြို့စီတန်း {ယခင်စာစောင်မှ ဆေ။] တောင်ဘက်တန်းခေါင်း ရာစက္ကပို သို့ ၄ အသက် ၄၅ သူကို စစ်		1950					medium	needs_manual_review	
331059-e67f16a2e05f	jbrs-ocr-1826	331059.pdf	Burmese/Burma JBRS/JBRS Originals/331059.pdf	data/working/ocr/jbrs/text/331059-e67f16a2e05f.txt	data/working/ocr/jbrs/metadata/331059-e67f16a2e05f.json	HSEBAWLAIK BURMESE CHEROOT) INDUSTRY	IN RANGOON						low	needs_manual_review	
331089-f19d232f1c29	jbrs-ocr-1827	331089.pdf	Burmese/Burma JBRS/1950/331089.pdf	data/working/ocr/jbrs/text/331089-f19d232f1c29.txt	data/working/ocr/jbrs/metadata/331089-f19d232f1c29.json	69 89 DR. J. A. STEWART, C. I. E.. LL. D., M. C. (Died 1st May	J. A. Stewart	1950	1950-69-89-dr-j-stewart-c-i-e-j-a-stewart	1950-69-89-dr-j-stewart-c-i-e-j-a-stewart.pdf	1950-69-89-dr-j-stewart-c-i-e-j-a-stewart.txt	1950-69-89-dr-j-stewart-c-i-e-j-a-stewart.json	medium	deferred_outside_phase1_scope	
331095-7f752c3a8359	jbrs-ocr-1828	331095.pdf	Burmese/Burma JBRS/1950/331095.pdf	data/working/ocr/jbrs/text/331095-7f752c3a8359.txt	data/working/ocr/jbrs/metadata/331095-7f752c3a8359.json	95 Book Review Old Moulmein (875 ), by R.R	Book Review	1950	1950-95-book-review-old-moulmein-875-r-r-book-review	1950-95-book-review-old-moulmein-875-r-r-book-review.pdf	1950-95-book-review-old-moulmein-875-r-r-book-review.txt	1950-95-book-review-old-moulmein-875-r-r-book-review.json	medium	deferred_outside_phase1_scope	
332099-cda4f66f6999	jbrs-ocr-1829	332099.pdf	Burmese/Burma JBRS/JBRS Originals/332099.pdf	data/working/ocr/jbrs/text/332099-cda4f66f6999.txt	data/working/ocr/jbrs/metadata/332099-cda4f66f6999.json	THE BURMA MUSEUM	DRAFT SCHEME FOR	1950	1950-burma-museum-draft-scheme-for	1950-burma-museum-draft-scheme-for.pdf	1950-burma-museum-draft-scheme-for.txt	1950-burma-museum-draft-scheme-for.json	medium	deferred_outside_phase1_scope	
332131-15ea7f920879	jbrs-ocr-1830	332131.pdf	Burmese/Burma JBRS/1950/332131.pdf	data/working/ocr/jbrs/text/332131-15ea7f920879.txt	data/working/ocr/jbrs/metadata/332131-15ea7f920879.json	A KEY TO THE TREES AND SHRUBS OF	THE UNIVERSITY ESTATE, RANGOON	1950	1950-key-trees-shrubs-the-university-estate-rangoon	1950-key-trees-shrubs-the-university-estate-rangoon.pdf	1950-key-trees-shrubs-the-university-estate-rangoon.txt	1950-key-trees-shrubs-the-university-estate-rangoon.json	medium	deferred_outside_phase1_scope	
332169-4a3408eb0235	jbrs-ocr-1831	332169.pdf	Burmese/Burma JBRS/1950/332169.pdf	data/working/ocr/jbrs/text/1950-twenty-burmese-songs-translations-and-notes.txt	data/working/ocr/jbrs/metadata/1950-twenty-burmese-songs-translations-and-notes.json	TWENTY BURMESE SONGS	Translations and notes	1950	1950-twenty-burmese-songs-translations-and-notes	1950-twenty-burmese-songs-translations-and-notes.pdf	1950-twenty-burmese-songs-translations-and-notes.txt	1950-twenty-burmese-songs-translations-and-notes.json	medium	renamed_in_repo	
332224-6c9c5f540ee5	jbrs-ocr-1832	332224.pdf	Burmese/Burma JBRS/1950/332224.pdf	data/working/ocr/jbrs/text/332224-6c9c5f540ee5.txt	data/working/ocr/jbrs/metadata/332224-6c9c5f540ee5.json	224 NOTES ON BURMESE MANUSCRIPT	BOOKS	1950	1950-224-notes-burmese-manuscript-books	1950-224-notes-burmese-manuscript-books.pdf	1950-224-notes-burmese-manuscript-books.txt	1950-224-notes-burmese-manuscript-books.json	medium	deferred_outside_phase1_scope	
332230-7ac3ea2a8e71	jbrs-ocr-1833	332230.pdf	Burmese/Burma JBRS/JBRS Originals/332230.pdf	data/working/ocr/jbrs/text/332230-7ac3ea2a8e71.txt	data/working/ocr/jbrs/metadata/332230-7ac3ea2a8e71.json	ပုဂံမြို့စစ်တန်း (မစ္စတာ ဂျေးအဲ စ်၊ဖါနိဗဲလ်၏ စစ်တန်းစာအုပ်ကြီးမှ ရေးဖူး ပုံနှိပါသည်။) ၁၁၂၇ ခု ပေမူ စစ်တန်း ယခင်စာစောင်မ…		1950					medium	needs_manual_review	
332260-64a0400cabd4	jbrs-ocr-1834	332260.pdf	Burmese/Burma JBRS/JBRS Originals/332260.pdf	data/working/ocr/jbrs/text/332260-64a0400cabd4.txt	data/working/ocr/jbrs/metadata/332260-64a0400cabd4.json	ယ မန္တာ ၊ အင်း ဒို၌ + / . ဆောင်သားမျိုး (မာ ရေး ပြီး	Jisc	1950	1950-untitled-jisc	1950-untitled-jisc.pdf	1950-untitled-jisc.txt	1950-untitled-jisc.json	medium	deferred_outside_phase1_scope	
332263-2072f8dbbcad	jbrs-ocr-1835	332263.pdf	Burmese/Burma JBRS/1950/332263.pdf	data/working/ocr/jbrs/text/332263-2072f8dbbcad.txt	data/working/ocr/jbrs/metadata/332263-2072f8dbbcad.json	Theravada Buddhism in Burma	BOOK REVIEW	1950	1950-theravada-buddhism-burma-book-review	1950-theravada-buddhism-burma-book-review.pdf	1950-theravada-buddhism-burma-book-review.txt	1950-theravada-buddhism-burma-book-review.json	medium	deferred_outside_phase1_scope	
341001-e4f66b0df799	jbrs-ocr-1836	341001.pdf	Burmese/Burma JBRS/1951/341001.pdf	data/working/ocr/jbrs/text/341001-e4f66b0df799.txt	data/working/ocr/jbrs/metadata/341001-e4f66b0df799.json	ARLY BURMESE LAW	E	1951	1951-arly-burmese-law-e	1951-arly-burmese-law-e.pdf	1951-arly-burmese-law-e.txt	1951-arly-burmese-law-e.json	medium	deferred_outside_phase1_scope	
341007-b2b1b5272469	jbrs-ocr-1837	341007.pdf	Burmese/Burma JBRS/1951/341007.pdf	data/working/ocr/jbrs/text/341007-b2b1b5272469.txt	data/working/ocr/jbrs/metadata/341007-b2b1b5272469.json	THE PLACE OF ANTHROPOLOGY AMONG THE SOCIAL STUDIES OF BURMA	By	1951	1951-place-anthropology-among-social-studies-burma-by	1951-place-anthropology-among-social-studies-burma-by.pdf	1951-place-anthropology-among-social-studies-burma-by.txt	1951-place-anthropology-among-social-studies-burma-by.json	medium	deferred_outside_phase1_scope	
341040-eb0600afb24a	jbrs-ocr-1838	341040.pdf	Burmese/Burma JBRS/1951/341040.pdf	data/working/ocr/jbrs/text/341040-eb0600afb24a.txt	data/working/ocr/jbrs/metadata/341040-eb0600afb24a.json	Burmese Syntax	REVIEWS OF BOOKS	1951	1951-burmese-syntax-reviews-of-books	1951-burmese-syntax-reviews-of-books.pdf	1951-burmese-syntax-reviews-of-books.txt	1951-burmese-syntax-reviews-of-books.json	medium	deferred_outside_phase1_scope	
341042-ad87a6395ccf	jbrs-ocr-1839	341042.pdf	Burmese/Burma JBRS/JBRS Originals/341042.pdf	data/working/ocr/jbrs/text/341042-ad87a6395ccf.txt	data/working/ocr/jbrs/metadata/341042-ad87a6395ccf.json	The University English Burmese Dictionary	By	1951	1951-university-english-burmese-dictionary-by	1951-university-english-burmese-dictionary-by.pdf	1951-university-english-burmese-dictionary-by.txt	1951-university-english-burmese-dictionary-by.json	medium	deferred_outside_phase1_scope	
341047-47650cdbca6b	jbrs-ocr-1841	341047.pdf	Burmese/Burma JBRS/1951/341047.pdf	data/working/ocr/jbrs/text/341047-47650cdbca6b.txt	data/working/ocr/jbrs/metadata/341047-47650cdbca6b.json	47 1	REVIEWS OF BOOKS	1951	1951-47-1-reviews-of-books	1951-47-1-reviews-of-books.pdf	1951-47-1-reviews-of-books.txt	1951-47-1-reviews-of-books.json	medium	deferred_outside_phase1_scope	
351001-47a8eb4f50da	jbrs-ocr-1842	351001.pdf	Burmese/Burma JBRS/JBRS Originals/351001.pdf	data/working/ocr/jbrs/text/351001-47a8eb4f50da.txt	data/working/ocr/jbrs/metadata/351001-47a8eb4f50da.json	(1)	INTRODUCTORY	1952	1952-1-introductory	1952-1-introductory.pdf	1952-1-introductory.txt	1952-1-introductory.json	medium	deferred_outside_phase1_scope	
361001-3f757fcf383b	jbrs-ocr-1843	361001.pdf	Burmese/Burma JBRS/JBRS Originals/361001.pdf	data/working/ocr/jbrs/text/361001-3f757fcf383b.txt	data/working/ocr/jbrs/metadata/361001-3f757fcf383b.json	MONS OF THE PAGAN	DYNASTY	1953	1953-mons-pagan-dynasty-scan-2	1953-mons-pagan-dynasty-scan-2.pdf	1953-mons-pagan-dynasty-scan-2.txt	1953-mons-pagan-dynasty-scan-2.json	medium	deferred_outside_phase1_scope	collision_with=1953-mons-pagan-dynasty
361021-54644d3a17b0	jbrs-ocr-1844	361021.pdf	Burmese/Burma JBRS/JBRS Originals/361021.pdf	data/working/ocr/jbrs/text/361021-54644d3a17b0.txt	data/working/ocr/jbrs/metadata/361021-54644d3a17b0.json	PANSY YANG (A) MYA MYA THEIN 2	THE GRASSES OF RANGOON						low	needs_manual_review	
361021-7307e338e8e2	jbrs-ocr-1845	361021.pdf	Burmese/Burma JBRS/1953/361021.pdf	data/working/ocr/jbrs/text/361021-7307e338e8e2.txt	data/working/ocr/jbrs/metadata/361021-7307e338e8e2.json	PANSY YANG (A) MYA MYA THEIN 2	THE GRASSES OF RANGOON	1953	1953-pansy-yang-mya-mya-thein-2-the-grasses-of-rangoon	1953-pansy-yang-mya-mya-thein-2-the-grasses-of-rangoon.pdf	1953-pansy-yang-mya-mya-thein-2-the-grasses-of-rangoon.txt	1953-pansy-yang-mya-mya-thein-2-the-grasses-of-rangoon.json	medium	deferred_outside_phase1_scope	
361060-b95d896aea97	jbrs-ocr-1846	361060.pdf	Burmese/Burma JBRS/1953/361060.pdf	data/working/ocr/jbrs/text/1953-tekkatho-cultural-institute-j-s-ludu.txt	data/working/ocr/jbrs/metadata/1953-tekkatho-cultural-institute-j-s-ludu.json	TEKKATHO: THE CULTURAL INSTITUTE By J. S	LUDU	1953	1953-tekkatho-cultural-institute-j-s-ludu	1953-tekkatho-cultural-institute-j-s-ludu.pdf	1953-tekkatho-cultural-institute-j-s-ludu.txt	1953-tekkatho-cultural-institute-j-s-ludu.json	medium	renamed_in_repo	
361077-f1d3d06ec5f6	jbrs-ocr-1847	361077.pdf	Burmese/Burma JBRS/JBRS Originals/361077.pdf	data/working/ocr/jbrs/text/361077-f1d3d06ec5f6.txt	data/working/ocr/jbrs/metadata/361077-f1d3d06ec5f6.json	BURMESE INITIATION	CEREMONIES	1953	1953-burmese-initiation-ceremonies-scan-2	1953-burmese-initiation-ceremonies-scan-2.pdf	1953-burmese-initiation-ceremonies-scan-2.txt	1953-burmese-initiation-ceremonies-scan-2.json	high	deferred_outside_phase1_scope	duplicate_of=1953-initiationceremonies-maunghtinaung1953-pdf; collision_with=1953-burmese-initiation-ceremonies
361088-554636491ab5	jbrs-ocr-1848	361088.pdf	Burmese/Burma JBRS/1953/361088.pdf	data/working/ocr/jbrs/text/361088-554636491ab5.txt	data/working/ocr/jbrs/metadata/361088-554636491ab5.json	88 Book Review by T. Ht	BOOK REVIEW	1953	1953-88-book-review-t-ht-book-review	1953-88-book-review-t-ht-book-review.pdf	1953-88-book-review-t-ht-book-review.txt	1953-88-book-review-t-ht-book-review.json	medium	deferred_outside_phase1_scope	
361089-9d355999c3e7	jbrs-ocr-1849	361089.pdf	Burmese/Burma JBRS/1953/361089.pdf	data/working/ocr/jbrs/text/361089-9d355999c3e7.txt	data/working/ocr/jbrs/metadata/361089-9d355999c3e7.json	6003001 ရဝေစားသမီး ရှင်ထွေး ဆို အန် ချင်း		1953					medium	needs_manual_review	
361105-7c3ae62c63cf	jbrs-ocr-1850	361105.pdf	Burmese/Burma JBRS/1953/361105.pdf	data/working/ocr/jbrs/text/361105-7c3ae62c63cf.txt	data/working/ocr/jbrs/metadata/361105-7c3ae62c63cf.json	66 For two years I have had the honour of being President of this Society, and it gave me rather a shock the other day…	TO THE YOUNGER	1953	1953-66-two-years-i-have-had-honour-being-to-the-younger	1953-66-two-years-i-have-had-honour-being-to-the-younger.pdf	1953-66-two-years-i-have-had-honour-being-to-the-younger.txt	1953-66-two-years-i-have-had-honour-being-to-the-younger.json	medium	deferred_outside_phase1_scope	
362001-0a153e545a4a	jbrs-ocr-1851	362001.pdf	Burmese/Burma JBRS/1953/362001.pdf	data/working/ocr/jbrs/text/362001-0a153e545a4a.txt	data/working/ocr/jbrs/metadata/362001-0a153e545a4a.json	THE FERNS AND FERN ALLIES OF	RANGOON- INSEIN AREA	1953	1953-ferns-fern-allies-rangoon-insein-area	1953-ferns-fern-allies-rangoon-insein-area.pdf	1953-ferns-fern-allies-rangoon-insein-area.txt	1953-ferns-fern-allies-rangoon-insein-area.json	medium	deferred_outside_phase1_scope	
362071-c7c653a0c4bd	jbrs-ocr-1852	362071.pdf	Burmese/Burma JBRS/1953/362071.pdf	data/working/ocr/jbrs/text/362071-c7c653a0c4bd.txt	data/working/ocr/jbrs/metadata/362071-c7c653a0c4bd.json	THE IMPORTANCE OF SCIENTIFIC RESEARCH IN BURMA**	BY	1953	1953-importance-scientific-research-burma-by	1953-importance-scientific-research-burma-by.pdf	1953-importance-scientific-research-burma-by.txt	1953-importance-scientific-research-burma-by.json	medium	deferred_outside_phase1_scope	
362071-d4bf7e7fb62b	jbrs-ocr-1853	362071.pdf	Burmese/Burma JBRS/JBRS Originals/362071.pdf	data/working/ocr/jbrs/text/362071-d4bf7e7fb62b.txt	data/working/ocr/jbrs/metadata/362071-d4bf7e7fb62b.json	THE IMPORTANCE OF SCIENTIFIC RESEARCH IN BURMA**	BY						low	needs_manual_review	
362083-50fdb17371ee	jbrs-ocr-1854	362083.pdf	Burmese/Burma JBRS/JBRS Originals/362083.pdf	data/working/ocr/jbrs/text/362083-50fdb17371ee.txt	data/working/ocr/jbrs/metadata/362083-50fdb17371ee.json	( 83 ) BURMESE ALCHEMY BELIEFS *	BY	1953	1953-83-burmese-alchemy-beliefs-by	1953-83-burmese-alchemy-beliefs-by.pdf	1953-83-burmese-alchemy-beliefs-by.txt	1953-83-burmese-alchemy-beliefs-by.json	medium	deferred_outside_phase1_scope	
371001-23c0ebc8f542	jbrs-ocr-1855	371001.pdf	Burmese/Burma JBRS/1954/371001.pdf	data/working/ocr/jbrs/text/371001-23c0ebc8f542.txt	data/working/ocr/jbrs/metadata/371001-23c0ebc8f542.json	LIFE HISTORY OF DERMOGENYS PUSILLUS KUHL & VAN HASSELT FROM THE INYA LAKE 1	By	1954	1954-life-history-dermogenys-pusillus-kuhl-van-hasselt-inya-by	1954-life-history-dermogenys-pusillus-kuhl-van-hasselt-inya-by.pdf	1954-life-history-dermogenys-pusillus-kuhl-van-hasselt-inya-by.txt	1954-life-history-dermogenys-pusillus-kuhl-van-hasselt-inya-by.json	medium	deferred_outside_phase1_scope	
371021-9855d837d910	jbrs-ocr-1856	371021.pdf	Burmese/Burma JBRS/1954/371021.pdf	data/working/ocr/jbrs/text/371021-9855d837d910.txt	data/working/ocr/jbrs/metadata/371021-9855d837d910.json	"86 ACTIVE IMMUNISATION AGAINST PASTEURELLA SEPTICA"" 1 by Dr. Hla Kyaw, Ph. D. (Cantab), B. Sc (Vet Sc) (London), M.R.C.…"	ACTIVE IMMUNISATION AGAINST PASTEURELLA	1954	1954-86-active-immunisation-against-pasteurella-septica-1-dr-active-immunisation-against-pasteurella	1954-86-active-immunisation-against-pasteurella-septica-1-dr-active-immunisation-against-pasteurella.pdf	1954-86-active-immunisation-against-pasteurella-septica-1-dr-active-immunisation-against-pasteurella.txt	1954-86-active-immunisation-against-pasteurella-septica-1-dr-active-immunisation-against-pasteurella.json	medium	deferred_outside_phase1_scope	
371035-f457476fe193	jbrs-ocr-1857	371035.pdf	Burmese/Burma JBRS/1954/371035.pdf	data/working/ocr/jbrs/text/371035-f457476fe193.txt	data/working/ocr/jbrs/metadata/371035-f457476fe193.json	INTEREST RATES IN ASIA AND THE FAR EAST	by	1954	1954-interest-rates-asia-far-east-by	1954-interest-rates-asia-far-east-by.pdf	1954-interest-rates-asia-far-east-by.txt	1954-interest-rates-asia-far-east-by.json	medium	deferred_outside_phase1_scope	
371046-6b139e985ccd	jbrs-ocr-1858	371046.pdf	Burmese/Burma JBRS/1954/371046.pdf	data/working/ocr/jbrs/text/371046-6b139e985ccd.txt	data/working/ocr/jbrs/metadata/371046-6b139e985ccd.json	FISHERIES IN BURMA	by	1954	1954-fisheries-burma-by	1954-fisheries-burma-by.pdf	1954-fisheries-burma-by.txt	1954-fisheries-burma-by.json	medium	deferred_outside_phase1_scope	
371052-1539615cfcaf	jbrs-ocr-1859	371052.pdf	Burmese/Burma JBRS/JBRS Originals/371052.pdf	data/working/ocr/jbrs/text/371052-1539615cfcaf.txt	data/working/ocr/jbrs/metadata/371052-1539615cfcaf.json	RESEARCH WORK IN DELTA KANAZO ¹	by	1954	1954-research-work-delta-kanazo-by	1954-research-work-delta-kanazo-by.pdf	1954-research-work-delta-kanazo-by.txt	1954-research-work-delta-kanazo-by.json	medium	deferred_outside_phase1_scope	
371059-cf5554e6a6eb	jbrs-ocr-1860	371059.pdf	Burmese/Burma JBRS/1954/371059.pdf	data/working/ocr/jbrs/text/371059-cf5554e6a6eb.txt	data/working/ocr/jbrs/metadata/371059-cf5554e6a6eb.json	OUTLINE OF A SOCIALIST ECONOMY	FOR	1954	1954-outline-socialist-economy-for	1954-outline-socialist-economy-for.pdf	1954-outline-socialist-economy-for.txt	1954-outline-socialist-economy-for.json	medium	deferred_outside_phase1_scope	
371077-3baba3725cd4	jbrs-ocr-1861	371077.pdf	Burmese/Burma JBRS/JBRS Originals/371077.pdf	data/working/ocr/jbrs/text/371077-3baba3725cd4.txt	data/working/ocr/jbrs/metadata/371077-3baba3725cd4.json	THE APPLICATION OF RADIO FOR RESEARCH PURPOSES	by	1954	1954-application-radio-research-purposes-by	1954-application-radio-research-purposes-by.pdf	1954-application-radio-research-purposes-by.txt	1954-application-radio-research-purposes-by.json	medium	deferred_outside_phase1_scope	
371082-7a1c7ddce722	jbrs-ocr-1862	371082.pdf	Burmese/Burma JBRS/JBRS Originals/371082.pdf	data/working/ocr/jbrs/text/371082-7a1c7ddce722.txt	data/working/ocr/jbrs/metadata/371082-7a1c7ddce722.json	THE LOGIC OF INFERENCE IN STATISTICAL THEORY'	by						low	needs_manual_review	
371082-c055e03037b8	jbrs-ocr-1863	371082.pdf	Burmese/Burma JBRS/1954/371082.pdf	data/working/ocr/jbrs/text/371082-c055e03037b8.txt	data/working/ocr/jbrs/metadata/371082-c055e03037b8.json	THE LOGIC OF INFERENCE IN STATISTICAL THEORY'	by	1954	1954-logic-inference-statistical-theory-by	1954-logic-inference-statistical-theory-by.pdf	1954-logic-inference-statistical-theory-by.txt	1954-logic-inference-statistical-theory-by.json	medium	deferred_outside_phase1_scope	
372001-6c092e5ef34b	jbrs-ocr-1864	372001.pdf	Burmese/Burma JBRS/JBRS Originals/372001.pdf	data/working/ocr/jbrs/text/372001-6c092e5ef34b.txt	data/working/ocr/jbrs/metadata/372001-6c092e5ef34b.json	THE NINE GODS 1	by	1954	1954-nine-gods-1-by	1954-nine-gods-1-by.pdf	1954-nine-gods-1-by.txt	1954-nine-gods-1-by.json	medium	deferred_outside_phase1_scope	
372010-5fa5510c7396	jbrs-ocr-1865	372010.pdf	Burmese/Burma JBRS/1954/372010.pdf	data/working/ocr/jbrs/text/372010-5fa5510c7396.txt	data/working/ocr/jbrs/metadata/372010-5fa5510c7396.json	LOGICAL EMPIRICISM AND CARVAKA AND BUDDHIST SYSTEMS OF PHILOSOPHY 1	by	1954	1954-logical-empiricism-carvaka-buddhist-systems-philosophy-1-by	1954-logical-empiricism-carvaka-buddhist-systems-philosophy-1-by.pdf	1954-logical-empiricism-carvaka-buddhist-systems-philosophy-1-by.txt	1954-logical-empiricism-carvaka-buddhist-systems-philosophy-1-by.json	medium	deferred_outside_phase1_scope	
372017-30f88627481e	jbrs-ocr-1866	372017.pdf	Burmese/Burma JBRS/1954/372017.pdf	data/working/ocr/jbrs/text/372017-30f88627481e.txt	data/working/ocr/jbrs/metadata/372017-30f88627481e.json	CLARIFICATION AND CRITICAL ANALYSIS OF THE VARIOUS PROCESSES INVOLVED IN THE	ATTAINMENT OF LOKIYASAMADHI	1954	1954-clarification-critical-analysis-various-processes-involved-attainment-of-lokiyasamadhi	1954-clarification-critical-analysis-various-processes-involved-attainment-of-lokiyasamadhi.pdf	1954-clarification-critical-analysis-various-processes-involved-attainment-of-lokiyasamadhi.txt	1954-clarification-critical-analysis-various-processes-involved-attainment-of-lokiyasamadhi.json	medium	deferred_outside_phase1_scope	
372024-abd7fa351131	jbrs-ocr-1867	372024.pdf	Burmese/Burma JBRS/1954/372024.pdf	data/working/ocr/jbrs/text/372024-abd7fa351131.txt	data/working/ocr/jbrs/metadata/372024-abd7fa351131.json	MARRIAGE IN THE BURMESE MUSLIM COMMUNITY 1	by	1954	1954-marriage-burmese-muslim-community-1-by	1954-marriage-burmese-muslim-community-1-by.pdf	1954-marriage-burmese-muslim-community-1-by.txt	1954-marriage-burmese-muslim-community-1-by.json	medium	deferred_outside_phase1_scope	
372035-27aedd6f7119	jbrs-ocr-1868	372035.pdf	Burmese/Burma JBRS/1954/372035.pdf	data/working/ocr/jbrs/text/372035-27aedd6f7119.txt	data/working/ocr/jbrs/metadata/372035-27aedd6f7119.json	OUTLOOK FOR BURMA'S BALANCE	OF PAYMENTS ¹	1954	1954-outlook-burma-s-balance-of-payments	1954-outlook-burma-s-balance-of-payments.pdf	1954-outlook-burma-s-balance-of-payments.txt	1954-outlook-burma-s-balance-of-payments.json	medium	deferred_outside_phase1_scope	
372041-8b43eae1f6d1	jbrs-ocr-1869	372041.pdf	Burmese/Burma JBRS/1954/372041.pdf	data/working/ocr/jbrs/text/372041-8b43eae1f6d1.txt	data/working/ocr/jbrs/metadata/372041-8b43eae1f6d1.json	SYNOPTIC EXAMPLE AND THE RAINFALL OF CENTRAL BURMA¹	by	1954	1954-synoptic-example-rainfall-central-burma-by	1954-synoptic-example-rainfall-central-burma-by.pdf	1954-synoptic-example-rainfall-central-burma-by.txt	1954-synoptic-example-rainfall-central-burma-by.json	medium	deferred_outside_phase1_scope	
372050-a9d3e366ac79	jbrs-ocr-1870	372050.pdf	Burmese/Burma JBRS/1954/372050.pdf	data/working/ocr/jbrs/text/372050-a9d3e366ac79.txt	data/working/ocr/jbrs/metadata/372050-a9d3e366ac79.json	U HLA KYAW, B.Sc., Ph.D., M.R.C.V.S	PASSIVE IMMUNISATION AGAINST	1954	1954-u-hla-kyaw-b-sc-ph-d-m-passive-immunisation-against	1954-u-hla-kyaw-b-sc-ph-d-m-passive-immunisation-against.pdf	1954-u-hla-kyaw-b-sc-ph-d-m-passive-immunisation-against.txt	1954-u-hla-kyaw-b-sc-ph-d-m-passive-immunisation-against.json	medium	deferred_outside_phase1_scope	
372063-7caa24857672	jbrs-ocr-1871	372063.pdf	Burmese/Burma JBRS/1954/372063.pdf	data/working/ocr/jbrs/text/372063-7caa24857672.txt	data/working/ocr/jbrs/metadata/372063-7caa24857672.json	GERMINATION OF ONION SEED 1	by	1954	1954-germination-onion-seed-1-by	1954-germination-onion-seed-1-by.pdf	1954-germination-onion-seed-1-by.txt	1954-germination-onion-seed-1-by.json	medium	deferred_outside_phase1_scope	
381001-981308ccd57d	jbrs-ocr-1872	381001.pdf	Burmese/Burma JBRS/1955/381001.pdf	data/working/ocr/jbrs/text/381001-981308ccd57d.txt	data/working/ocr/jbrs/metadata/381001-981308ccd57d.json	TRACE ELEMENT RESEARCH ¹ 31 by 2 Richard A. Carrigan, Ph. D. 3 Any chemical element can be a trace element	TRACE ELEMENT RESEARCH ¹	1955	1955-trace-element-research-31-2-richard-carrigan-ph-trace-element-research	1955-trace-element-research-31-2-richard-carrigan-ph-trace-element-research.pdf	1955-trace-element-research-31-2-richard-carrigan-ph-trace-element-research.txt	1955-trace-element-research-31-2-richard-carrigan-ph-trace-element-research.json	medium	deferred_outside_phase1_scope	
381013-2d12cce319ad	jbrs-ocr-1873	381013.pdf	Burmese/Burma JBRS/1955/381013.pdf	data/working/ocr/jbrs/text/381013-2d12cce319ad.txt	data/working/ocr/jbrs/metadata/381013-2d12cce319ad.json	NODULAR or S. G	by	1955	1955-nodular-s-g-by	1955-nodular-s-g-by.pdf	1955-nodular-s-g-by.txt	1955-nodular-s-g-by.json	medium	deferred_outside_phase1_scope	
