local_file_id	old_file_name	old_path_stub	canonical_file_name	canonical_ocr_text_path	canonical_metadata_path	canonical_pdf_path_stub	alias_status	notes
312080-2961d384f5be	312080.pdf	Burmese/Burma JBRS/1941/312080.pdf	1941-pacification-upper-burma-a-vernacular-history.pdf	data/working/ocr/jbrs/text/1941-pacification-upper-burma-a-vernacular-history.txt	data/working/ocr/jbrs/metadata/1941-pacification-upper-burma-a-vernacular-history.json	data_local/sources/jbrs_canonical_pdfs/1941-pacification-upper-burma-a-vernacular-history.pdf	deferred_outside_phase1_scope	
312137-a6bd0ac693c1	312137.pdf	Burmese/Burma JBRS/1941/312137.pdf	1941-recordings-burmese-classical-music-these-are-times-which-impermanence.pdf	data/working/ocr/jbrs/text/1941-recordings-burmese-classical-music-these-are-times-which-impermanence.txt	data/working/ocr/jbrs/metadata/1941-recordings-burmese-classical-music-these-are-times-which-impermanence.json	data_local/sources/jbrs_canonical_pdfs/1941-recordings-burmese-classical-music-these-are-times-which-impermanence.pdf	deferred_outside_phase1_scope	
321001-a4fadee328a6	321001.pdf	Burmese/Burma JBRS/1948/321001.pdf	321001.pdf	data/working/ocr/jbrs/text/321001-a4fadee328a6.txt	data/working/ocr/jbrs/metadata/321001-a4fadee328a6.json		needs_manual_review	
321010-82d42e4676c5	321010.pdf	Burmese/Burma JBRS/1948/321010.pdf	321010.pdf	data/working/ocr/jbrs/text/321010-82d42e4676c5.txt	data/working/ocr/jbrs/metadata/321010-82d42e4676c5.json		needs_manual_review	
321041-28599b73662a	321041.pdf	Burmese/Burma JBRS/1948/321041.pdf	321041.pdf	data/working/ocr/jbrs/text/321041-28599b73662a.txt	data/working/ocr/jbrs/metadata/321041-28599b73662a.json		needs_manual_review	
321052-00fca360f449	321052.pdf	Burmese/Burma JBRS/JBRS Originals/321052.pdf	321052.pdf	data/working/ocr/jbrs/text/321052-00fca360f449.txt	data/working/ocr/jbrs/metadata/321052-00fca360f449.json		needs_manual_review	
321062-d4863629104f	321062.pdf	Burmese/Burma JBRS/1948/321062.pdf	1948-curiosities-burmese-language-1-following-phenomena-can-be-m-p-h.pdf	data/working/ocr/jbrs/text/1948-curiosities-burmese-language-1-following-phenomena-can-be-m-p-h.txt	data/working/ocr/jbrs/metadata/1948-curiosities-burmese-language-1-following-phenomena-can-be-m-p-h.json	data_local/sources/jbrs_canonical_pdfs/1948-curiosities-burmese-language-1-following-phenomena-can-be-m-p-h.pdf	deferred_outside_phase1_scope	
321073-24e98869573f	321073.pdf	Burmese/Burma JBRS/1948/321073.pdf	1948-pasteurellosis-burma-the-position-of.pdf	data/working/ocr/jbrs/text/1948-pasteurellosis-burma-the-position-of.txt	data/working/ocr/jbrs/metadata/1948-pasteurellosis-burma-the-position-of.json	data_local/sources/jbrs_canonical_pdfs/1948-pasteurellosis-burma-the-position-of.pdf	deferred_outside_phase1_scope	
321077-cb55ddf65f4d	321077.pdf	Burmese/Burma JBRS/1948/321077.pdf	1948-1475-d-two-ships-were-sent-king-pegu-the-junk-in-pali.pdf	data/working/ocr/jbrs/text/1948-1475-d-two-ships-were-sent-king-pegu-the-junk-in-pali.txt	data/working/ocr/jbrs/metadata/1948-1475-d-two-ships-were-sent-king-pegu-the-junk-in-pali.json	data_local/sources/jbrs_canonical_pdfs/1948-1475-d-two-ships-were-sent-king-pegu-the-junk-in-pali.pdf	deferred_outside_phase1_scope	
321079-886d98b46919	321079.pdf	Burmese/Burma JBRS/JBRS Originals/321079.pdf	321079.pdf	data/working/ocr/jbrs/text/321079-886d98b46919.txt	data/working/ocr/jbrs/metadata/321079-886d98b46919.json		needs_manual_review	
321095-501d494b3723	321095.pdf	Burmese/Burma JBRS/1948/321095.pdf	321095.pdf	data/working/ocr/jbrs/text/321095-501d494b3723.txt	data/working/ocr/jbrs/metadata/321095-501d494b3723.json		needs_manual_review	
331001-ecb9511e6d50	331001.pdf	Burmese/Burma JBRS/JBRS Originals/331001.pdf	1950-dawn-nationalism-burma-looking-through-some-old-papers-may-oung.pdf	data/working/ocr/jbrs/text/1950-dawn-nationalism-burma-looking-through-some-old-papers-may-oung.txt	data/working/ocr/jbrs/metadata/1950-dawn-nationalism-burma-looking-through-some-old-papers-may-oung.json	data_local/sources/jbrs_canonical_pdfs/1950-dawn-nationalism-burma-looking-through-some-old-papers-may-oung.pdf	deferred_outside_phase1_scope	
331008-95e52f4c637f	331008.pdf	Burmese/Burma JBRS/JBRS Originals/331008.pdf	1950-1-80-dice-vidhura-jataka-by.pdf	data/working/ocr/jbrs/text/1950-1-80-dice-vidhura-jataka-by.txt	data/working/ocr/jbrs/metadata/1950-1-80-dice-vidhura-jataka-by.json	data_local/sources/jbrs_canonical_pdfs/1950-1-80-dice-vidhura-jataka-by.pdf	deferred_outside_phase1_scope	
331027-49eaa1562e01	331027.pdf	Burmese/Burma JBRS/1950/331027.pdf	1950-did-shin-silavamsa-ever-write-27-poem-burmese-by.pdf	data/working/ocr/jbrs/text/1950-did-shin-silavamsa-ever-write-27-poem-burmese-by.txt	data/working/ocr/jbrs/metadata/1950-did-shin-silavamsa-ever-write-27-poem-burmese-by.json	data_local/sources/jbrs_canonical_pdfs/1950-did-shin-silavamsa-ever-write-27-poem-burmese-by.pdf	deferred_outside_phase1_scope	
331039-f3773f1521d9	331039.pdf	Burmese/Burma JBRS/JBRS Originals/331039.pdf	331039.pdf	data/working/ocr/jbrs/text/331039-f3773f1521d9.txt	data/working/ocr/jbrs/metadata/331039-f3773f1521d9.json		needs_manual_review	
331059-e67f16a2e05f	331059.pdf	Burmese/Burma JBRS/JBRS Originals/331059.pdf	331059.pdf	data/working/ocr/jbrs/text/331059-e67f16a2e05f.txt	data/working/ocr/jbrs/metadata/331059-e67f16a2e05f.json		needs_manual_review	
331089-f19d232f1c29	331089.pdf	Burmese/Burma JBRS/1950/331089.pdf	1950-69-89-dr-j-stewart-c-i-e-j-a-stewart.pdf	data/working/ocr/jbrs/text/1950-69-89-dr-j-stewart-c-i-e-j-a-stewart.txt	data/working/ocr/jbrs/metadata/1950-69-89-dr-j-stewart-c-i-e-j-a-stewart.json	data_local/sources/jbrs_canonical_pdfs/1950-69-89-dr-j-stewart-c-i-e-j-a-stewart.pdf	deferred_outside_phase1_scope	
331095-7f752c3a8359	331095.pdf	Burmese/Burma JBRS/1950/331095.pdf	1950-95-book-review-old-moulmein-875-r-r-book-review.pdf	data/working/ocr/jbrs/text/1950-95-book-review-old-moulmein-875-r-r-book-review.txt	data/working/ocr/jbrs/metadata/1950-95-book-review-old-moulmein-875-r-r-book-review.json	data_local/sources/jbrs_canonical_pdfs/1950-95-book-review-old-moulmein-875-r-r-book-review.pdf	deferred_outside_phase1_scope	
332099-cda4f66f6999	332099.pdf	Burmese/Burma JBRS/JBRS Originals/332099.pdf	1950-burma-museum-draft-scheme-for.pdf	data/working/ocr/jbrs/text/1950-burma-museum-draft-scheme-for.txt	data/working/ocr/jbrs/metadata/1950-burma-museum-draft-scheme-for.json	data_local/sources/jbrs_canonical_pdfs/1950-burma-museum-draft-scheme-for.pdf	deferred_outside_phase1_scope	
332131-15ea7f920879	332131.pdf	Burmese/Burma JBRS/1950/332131.pdf	1950-key-trees-shrubs-the-university-estate-rangoon.pdf	data/working/ocr/jbrs/text/1950-key-trees-shrubs-the-university-estate-rangoon.txt	data/working/ocr/jbrs/metadata/1950-key-trees-shrubs-the-university-estate-rangoon.json	data_local/sources/jbrs_canonical_pdfs/1950-key-trees-shrubs-the-university-estate-rangoon.pdf	deferred_outside_phase1_scope	
332169-4a3408eb0235	332169.pdf	Burmese/Burma JBRS/1950/332169.pdf	1950-twenty-burmese-songs-translations-and-notes.pdf	data/working/ocr/jbrs/text/1950-twenty-burmese-songs-translations-and-notes.txt	data/working/ocr/jbrs/metadata/1950-twenty-burmese-songs-translations-and-notes.json	data_local/sources/jbrs_canonical_pdfs/1950-twenty-burmese-songs-translations-and-notes.pdf	renamed_in_repo	
332224-6c9c5f540ee5	332224.pdf	Burmese/Burma JBRS/1950/332224.pdf	1950-224-notes-burmese-manuscript-books.pdf	data/working/ocr/jbrs/text/1950-224-notes-burmese-manuscript-books.txt	data/working/ocr/jbrs/metadata/1950-224-notes-burmese-manuscript-books.json	data_local/sources/jbrs_canonical_pdfs/1950-224-notes-burmese-manuscript-books.pdf	deferred_outside_phase1_scope	
332230-7ac3ea2a8e71	332230.pdf	Burmese/Burma JBRS/JBRS Originals/332230.pdf	332230.pdf	data/working/ocr/jbrs/text/332230-7ac3ea2a8e71.txt	data/working/ocr/jbrs/metadata/332230-7ac3ea2a8e71.json		needs_manual_review	
332260-64a0400cabd4	332260.pdf	Burmese/Burma JBRS/JBRS Originals/332260.pdf	1950-untitled-jisc.pdf	data/working/ocr/jbrs/text/1950-untitled-jisc.txt	data/working/ocr/jbrs/metadata/1950-untitled-jisc.json	data_local/sources/jbrs_canonical_pdfs/1950-untitled-jisc.pdf	deferred_outside_phase1_scope	
332263-2072f8dbbcad	332263.pdf	Burmese/Burma JBRS/1950/332263.pdf	1950-theravada-buddhism-burma-book-review.pdf	data/working/ocr/jbrs/text/1950-theravada-buddhism-burma-book-review.txt	data/working/ocr/jbrs/metadata/1950-theravada-buddhism-burma-book-review.json	data_local/sources/jbrs_canonical_pdfs/1950-theravada-buddhism-burma-book-review.pdf	deferred_outside_phase1_scope	
341001-e4f66b0df799	341001.pdf	Burmese/Burma JBRS/1951/341001.pdf	1951-arly-burmese-law-e.pdf	data/working/ocr/jbrs/text/1951-arly-burmese-law-e.txt	data/working/ocr/jbrs/metadata/1951-arly-burmese-law-e.json	data_local/sources/jbrs_canonical_pdfs/1951-arly-burmese-law-e.pdf	deferred_outside_phase1_scope	
341007-b2b1b5272469	341007.pdf	Burmese/Burma JBRS/1951/341007.pdf	1951-place-anthropology-among-social-studies-burma-by.pdf	data/working/ocr/jbrs/text/1951-place-anthropology-among-social-studies-burma-by.txt	data/working/ocr/jbrs/metadata/1951-place-anthropology-among-social-studies-burma-by.json	data_local/sources/jbrs_canonical_pdfs/1951-place-anthropology-among-social-studies-burma-by.pdf	deferred_outside_phase1_scope	
341040-eb0600afb24a	341040.pdf	Burmese/Burma JBRS/1951/341040.pdf	1951-burmese-syntax-reviews-of-books.pdf	data/working/ocr/jbrs/text/1951-burmese-syntax-reviews-of-books.txt	data/working/ocr/jbrs/metadata/1951-burmese-syntax-reviews-of-books.json	data_local/sources/jbrs_canonical_pdfs/1951-burmese-syntax-reviews-of-books.pdf	deferred_outside_phase1_scope	
341042-ad87a6395ccf	341042.pdf	Burmese/Burma JBRS/JBRS Originals/341042.pdf	1951-university-english-burmese-dictionary-by.pdf	data/working/ocr/jbrs/text/1951-university-english-burmese-dictionary-by.txt	data/working/ocr/jbrs/metadata/1951-university-english-burmese-dictionary-by.json	data_local/sources/jbrs_canonical_pdfs/1951-university-english-burmese-dictionary-by.pdf	deferred_outside_phase1_scope	
341047-47650cdbca6b	341047.pdf	Burmese/Burma JBRS/1951/341047.pdf	1951-47-1-reviews-of-books.pdf	data/working/ocr/jbrs/text/1951-47-1-reviews-of-books.txt	data/working/ocr/jbrs/metadata/1951-47-1-reviews-of-books.json	data_local/sources/jbrs_canonical_pdfs/1951-47-1-reviews-of-books.pdf	deferred_outside_phase1_scope	
351001-47a8eb4f50da	351001.pdf	Burmese/Burma JBRS/JBRS Originals/351001.pdf	1952-1-introductory.pdf	data/working/ocr/jbrs/text/1952-1-introductory.txt	data/working/ocr/jbrs/metadata/1952-1-introductory.json	data_local/sources/jbrs_canonical_pdfs/1952-1-introductory.pdf	deferred_outside_phase1_scope	
361001-3f757fcf383b	361001.pdf	Burmese/Burma JBRS/JBRS Originals/361001.pdf	1953-mons-pagan-dynasty-scan-2.pdf	data/working/ocr/jbrs/text/1953-mons-pagan-dynasty-scan-2.txt	data/working/ocr/jbrs/metadata/1953-mons-pagan-dynasty-scan-2.json	data_local/sources/jbrs_canonical_pdfs/1953-mons-pagan-dynasty-scan-2.pdf	deferred_outside_phase1_scope	collision_with=1953-mons-pagan-dynasty
361021-54644d3a17b0	361021.pdf	Burmese/Burma JBRS/JBRS Originals/361021.pdf	361021.pdf	data/working/ocr/jbrs/text/361021-54644d3a17b0.txt	data/working/ocr/jbrs/metadata/361021-54644d3a17b0.json		needs_manual_review	
361021-7307e338e8e2	361021.pdf	Burmese/Burma JBRS/1953/361021.pdf	1953-pansy-yang-mya-mya-thein-2-the-grasses-of-rangoon.pdf	data/working/ocr/jbrs/text/1953-pansy-yang-mya-mya-thein-2-the-grasses-of-rangoon.txt	data/working/ocr/jbrs/metadata/1953-pansy-yang-mya-mya-thein-2-the-grasses-of-rangoon.json	data_local/sources/jbrs_canonical_pdfs/1953-pansy-yang-mya-mya-thein-2-the-grasses-of-rangoon.pdf	deferred_outside_phase1_scope	
361060-b95d896aea97	361060.pdf	Burmese/Burma JBRS/1953/361060.pdf	1953-tekkatho-cultural-institute-j-s-ludu.pdf	data/working/ocr/jbrs/text/1953-tekkatho-cultural-institute-j-s-ludu.txt	data/working/ocr/jbrs/metadata/1953-tekkatho-cultural-institute-j-s-ludu.json	data_local/sources/jbrs_canonical_pdfs/1953-tekkatho-cultural-institute-j-s-ludu.pdf	renamed_in_repo	
361077-f1d3d06ec5f6	361077.pdf	Burmese/Burma JBRS/JBRS Originals/361077.pdf	1953-burmese-initiation-ceremonies-scan-2.pdf	data/working/ocr/jbrs/text/1953-burmese-initiation-ceremonies-scan-2.txt	data/working/ocr/jbrs/metadata/1953-burmese-initiation-ceremonies-scan-2.json	data_local/sources/jbrs_canonical_pdfs/1953-burmese-initiation-ceremonies-scan-2.pdf	deferred_outside_phase1_scope	duplicate_of=1953-initiationceremonies-maunghtinaung1953-pdf; collision_with=1953-burmese-initiation-ceremonies
361088-554636491ab5	361088.pdf	Burmese/Burma JBRS/1953/361088.pdf	1953-88-book-review-t-ht-book-review.pdf	data/working/ocr/jbrs/text/1953-88-book-review-t-ht-book-review.txt	data/working/ocr/jbrs/metadata/1953-88-book-review-t-ht-book-review.json	data_local/sources/jbrs_canonical_pdfs/1953-88-book-review-t-ht-book-review.pdf	deferred_outside_phase1_scope	
361089-9d355999c3e7	361089.pdf	Burmese/Burma JBRS/1953/361089.pdf	361089.pdf	data/working/ocr/jbrs/text/361089-9d355999c3e7.txt	data/working/ocr/jbrs/metadata/361089-9d355999c3e7.json		needs_manual_review	
361105-7c3ae62c63cf	361105.pdf	Burmese/Burma JBRS/1953/361105.pdf	1953-66-two-years-i-have-had-honour-being-to-the-younger.pdf	data/working/ocr/jbrs/text/1953-66-two-years-i-have-had-honour-being-to-the-younger.txt	data/working/ocr/jbrs/metadata/1953-66-two-years-i-have-had-honour-being-to-the-younger.json	data_local/sources/jbrs_canonical_pdfs/1953-66-two-years-i-have-had-honour-being-to-the-younger.pdf	deferred_outside_phase1_scope	
362001-0a153e545a4a	362001.pdf	Burmese/Burma JBRS/1953/362001.pdf	1953-ferns-fern-allies-rangoon-insein-area.pdf	data/working/ocr/jbrs/text/1953-ferns-fern-allies-rangoon-insein-area.txt	data/working/ocr/jbrs/metadata/1953-ferns-fern-allies-rangoon-insein-area.json	data_local/sources/jbrs_canonical_pdfs/1953-ferns-fern-allies-rangoon-insein-area.pdf	deferred_outside_phase1_scope	
362071-c7c653a0c4bd	362071.pdf	Burmese/Burma JBRS/1953/362071.pdf	1953-importance-scientific-research-burma-by.pdf	data/working/ocr/jbrs/text/1953-importance-scientific-research-burma-by.txt	data/working/ocr/jbrs/metadata/1953-importance-scientific-research-burma-by.json	data_local/sources/jbrs_canonical_pdfs/1953-importance-scientific-research-burma-by.pdf	deferred_outside_phase1_scope	
362071-d4bf7e7fb62b	362071.pdf	Burmese/Burma JBRS/JBRS Originals/362071.pdf	362071.pdf	data/working/ocr/jbrs/text/362071-d4bf7e7fb62b.txt	data/working/ocr/jbrs/metadata/362071-d4bf7e7fb62b.json		needs_manual_review	
362083-50fdb17371ee	362083.pdf	Burmese/Burma JBRS/JBRS Originals/362083.pdf	1953-83-burmese-alchemy-beliefs-by.pdf	data/working/ocr/jbrs/text/1953-83-burmese-alchemy-beliefs-by.txt	data/working/ocr/jbrs/metadata/1953-83-burmese-alchemy-beliefs-by.json	data_local/sources/jbrs_canonical_pdfs/1953-83-burmese-alchemy-beliefs-by.pdf	deferred_outside_phase1_scope	
371001-23c0ebc8f542	371001.pdf	Burmese/Burma JBRS/1954/371001.pdf	1954-life-history-dermogenys-pusillus-kuhl-van-hasselt-inya-by.pdf	data/working/ocr/jbrs/text/1954-life-history-dermogenys-pusillus-kuhl-van-hasselt-inya-by.txt	data/working/ocr/jbrs/metadata/1954-life-history-dermogenys-pusillus-kuhl-van-hasselt-inya-by.json	data_local/sources/jbrs_canonical_pdfs/1954-life-history-dermogenys-pusillus-kuhl-van-hasselt-inya-by.pdf	deferred_outside_phase1_scope	
371021-9855d837d910	371021.pdf	Burmese/Burma JBRS/1954/371021.pdf	1954-86-active-immunisation-against-pasteurella-septica-1-dr-active-immunisation-against-pasteurella.pdf	data/working/ocr/jbrs/text/1954-86-active-immunisation-against-pasteurella-septica-1-dr-active-immunisation-against-pasteurella.txt	data/working/ocr/jbrs/metadata/1954-86-active-immunisation-against-pasteurella-septica-1-dr-active-immunisation-against-pasteurella.json	data_local/sources/jbrs_canonical_pdfs/1954-86-active-immunisation-against-pasteurella-septica-1-dr-active-immunisation-against-pasteurella.pdf	deferred_outside_phase1_scope	
371035-f457476fe193	371035.pdf	Burmese/Burma JBRS/1954/371035.pdf	1954-interest-rates-asia-far-east-by.pdf	data/working/ocr/jbrs/text/1954-interest-rates-asia-far-east-by.txt	data/working/ocr/jbrs/metadata/1954-interest-rates-asia-far-east-by.json	data_local/sources/jbrs_canonical_pdfs/1954-interest-rates-asia-far-east-by.pdf	deferred_outside_phase1_scope	
371046-6b139e985ccd	371046.pdf	Burmese/Burma JBRS/1954/371046.pdf	1954-fisheries-burma-by.pdf	data/working/ocr/jbrs/text/1954-fisheries-burma-by.txt	data/working/ocr/jbrs/metadata/1954-fisheries-burma-by.json	data_local/sources/jbrs_canonical_pdfs/1954-fisheries-burma-by.pdf	deferred_outside_phase1_scope	
371052-1539615cfcaf	371052.pdf	Burmese/Burma JBRS/JBRS Originals/371052.pdf	1954-research-work-delta-kanazo-by.pdf	data/working/ocr/jbrs/text/1954-research-work-delta-kanazo-by.txt	data/working/ocr/jbrs/metadata/1954-research-work-delta-kanazo-by.json	data_local/sources/jbrs_canonical_pdfs/1954-research-work-delta-kanazo-by.pdf	deferred_outside_phase1_scope	
371059-cf5554e6a6eb	371059.pdf	Burmese/Burma JBRS/1954/371059.pdf	1954-outline-socialist-economy-for.pdf	data/working/ocr/jbrs/text/1954-outline-socialist-economy-for.txt	data/working/ocr/jbrs/metadata/1954-outline-socialist-economy-for.json	data_local/sources/jbrs_canonical_pdfs/1954-outline-socialist-economy-for.pdf	deferred_outside_phase1_scope	
371077-3baba3725cd4	371077.pdf	Burmese/Burma JBRS/JBRS Originals/371077.pdf	1954-application-radio-research-purposes-by.pdf	data/working/ocr/jbrs/text/1954-application-radio-research-purposes-by.txt	data/working/ocr/jbrs/metadata/1954-application-radio-research-purposes-by.json	data_local/sources/jbrs_canonical_pdfs/1954-application-radio-research-purposes-by.pdf	deferred_outside_phase1_scope	
371082-7a1c7ddce722	371082.pdf	Burmese/Burma JBRS/JBRS Originals/371082.pdf	371082.pdf	data/working/ocr/jbrs/text/371082-7a1c7ddce722.txt	data/working/ocr/jbrs/metadata/371082-7a1c7ddce722.json		needs_manual_review	
371082-c055e03037b8	371082.pdf	Burmese/Burma JBRS/1954/371082.pdf	1954-logic-inference-statistical-theory-by.pdf	data/working/ocr/jbrs/text/1954-logic-inference-statistical-theory-by.txt	data/working/ocr/jbrs/metadata/1954-logic-inference-statistical-theory-by.json	data_local/sources/jbrs_canonical_pdfs/1954-logic-inference-statistical-theory-by.pdf	deferred_outside_phase1_scope	
372001-6c092e5ef34b	372001.pdf	Burmese/Burma JBRS/JBRS Originals/372001.pdf	1954-nine-gods-1-by.pdf	data/working/ocr/jbrs/text/1954-nine-gods-1-by.txt	data/working/ocr/jbrs/metadata/1954-nine-gods-1-by.json	data_local/sources/jbrs_canonical_pdfs/1954-nine-gods-1-by.pdf	deferred_outside_phase1_scope	
372010-5fa5510c7396	372010.pdf	Burmese/Burma JBRS/1954/372010.pdf	1954-logical-empiricism-carvaka-buddhist-systems-philosophy-1-by.pdf	data/working/ocr/jbrs/text/1954-logical-empiricism-carvaka-buddhist-systems-philosophy-1-by.txt	data/working/ocr/jbrs/metadata/1954-logical-empiricism-carvaka-buddhist-systems-philosophy-1-by.json	data_local/sources/jbrs_canonical_pdfs/1954-logical-empiricism-carvaka-buddhist-systems-philosophy-1-by.pdf	deferred_outside_phase1_scope	
372017-30f88627481e	372017.pdf	Burmese/Burma JBRS/1954/372017.pdf	1954-clarification-critical-analysis-various-processes-involved-attainment-of-lokiyasamadhi.pdf	data/working/ocr/jbrs/text/1954-clarification-critical-analysis-various-processes-involved-attainment-of-lokiyasamadhi.txt	data/working/ocr/jbrs/metadata/1954-clarification-critical-analysis-various-processes-involved-attainment-of-lokiyasamadhi.json	data_local/sources/jbrs_canonical_pdfs/1954-clarification-critical-analysis-various-processes-involved-attainment-of-lokiyasamadhi.pdf	deferred_outside_phase1_scope	
372024-abd7fa351131	372024.pdf	Burmese/Burma JBRS/1954/372024.pdf	1954-marriage-burmese-muslim-community-1-by.pdf	data/working/ocr/jbrs/text/1954-marriage-burmese-muslim-community-1-by.txt	data/working/ocr/jbrs/metadata/1954-marriage-burmese-muslim-community-1-by.json	data_local/sources/jbrs_canonical_pdfs/1954-marriage-burmese-muslim-community-1-by.pdf	deferred_outside_phase1_scope	
372035-27aedd6f7119	372035.pdf	Burmese/Burma JBRS/1954/372035.pdf	1954-outlook-burma-s-balance-of-payments.pdf	data/working/ocr/jbrs/text/1954-outlook-burma-s-balance-of-payments.txt	data/working/ocr/jbrs/metadata/1954-outlook-burma-s-balance-of-payments.json	data_local/sources/jbrs_canonical_pdfs/1954-outlook-burma-s-balance-of-payments.pdf	deferred_outside_phase1_scope	
372041-8b43eae1f6d1	372041.pdf	Burmese/Burma JBRS/1954/372041.pdf	1954-synoptic-example-rainfall-central-burma-by.pdf	data/working/ocr/jbrs/text/1954-synoptic-example-rainfall-central-burma-by.txt	data/working/ocr/jbrs/metadata/1954-synoptic-example-rainfall-central-burma-by.json	data_local/sources/jbrs_canonical_pdfs/1954-synoptic-example-rainfall-central-burma-by.pdf	deferred_outside_phase1_scope	
372050-a9d3e366ac79	372050.pdf	Burmese/Burma JBRS/1954/372050.pdf	1954-u-hla-kyaw-b-sc-ph-d-m-passive-immunisation-against.pdf	data/working/ocr/jbrs/text/1954-u-hla-kyaw-b-sc-ph-d-m-passive-immunisation-against.txt	data/working/ocr/jbrs/metadata/1954-u-hla-kyaw-b-sc-ph-d-m-passive-immunisation-against.json	data_local/sources/jbrs_canonical_pdfs/1954-u-hla-kyaw-b-sc-ph-d-m-passive-immunisation-against.pdf	deferred_outside_phase1_scope	
372063-7caa24857672	372063.pdf	Burmese/Burma JBRS/1954/372063.pdf	1954-germination-onion-seed-1-by.pdf	data/working/ocr/jbrs/text/1954-germination-onion-seed-1-by.txt	data/working/ocr/jbrs/metadata/1954-germination-onion-seed-1-by.json	data_local/sources/jbrs_canonical_pdfs/1954-germination-onion-seed-1-by.pdf	deferred_outside_phase1_scope	
381001-981308ccd57d	381001.pdf	Burmese/Burma JBRS/1955/381001.pdf	1955-trace-element-research-31-2-richard-carrigan-ph-trace-element-research.pdf	data/working/ocr/jbrs/text/1955-trace-element-research-31-2-richard-carrigan-ph-trace-element-research.txt	data/working/ocr/jbrs/metadata/1955-trace-element-research-31-2-richard-carrigan-ph-trace-element-research.json	data_local/sources/jbrs_canonical_pdfs/1955-trace-element-research-31-2-richard-carrigan-ph-trace-element-research.pdf	deferred_outside_phase1_scope	
381013-2d12cce319ad	381013.pdf	Burmese/Burma JBRS/1955/381013.pdf	1955-nodular-s-g-by.pdf	data/working/ocr/jbrs/text/1955-nodular-s-g-by.txt	data/working/ocr/jbrs/metadata/1955-nodular-s-g-by.json	data_local/sources/jbrs_canonical_pdfs/1955-nodular-s-g-by.pdf	deferred_outside_phase1_scope	
381023-97e6eaeac58d	381023.pdf	Burmese/Burma JBRS/1955/381023.pdf	1955-tensiometer-studies-mandalay-soil-by.pdf	data/working/ocr/jbrs/text/1955-tensiometer-studies-mandalay-soil-by.txt	data/working/ocr/jbrs/metadata/1955-tensiometer-studies-mandalay-soil-by.json	data_local/sources/jbrs_canonical_pdfs/1955-tensiometer-studies-mandalay-soil-by.pdf	deferred_outside_phase1_scope	
381029-af341846ee86	381029.pdf	Burmese/Burma JBRS/1955/381029.pdf	1955-frogs-toads-rangoon.pdf	data/working/ocr/jbrs/text/1955-frogs-toads-rangoon.txt	data/working/ocr/jbrs/metadata/1955-frogs-toads-rangoon.json	data_local/sources/jbrs_canonical_pdfs/1955-frogs-toads-rangoon.pdf	deferred_outside_phase1_scope	
381052-43be81752beb	381052.pdf	Burmese/Burma JBRS/1955/381052.pdf	1955-seasonal-fluctuations-burmese-economy.pdf	data/working/ocr/jbrs/text/1955-seasonal-fluctuations-burmese-economy.txt	data/working/ocr/jbrs/metadata/1955-seasonal-fluctuations-burmese-economy.json	data_local/sources/jbrs_canonical_pdfs/1955-seasonal-fluctuations-burmese-economy.pdf	deferred_outside_phase1_scope	
381066-13a837c2022b	381066.pdf	Burmese/Burma JBRS/1955/381066.pdf	1955-theory-rate-interest-burmese-economy-by.pdf	data/working/ocr/jbrs/text/1955-theory-rate-interest-burmese-economy-by.txt	data/working/ocr/jbrs/metadata/1955-theory-rate-interest-burmese-economy-by.json	data_local/sources/jbrs_canonical_pdfs/1955-theory-rate-interest-burmese-economy-by.pdf	deferred_outside_phase1_scope	
381075-4bcbf758db86	381075.pdf	Burmese/Burma JBRS/JBRS Originals/381075.pdf	1955-lord-great-mountain-by.pdf	data/working/ocr/jbrs/text/1955-lord-great-mountain-by.txt	data/working/ocr/jbrs/metadata/1955-lord-great-mountain-by.json	data_local/sources/jbrs_canonical_pdfs/1955-lord-great-mountain-by.pdf	deferred_outside_phase1_scope	
381083-12d7f0794499	381083.pdf	Burmese/Burma JBRS/JBRS Originals/381083.pdf	381083.pdf	data/working/ocr/jbrs/text/381083-12d7f0794499.txt	data/working/ocr/jbrs/metadata/381083-12d7f0794499.json		needs_manual_review	
381083-9f43bd117da9	381083.pdf	Burmese/Burma JBRS/1955/381083.pdf	1955-microscopic-study-burmese-timbers-maceration-method.pdf	data/working/ocr/jbrs/text/1955-microscopic-study-burmese-timbers-maceration-method.txt	data/working/ocr/jbrs/metadata/1955-microscopic-study-burmese-timbers-maceration-method.json	data_local/sources/jbrs_canonical_pdfs/1955-microscopic-study-burmese-timbers-maceration-method.pdf	deferred_outside_phase1_scope	
381107-74d2f1eb7684	381107.pdf	Burmese/Burma JBRS/JBRS Originals/381107.pdf	1955-new-solar-cooker-utilisation-solar-energy-burma-by.pdf	data/working/ocr/jbrs/text/1955-new-solar-cooker-utilisation-solar-energy-burma-by.txt	data/working/ocr/jbrs/metadata/1955-new-solar-cooker-utilisation-solar-energy-burma-by.json	data_local/sources/jbrs_canonical_pdfs/1955-new-solar-cooker-utilisation-solar-energy-burma-by.pdf	deferred_outside_phase1_scope	
