batch_id	local_file_id	file_name	path_stub	volume	issue	year	page_count_estimate	runtime_path_available	ocr_priority	ocr_priority_reason	ocr_scope	ocr_engine	output_basename	expected_output_format	metadata_sidecar_path	status	blocked_by	notes
jbrs-ocr-0344	082171-f3ef8090599c	082171.pdf	Burmese/Burma JBRS/JBRS Originals/082171.pdf					false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	082171-f3ef8090599c-082171	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/082171-f3ef8090599c-082171.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0345	082172-b54f0376a780	082172.pdf	Burmese/Burma JBRS/1918/082172.pdf			1918		false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	082172-b54f0376a780-082172	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/082172-b54f0376a780-082172.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0346	082176-f85b36e6bdb0	082176.pdf	Burmese/Burma JBRS/JBRS Originals/082176.pdf					false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	082176-f85b36e6bdb0-082176	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/082176-f85b36e6bdb0-082176.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0347	082179-088166f4d7ec	082179.pdf	Burmese/Burma JBRS/JBRS Originals/082179.pdf					false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	082179-088166f4d7ec-082179	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/082179-088166f4d7ec-082179.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0348	082180-95cda4cc1bde	082180.pdf	Burmese/Burma JBRS/JBRS Originals/082180.pdf					false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	082180-95cda4cc1bde-082180	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/082180-95cda4cc1bde-082180.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0349	082181-e0541151cf82	082181.pdf	Burmese/Burma JBRS/JBRS Originals/082181.pdf					false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	082181-e0541151cf82-082181	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/082181-e0541151cf82-082181.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0350	083189-39dbcb3e5f02	083189.pdf	Burmese/Burma JBRS/JBRS Originals/083189.pdf			1918		false	medium	Has author/title metadata that makes targeted OCR more useful than generic bulk OCR.	article_pages_only	google_vision	083189-39dbcb3e5f02-083189	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/083189-39dbcb3e5f02-083189.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0351	083199-febe4428d75a	083199.pdf	Burmese/Burma JBRS/JBRS Originals/083199.pdf			1918		false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	083199-febe4428d75a-083199	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/083199-febe4428d75a-083199.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0352	083213-3a74624c6852	083213.pdf	Burmese/Burma JBRS/JBRS Originals/083213.pdf			1918		false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	083213-3a74624c6852-083213	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/083213-3a74624c6852-083213.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0353	083223-771270f06c0d	083223.pdf	Burmese/Burma JBRS/JBRS Originals/083223.pdf					false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	083223-771270f06c0d-083223	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/083223-771270f06c0d-083223.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0354	083233-7e7fd2110d52	083233.pdf	Burmese/Burma JBRS/1918/083233.pdf			1918		false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	083233-7e7fd2110d52-083233	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/083233-7e7fd2110d52-083233.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0355	083255-31a19239f3a0	083255.pdf	Burmese/Burma JBRS/1918/083255.pdf			1918		false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	083255-31a19239f3a0-083255	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/083255-31a19239f3a0-083255.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0356	083263-0c05f7125d52	083263.pdf	Burmese/Burma JBRS/JBRS Originals/083263.pdf					false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	083263-0c05f7125d52-083263	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/083263-0c05f7125d52-083263.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0357	083270-14b73ca14a1a	083270.pdf	Burmese/Burma JBRS/1918/083270.pdf			1918		false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	083270-14b73ca14a1a-083270	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/083270-14b73ca14a1a-083270.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0358	083275-80515cf11687	083275.pdf	Burmese/Burma JBRS/JBRS Originals/083275.pdf					false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	083275-80515cf11687-083275	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/083275-80515cf11687-083275.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0359	083285-ccbafde46147	083285.pdf	Burmese/Burma JBRS/1918/083285.pdf			1918		false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	083285-ccbafde46147-083285	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/083285-ccbafde46147-083285.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0360	083286-b30f197ec593	083286.pdf	Burmese/Burma JBRS/JBRS Originals/083286.pdf					false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	083286-b30f197ec593-083286	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/083286-b30f197ec593-083286.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0361	083286a-ad970aff069e	083286A.pdf	Burmese/Burma JBRS/JBRS Originals/083286A.pdf					false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	083286a-ad970aff069e-083286a	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/083286a-ad970aff069e-083286a.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0362	091001-8b7c4f87a226	091001.pdf	Burmese/Burma JBRS/JBRS Originals/091001.pdf			1919		false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	091001-8b7c4f87a226-091001	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/091001-8b7c4f87a226-091001.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0363	091015-ae3e130fe3bd	091015.pdf	Burmese/Burma JBRS/1919/091015.pdf			1919		false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	091015-ae3e130fe3bd-091015	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/091015-ae3e130fe3bd-091015.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0364	091027-70ec99988610	091027.pdf	Burmese/Burma JBRS/JBRS Originals/091027.pdf			1919		false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	091027-70ec99988610-091027	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/091027-70ec99988610-091027.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0365	091033-18ba039b48d4	091033.pdf	Burmese/Burma JBRS/JBRS Originals/091033.pdf			1919		false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	091033-18ba039b48d4-091033	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/091033-18ba039b48d4-091033.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0366	091052-cee9cc0ef91d	091052.pdf	Burmese/Burma JBRS/JBRS Originals/091052.pdf			1919		false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	091052-cee9cc0ef91d-091052	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/091052-cee9cc0ef91d-091052.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0367	091053-5acfb4f31690	091053.pdf	Burmese/Burma JBRS/JBRS Originals/091053.pdf			1919		false	medium	Has author/title metadata that makes targeted OCR more useful than generic bulk OCR.	article_pages_only	google_vision	091053-5acfb4f31690-091053	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/091053-5acfb4f31690-091053.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0368	091056-1d0466a11745	091056.pdf	Burmese/Burma JBRS/JBRS Originals/091056.pdf					false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	091056-1d0466a11745-091056	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/091056-1d0466a11745-091056.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0369	092063-c96b46ac9386	092063.pdf	Burmese/Burma JBRS/JBRS Originals/092063.pdf			1919		false	medium	Has author/title metadata that makes targeted OCR more useful than generic bulk OCR.	article_pages_only	google_vision	092063-c96b46ac9386-092063	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/092063-c96b46ac9386-092063.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0370	092083-515729f009e7	092083.pdf	Burmese/Burma JBRS/1919/092083.pdf			1919		false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	092083-515729f009e7-092083	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/092083-515729f009e7-092083.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0371	092097-c6d60e6c0d72	092097.pdf	Burmese/Burma JBRS/JBRS Originals/092097.pdf					false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	092097-c6d60e6c0d72-092097	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/092097-c6d60e6c0d72-092097.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0372	092103-69d825d7d9b8	092103.pdf	Burmese/Burma JBRS/1919/092103.pdf			1919		false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	092103-69d825d7d9b8-092103	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/092103-69d825d7d9b8-092103.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0373	092109-669f6576a8d2	092109.pdf	Burmese/Burma JBRS/JBRS Originals/092109.pdf			1919		false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	092109-669f6576a8d2-092109	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/092109-669f6576a8d2-092109.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0374	092111-2b4a82b8879a	092111.pdf	Burmese/Burma JBRS/1919/092111.pdf			1919		false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	092111-2b4a82b8879a-092111	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/092111-2b4a82b8879a-092111.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0375	092112-182feecff36d	092112.pdf	Burmese/Burma JBRS/JBRS Originals/092112.pdf			1919		false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	092112-182feecff36d-092112	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/092112-182feecff36d-092112.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0376	092112a-b863099bdb24	092112A.pdf	Burmese/Burma JBRS/JBRS Originals/092112A.pdf					false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	092112a-b863099bdb24-092112a	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/092112a-b863099bdb24-092112a.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0377	093117-88ed6b0e9156	093117.pdf	Burmese/Burma JBRS/1919/093117.pdf			1919		false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	093117-88ed6b0e9156-093117	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/093117-88ed6b0e9156-093117.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0378	093125-1af51c958314	093125.pdf	Burmese/Burma JBRS/1919/093125.pdf			1919		false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	093125-1af51c958314-093125	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/093125-1af51c958314-093125.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0379	093129-c0da47fb3193	093129.pdf	Burmese/Burma JBRS/1919/093129.pdf			1919		false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	093129-c0da47fb3193-093129	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/093129-c0da47fb3193-093129.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0380	093145-7f45fe275a84	093145.pdf	Burmese/Burma JBRS/1919/093145.pdf			1919		false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	093145-7f45fe275a84-093145	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/093145-7f45fe275a84-093145.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0381	093151-ab14c103ce2d	093151.pdf	Burmese/Burma JBRS/1919/093151.pdf			1919		false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	093151-ab14c103ce2d-093151	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/093151-ab14c103ce2d-093151.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0382	093153-6ee598741133	093153.pdf	Burmese/Burma JBRS/JBRS Originals/093153.pdf					false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	093153-6ee598741133-093153	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/093153-6ee598741133-093153.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0383	093155-d9fad16655f0	093155.pdf	Burmese/Burma JBRS/JBRS Originals/093155.pdf					false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	093155-d9fad16655f0-093155	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/093155-d9fad16655f0-093155.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0384	093157-216e6c592e8b	093157.pdf	Burmese/Burma JBRS/1919/093157.pdf			1919		false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	093157-216e6c592e8b-093157	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/093157-216e6c592e8b-093157.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0385	093158-9c4a29cf3f1f	093158.pdf	Burmese/Burma JBRS/JBRS Originals/093158.pdf					false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	093158-9c4a29cf3f1f-093158	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/093158-9c4a29cf3f1f-093158.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0386	093158a-20f435d13d1e	093158A.pdf	Burmese/Burma JBRS/JBRS Originals/093158A.pdf			1919		false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	093158a-20f435d13d1e-093158a	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/093158a-20f435d13d1e-093158a.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0387	093159-a72d541169ea	093159.pdf	Burmese/Burma JBRS/JBRS Originals/093159.pdf					false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	093159-a72d541169ea-093159	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/093159-a72d541169ea-093159.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0388	093160-d2723df5d007	093160.pdf	Burmese/Burma JBRS/JBRS Originals/093160.pdf					false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	093160-d2723df5d007-093160	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/093160-d2723df5d007-093160.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0389	093160a-03b15d20bb7c	093160A.pdf	Burmese/Burma JBRS/JBRS Originals/093160A.pdf					false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	093160a-03b15d20bb7c-093160a	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/093160a-03b15d20bb7c-093160a.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0390	101001-e4401f608c69	101001.pdf	Burmese/Burma JBRS/JBRS Originals/101001.pdf			1920		false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	101001-e4401f608c69-101001	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/101001-e4401f608c69-101001.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0391	101005-5705497b7e5e	101005.pdf	Burmese/Burma JBRS/1920/101005.pdf			1920		false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	101005-5705497b7e5e-101005	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/101005-5705497b7e5e-101005.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0392	101013-0a1bd97f3a1f	101013.pdf	Burmese/Burma JBRS/1920/101013.pdf			1920		false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	101013-0a1bd97f3a1f-101013	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/101013-0a1bd97f3a1f-101013.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0393	101015-4ba21055b718	101015.pdf	Burmese/Burma JBRS/1920/101015.pdf			1920		false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	101015-4ba21055b718-101015	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/101015-4ba21055b718-101015.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0394	101020-4d986f9130bc	101020.pdf	Burmese/Burma JBRS/JBRS Originals/101020.pdf					false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	101020-4d986f9130bc-101020	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/101020-4d986f9130bc-101020.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
