hit_id	local_file_id	batch_id	file_name	page_marker	hit_type	matched_marker	short_context	language_scope_guess	burmese_relevance_guess	priority	next_action	notes
jbrs-ocr-hit-2fd8fafc09	1937-ancientpyu-luce1937-pdf	jbrs-ocr-1243	AncientPyu-Luce1937.pdf	page 10	inscription_marker	inscriptions	RMA RESEARCH SOC. XXVII, III, 1937. urn and other inscriptions. The language is certainly Tibeto-Burman, a cousin probably of Burmese: mainly monosyllab	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-98e1f5d097	1937-ancientpyu-luce1937-pdf	jbrs-ocr-1243	AncientPyu-Luce1937.pdf	page 11	inscription_marker	inscription	e new capital with Halin, where already three Pyu inscriptions have been found: one an early looking funerary epitaph now at Pagan Museum, another, wit	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-830c5dd585	1937-ancientpyu-luce1937-pdf	jbrs-ocr-1243	AncientPyu-Luce1937.pdf	page 11	inscription_marker	inscriptions	e new capital with Halin, where already three Pyu inscriptions have been found: one an early looking funerary epitaph now at Pagan Museum, another, with	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-5b2d9d5674	1937-ancientpyu-luce1937-pdf	jbrs-ocr-1243	AncientPyu-Luce1937.pdf	page 11	inscription_marker	pyu inscription	y the new capital with Halin, where already three Pyu inscriptions have been found: one an early looking funerary epitaph now at Pagan Museum, another, wit	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-4c573e742b	1937-ancientpyu-luce1937-pdf	jbrs-ocr-1243	AncientPyu-Luce1937.pdf	page 14	translation_marker	translated	"ther are very accurate: the songs, we read, ""were translated at fifth hand, and had not been officially checked."" This gracious civilization came to a"	Mixed Burmese/Pali	mixed_burmese_pali_relevance	high	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-750c25fbf1	1937-ancientpyu-luce1937-pdf	jbrs-ocr-1243	AncientPyu-Luce1937.pdf	page 15	inscription_marker	burmese inscription	 Myazedi inscription of 1113 is perhaps the first Burmese inscription, and almost the last of the Pyu. The very last Pyu inscription may date from the end of t	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-c6bc35e1af	1937-ancientpyu-luce1937-pdf	jbrs-ocr-1243	AncientPyu-Luce1937.pdf	page 15	inscription_marker	inscription	ut an august and venerable tradition. The Myazedi inscription of 1113 is perhaps the first Burmese inscription, and almost the last of the Pyu. The ver	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-6b75ad5c28	1937-ancientpyu-luce1937-pdf	jbrs-ocr-1243	AncientPyu-Luce1937.pdf	page 3	inscription_marker	inscription	the modern Burman: but in older writers and early inscriptions it is written Pyu: and the Chinese form of the word ( Piao, dacoit, in early texts: P'ia	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-8a3188b433	1937-ancientpyu-luce1937-pdf	jbrs-ocr-1243	AncientPyu-Luce1937.pdf	page 3	inscription_marker	inscriptions	the modern Burman: but in older writers and early inscriptions it is written Pyu: and the Chinese form of the word ( Piao, dacoit, in early texts: P'iao	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-dbc726d2d6	1937-ancientpyu-luce1937-pdf	jbrs-ocr-1243	AncientPyu-Luce1937.pdf	page 4	inscription_marker	inscription	om Halingyi in Shwebo district down to Prome: and inscriptions thought to be Pyu have been discovered in both places, dating from the 7th century or ea	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-5eba674c90	1937-ancientpyu-luce1937-pdf	jbrs-ocr-1243	AncientPyu-Luce1937.pdf	page 4	inscription_marker	inscriptions	om Halingyi in Shwebo district down to Prome: and inscriptions thought to be Pyu have been discovered in both places, dating from the 7th century or ear	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-7f050004ee	1937-ancientpyu-luce1937-pdf	jbrs-ocr-1243	AncientPyu-Luce1937.pdf	page 5	inscription_marker	inscription	ted by the Archæological Department more than one inscription has been found with the name Varman, a name common enough in the early epigraphy of other	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-3172eba075	1937-ancientpyu-luce1937-pdf	jbrs-ocr-1243	AncientPyu-Luce1937.pdf	page 5	inscription_marker	pyu inscription	drical stupa, with four seated Buddhas and a Pali-Pyu inscription identifying them, has a line of Pyu at the bottom stating (presumably) the royal donors Ś	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-cf177e72e0	1937-ancientpyu-luce1937-pdf	jbrs-ocr-1243	AncientPyu-Luce1937.pdf	page 5	translation_marker	literal translation	interspersed between the Sanskrit expressions are literal translations or in some cases longer explanations of Sanskrit originals. . . . The sense of the inscr	Mixed Burmese/Pali	mixed_burmese_pali_relevance	high	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-cfd8b23cc4	1937-ancientpyu-luce1937-pdf	jbrs-ocr-1243	AncientPyu-Luce1937.pdf	page 5	translation_marker	translation	rsed between the Sanskrit expressions are literal translations or in some cases longer explanations of Sanskrit originals. . . . The sense of the inscr	Mixed Burmese/Pali	mixed_burmese_pali_relevance	high	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-3536c29f13	1937-ancientpyu-luce1937-pdf	jbrs-ocr-1243	AncientPyu-Luce1937.pdf	page 7	inscription_marker	inscription	r the shadow of the Shwehsandaw pagoda, where Mon inscriptions are found dating from Kyanzittha's reign, about 1100 A.D. Thus even in the Pagan period 	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-6e47380469	1937-ancientpyu-luce1937-pdf	jbrs-ocr-1243	AncientPyu-Luce1937.pdf	page 7	inscription_marker	inscriptions	r the shadow of the Shwehsandaw pagoda, where Mon inscriptions are found dating from Kyanzittha's reign, about 1100 A.D. Thus even in the Pagan period i	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-70376815e9	1937-ancientpyu-luce1937-pdf	jbrs-ocr-1243	AncientPyu-Luce1937.pdf	page 7	inscription_marker	mon inscription	under the shadow of the Shwehsandaw pagoda, where Mon inscriptions are found dating from Kyanzittha's reign, about 1100 A.D. Thus even in the Pagan period 	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-378e443239	1937-ancientpyu-luce1937-pdf	jbrs-ocr-1243	AncientPyu-Luce1937.pdf	page 7	inscription_marker	pyu inscription	e. Not infrequently there is a lower panel with a Pyu inscription. There is less conventionality and more range of attitude, both of feet and hands, in Pyu	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-60bbe0c4ac	1937-ancientpyu-luce1937-pdf	jbrs-ocr-1243	AncientPyu-Luce1937.pdf	page 9	inscription_marker	inscription	nced by the bulk of the statuary, and by the Pali inscriptions. The chief of these last are:- (1) the two gold plates found at Maunggan (a village 7 mi	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-bd8a7c6f02	1937-ancientpyu-luce1937-pdf	jbrs-ocr-1243	AncientPyu-Luce1937.pdf	page 9	inscription_marker	inscriptions	nced by the bulk of the statuary, and by the Pali inscriptions. The chief of these last are:- (1) the two gold plates found at Maunggan (a village 7 mil	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-c3a22eb994	1938-moninscriptionayethema-pemaungtin1938-pdf	jbrs-ocr-1253	MonInscriptionAyethema-PeMaungTin1938.pdf	page 1	inscription_marker	inscription	A Mon Inscription by Kyanzittha at Ayetthema Hill In April 1936 I paid my first visit on a holiday to Ayett	Pali	pali_only_not_burmese_corpus_material	medium	Keep indexed as Pali-only until Burmese relevance is demonstrated.	
jbrs-ocr-hit-eccf72c154	1938-moninscriptionayethema-pemaungtin1938-pdf	jbrs-ocr-1253	MonInscriptionAyethema-PeMaungTin1938.pdf	page 1	inscription_marker	inscriptions	be placed. This clue made me think of the old Mon Inscriptions which Dr. Blagden has so ably edited and translated in Epigraphia Copyright 1998 - Myanma	Pali	pali_only_not_burmese_corpus_material	medium	Keep indexed as Pali-only until Burmese relevance is demonstrated.	
jbrs-ocr-hit-6cf2da8c17	1938-moninscriptionayethema-pemaungtin1938-pdf	jbrs-ocr-1253	MonInscriptionAyethema-PeMaungTin1938.pdf	page 1	inscription_marker	mon inscription	A Mon Inscription by Kyanzittha at Ayetthema Hill In April 1936 I paid my first visit on a holiday to Ayett	Pali	pali_only_not_burmese_corpus_material	medium	Keep indexed as Pali-only until Burmese relevance is demonstrated.	
jbrs-ocr-hit-97e60d562f	1938-moninscriptionayethema-pemaungtin1938-pdf	jbrs-ocr-1253	MonInscriptionAyethema-PeMaungTin1938.pdf	page 1	translation_marker	translated	riptions which Dr. Blagden has so ably edited and translated in Epigraphia Copyright 1998 - Myanmar Book Centre & Book Promotion & Service Ltd, Bangko	Pali	pali_only_not_burmese_corpus_material	medium	Keep indexed as Pali-only until Burmese relevance is demonstrated.	
jbrs-ocr-hit-bf978fdca5	1938-moninscriptionayethema-pemaungtin1938-pdf	jbrs-ocr-1253	MonInscriptionAyethema-PeMaungTin1938.pdf	page 2	inscription_marker	inscription	"RMA RESEARCH SOC. XXVIII, I, 1938. Birmanica. The inscription No. V that is reproduced on page 144 of Vol. I part II is entitled ""An Inscription in the"	Pali	pali_only_not_burmese_corpus_material	medium	Keep indexed as Pali-only until Burmese relevance is demonstrated.	
jbrs-ocr-hit-073c562fc4	1938-moninscriptionayethema-pemaungtin1938-pdf	jbrs-ocr-1253	MonInscriptionAyethema-PeMaungTin1938.pdf	page 2	inscription_marker	inscriptions	Taikkulā and the Golamattikanagara of the Kalyāņi Inscriptions, set up at Pegu by King Dhammaceti in 1476 A.D. The description given in the Inscriptions	Pali	pali_only_not_burmese_corpus_material	medium	Keep indexed as Pali-only until Burmese relevance is demonstrated.	
jbrs-ocr-hit-9272f0cb36	1938-moninscriptionayethema-pemaungtin1938-pdf	jbrs-ocr-1253	MonInscriptionAyethema-PeMaungTin1938.pdf	page 2	inscription_marker	mon inscription	 by the villagers had enabled me to identify this Mon Inscription No. V as the one which originally stood on the Ayetthema pagoda platform. I was further a	Pali	pali_only_not_burmese_corpus_material	medium	Keep indexed as Pali-only until Burmese relevance is demonstrated.	
jbrs-ocr-hit-1fc2ce1515	1938-moninscriptionayethema-pemaungtin1938-pdf	jbrs-ocr-1253	MonInscriptionAyethema-PeMaungTin1938.pdf	page 2	inscription_marker	talaing inscription	"ound this statement on page 7 ""There used to be a Talaing inscription near Ayetthema, but it was removed to the Phayre Museum at Rangoon about eight years ago."	Pali	pali_only_not_burmese_corpus_material	medium	Keep indexed as Pali-only until Burmese relevance is demonstrated.	
jbrs-ocr-hit-8180f34e10	1938-moninscriptionayethema-pemaungtin1938-pdf	jbrs-ocr-1253	MonInscriptionAyethema-PeMaungTin1938.pdf	page 2	translation_marker	translated	"situated on the sea shore"" (Kalyāņi Inscriptions, translated by Taw Sein Ko, Government Press Rangoon 1892-p. 48). As has been pointed out by Dr. Blag"	Pali	pali_only_not_burmese_corpus_material	medium	Keep indexed as Pali-only until Burmese relevance is demonstrated.	
jbrs-ocr-hit-136aecd482	1938-moninscriptionayethema-pemaungtin1938-pdf	jbrs-ocr-1253	MonInscriptionAyethema-PeMaungTin1938.pdf	page 2	translation_marker	translation	8). As has been pointed out by Dr. Blagden in his translation of the Mon text of the Kalyani Inscriptions in Epigraphia Birmanica Vol. III part II p. 1	Pali	pali_only_not_burmese_corpus_material	medium	Keep indexed as Pali-only until Burmese relevance is demonstrated.	
jbrs-ocr-hit-3bf52d960e	1938-moninscriptionayethema-pemaungtin1938-pdf	jbrs-ocr-1253	MonInscriptionAyethema-PeMaungTin1938.pdf	page 3	inscription_marker	inscription	94 A MON INSCRIPTION BY KVANZITTHA AT AYETTHEMA HILL note 11, a Mon Sentence dun Tuik Galā rman ma daḥ thun kr	Pali	pali_only_not_burmese_corpus_material	medium	Keep indexed as Pali-only until Burmese relevance is demonstrated.	
jbrs-ocr-hit-e2a0c5ae7e	1938-moninscriptionayethema-pemaungtin1938-pdf	jbrs-ocr-1253	MonInscriptionAyethema-PeMaungTin1938.pdf	page 3	inscription_marker	mon inscription	94 A MON INSCRIPTION BY KVANZITTHA AT AYETTHEMA HILL note 11, a Mon Sentence dun Tuik Galā rman ma daḥ thun kr	Pali	pali_only_not_burmese_corpus_material	medium	Keep indexed as Pali-only until Burmese relevance is demonstrated.	
jbrs-ocr-hit-f129d70141	1938-moninscriptionayethema-pemaungtin1938-pdf	jbrs-ocr-1253	MonInscriptionAyethema-PeMaungTin1938.pdf	page 3	text_marker	pali text	"a daḥ thun krau krau to' gah, which occurs in the Pali text (on the stone) tells us definitely that ""The mons who came thereafter called it Tuik Galā"	Pali	pali_only_not_burmese_corpus_material	medium	Keep indexed as Pali-only until Burmese relevance is demonstrated.	
jbrs-ocr-hit-74e4df5994	1938-siamburma-inburmese1938-pdf	jbrs-ocr-1254	SiamBurma_inBurmese1938.pdf	page 1	translation_marker	translation	INTERCOURSE BETWEEN SIAM AND BURMA. The present translation is the second installment of the translation of such portions as have reference to the re	Pali	pali_only_not_burmese_corpus_material	medium	Keep indexed as Pali-only until Burmese relevance is demonstrated.	
jbrs-ocr-hit-c1b12271b6	1938-siamburma-inburmese1938-pdf	jbrs-ocr-1254	SiamBurma_inBurmese1938.pdf	page 28	translation_marker	translation	'onsawadan Vol. I, page 190, and page 151 of this translation. - Copyright© 1998 – Myanmar Book Centre & Book Promotion & Service Ltd, Bangkok, Thailan	Pali	pali_only_not_burmese_corpus_material	medium	Keep indexed as Pali-only until Burmese relevance is demonstrated.	
jbrs-ocr-hit-1c8ca3212e	1938-siamburma-inburmese1938-pdf	jbrs-ocr-1254	SiamBurma_inBurmese1938.pdf	page 4	text_marker	text.	"the connective ""and"" throughout the subsequent context. Taking this fact in conjunction with what is narrated about the attack on them, it is ver"	Pali	pali_only_not_burmese_corpus_material	medium	Keep indexed as Pali-only until Burmese relevance is demonstrated.	
jbrs-ocr-hit-37d2253b8f	1938-siamburma-inburmese1938-pdf	jbrs-ocr-1254	SiamBurma_inBurmese1938.pdf	page 4	translation_marker	translation	y; the same appellation will be adhered to in the translation. The new King appointed his son Mang Sam Kliet' as Maha Uparaja. Not long after the acces	Pali	pali_only_not_burmese_corpus_material	medium	Keep indexed as Pali-only until Burmese relevance is demonstrated.	
jbrs-ocr-hit-0850e4ba05	1938-siamburma-inburmese1938-pdf	jbrs-ocr-1254	SiamBurma_inBurmese1938.pdf	page 42	translation_marker	translation	" narrative, beside being out of the scope of this translation. 70. Nagara Rajasimã. 71. ""Kwien"" Literally means a cart, It also means a measure of capa"	Pali	pali_only_not_burmese_corpus_material	medium	Keep indexed as Pali-only until Burmese relevance is demonstrated.	
jbrs-ocr-hit-bb6233d2e1	1938-siamburma-inburmese1938-pdf	jbrs-ocr-1254	SiamBurma_inBurmese1938.pdf	page 48	translation_marker	translation	 in Siamese but would be too long to reproduce in translation. In the end the priest advised the Governor to act in the following manner:- In the first	Pali	pali_only_not_burmese_corpus_material	medium	Keep indexed as Pali-only until Burmese relevance is demonstrated.	
jbrs-ocr-hit-0862564e1d	1938-siamburma-inburmese1938-pdf	jbrs-ocr-1254	SiamBurma_inBurmese1938.pdf	page 8	translation_marker	translation	or the Hmannan History's accounts of this, see my translation in Siam Society Journal, Vol. VIII, Part II, pages 37-39. - Copyright© 1998 – Myanmar Boo	Pali	pali_only_not_burmese_corpus_material	medium	Keep indexed as Pali-only until Burmese relevance is demonstrated.	
jbrs-ocr-hit-8aa9fddfdd	1939-burmatofallofpagan-luce1939-pdf	jbrs-ocr-1267	BurmaToFallOfPagan-Luce1939.pdf	page 10	inscription_marker	inscription	"rence of the name, curiously enough, is in a Cham inscription anterior to 1050.55 Its classical name in the inscriptions is Arimaddana56 (""trampler on "	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-fe68022fa6	1939-burmatofallofpagan-luce1939-pdf	jbrs-ocr-1267	BurmaToFallOfPagan-Luce1939.pdf	page 10	inscription_marker	inscriptions	"ion anterior to 1050.55 Its classical name in the inscriptions is Arimaddana56 (""trampler on enemies""): the kingdom was Tambrad pa57 (""land of copper""):"	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-d83a2d755d	1939-burmatofallofpagan-luce1939-pdf	jbrs-ocr-1267	BurmaToFallOfPagan-Luce1939.pdf	page 5	inscription_marker	inscription	the modern Burman; but in older writers and early inscriptions it is written Pyn 12; and the Chinese P'iao (*b'iäu _a slightly different character is u	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-8c046fdfbe	1939-burmatofallofpagan-luce1939-pdf	jbrs-ocr-1267	BurmaToFallOfPagan-Luce1939.pdf	page 5	inscription_marker	inscriptions	the modern Burman; but in older writers and early inscriptions it is written Pyn 12; and the Chinese P'iao (*b'iäu _a slightly different character is us	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-3574e75859	1939-burmatofallofpagan-luce1939-pdf	jbrs-ocr-1267	BurmaToFallOfPagan-Luce1939.pdf	page 5	inscription_marker	mon inscription	ith the ethnic term Tircul, occurring in an early Mon inscription side by side with Mirmā (Burmese) and Rmen (Mon)13; and also with a large kingdom called 	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-fbbcc31916	1939-burmatofallofpagan-luce1939-pdf	jbrs-ocr-1267	BurmaToFallOfPagan-Luce1939.pdf	page 6	inscription_marker	inscription	"ce; sometimes there is a lower panel with a ""Pyu"" inscription. Hundreds of terracotta plaques are found, occasionally with brief ""Pyu"" epigraphs on the"	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-aaf36404a4	1939-burmatofallofpagan-luce1939-pdf	jbrs-ocr-1267	BurmaToFallOfPagan-Luce1939.pdf	page 6	inscription_marker	inscriptions	hat the Hinayana flourished, as evidenced by Pali inscriptions-the two gold plates of Maunggan (7 miles S. of Hmawza) and the Bawbawgyi stone, containin	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-274d721ed6	1939-burmatofallofpagan-luce1939-pdf	jbrs-ocr-1267	BurmaToFallOfPagan-Luce1939.pdf	page 9	inscription_marker	inscription	are an older nation than the Burmans. Their first inscriptions, dating from about the 8th century, are found, not in Burma, but at Lopburi in Siam. Fro	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-25a43e49e7	1939-burmatofallofpagan-luce1939-pdf	jbrs-ocr-1267	BurmaToFallOfPagan-Luce1939.pdf	page 9	inscription_marker	inscriptions	are an older nation than the Burmans. Their first inscriptions, dating from about the 8th century, are found, not in Burma, but at Lopburi in Siam. From	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-67cc7754ec	1939-burmatofallofpagan-luce1939-pdf	jbrs-ocr-1267	BurmaToFallOfPagan-Luce1939.pdf	page 9	inscription_marker	mon inscription	e do not mention their name (mien) before 1273; a Mon inscription of about Copyright© 1998 - Myanmar Book Centre & Book Promotion & Services Ltd, Bangkok, 	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-19ea9afd8f	1948-centuryofprogress-luce1948-pdf	jbrs-ocr-1306	CenturyOfProgress_Luce1948.pdf	page 10	inscription_marker	inscription	es Epigraphia Birmanica, where the most important inscriptions were to be edited with facsimile, notes, transcription and translation. The series has n	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-a1451b48e1	1948-centuryofprogress-luce1948-pdf	jbrs-ocr-1306	CenturyOfProgress_Luce1948.pdf	page 10	inscription_marker	inscriptions	es Epigraphia Birmanica, where the most important inscriptions were to be edited with facsimile, notes, transcription and translation. The series has no	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-0ee4aa41e4	1948-centuryofprogress-luce1948-pdf	jbrs-ocr-1306	CenturyOfProgress_Luce1948.pdf	page 10	inscription_marker	mon inscription	so far almost been confined to the Old and Middle Mon inscriptions, mostly edited by Blagden. Mon, of course, is a member of the ancient Austro-asiatic sub	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-a4ecfb1579	1948-centuryofprogress-luce1948-pdf	jbrs-ocr-1306	CenturyOfProgress_Luce1948.pdf	page 10	translation_marker	translation	e edited with facsimile, notes, transcription and translation. The series has now reached Part II of Vol. IV: and it has so far almost been confined to	Mixed Burmese/Pali	mixed_burmese_pali_relevance	high	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-206476f24c	1948-centuryofprogress-luce1948-pdf	jbrs-ocr-1306	CenturyOfProgress_Luce1948.pdf	page 11	inscription_marker	burmese inscription	as all along collaborated with me-was the mass of Burmese inscriptions. The first task was to find them, then rub them, then safeguard them by publishing collo	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-e008a01a61	1948-centuryofprogress-luce1948-pdf	jbrs-ocr-1306	CenturyOfProgress_Luce1948.pdf	page 11	inscription_marker	inscription	long collaborated with me-was the mass of Burmese inscriptions. The first task was to find them, then rub them, then safeguard them by publishing collo	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-84648944ab	1948-centuryofprogress-luce1948-pdf	jbrs-ocr-1306	CenturyOfProgress_Luce1948.pdf	page 11	inscription_marker	inscriptions	long collaborated with me-was the mass of Burmese inscriptions. The first task was to find them, then rub them, then safeguard them by publishing collot	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-4caa723770	1948-centuryofprogress-luce1948-pdf	jbrs-ocr-1306	CenturyOfProgress_Luce1948.pdf	page 12	text_marker	text.	e Win was to provide the illustrations, and I the text. We were both well advanced in the work when the Japanese began invading Burma. Passing th	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-b1a8fde7d3	1948-centuryofprogress-luce1948-pdf	jbrs-ocr-1306	CenturyOfProgress_Luce1948.pdf	page 13	inscription_marker	inscription	"f part of No. 3). 5. J. Prinsep Translation of an Inscription in the Pali character and Burmese Language, on a stone at Buddh Gya in Behar."" JAS Bengal"	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-90191b8e64	1948-centuryofprogress-luce1948-pdf	jbrs-ocr-1306	CenturyOfProgress_Luce1948.pdf	page 13	translation_marker	translation	1928. (a transl. of part of No. 3). 5. J. Prinsep Translation of an Inscription in the Pali character and Burmese Language, on a stone at Buddh Gya in 	Mixed Burmese/Pali	mixed_burmese_pali_relevance	high	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-d9ca1fb11d	1948-centuryofprogress-luce1948-pdf	jbrs-ocr-1306	CenturyOfProgress_Luce1948.pdf	page 14	inscription_marker	burmese inscription	"892. 28. Six ""elephant volumes"" of transcripts of Burmese inscriptions, publ. at Rangoon, Govt. Press: namely- Inscriptions of Pagan, Pinya and Ava. 1892. A tr"	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-927fc55da6	1948-centuryofprogress-luce1948-pdf	jbrs-ocr-1306	CenturyOfProgress_Luce1948.pdf	page 14	inscription_marker	inscription	" Sein Ko-""A Preliminary Study of the Po: u: daung Inscription of S'inbyuyin, 1774 A.D.” “Preli- minary Study of the Kalyani Inscriptions of Dhammacheti"	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-6537c5ffdf	1948-centuryofprogress-luce1948-pdf	jbrs-ocr-1306	CenturyOfProgress_Luce1948.pdf	page 14	inscription_marker	inscriptions	"n, 1774 A.D.” “Preli- minary Study of the Kalyani Inscriptions of Dhammacheti, 1476 A. D.."". 25. ditto ibid., pp. 827-366. R.C. Temple in Ramannadesa."" "	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-409044914d	1948-centuryofprogress-luce1948-pdf	jbrs-ocr-1306	CenturyOfProgress_Luce1948.pdf	page 14	text_marker	text and translation	"s erected by King Dhammaceti at Pegu in 1476 A.D. Text and Translation. Rangoon, Govt. Press. 1892. 28. Six ""elephant volumes"" of transcripts of Burmese inscrip"	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-89f24f9058	1948-centuryofprogress-luce1948-pdf	jbrs-ocr-1306	CenturyOfProgress_Luce1948.pdf	page 14	translation_marker	text and translation	"s erected by King Dhammaceti at Pegu in 1476 A.D. Text and Translation. Rangoon, Govt. Press. 1892. 28. Six ""elephant volumes"" of transcripts of Burmese inscrip"	Mixed Burmese/Pali	mixed_burmese_pali_relevance	high	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-70234342fa	1948-centuryofprogress-luce1948-pdf	jbrs-ocr-1306	CenturyOfProgress_Luce1948.pdf	page 14	translation_marker	translation	" by King Dhammaceti at Pegu in 1476 A.D. Text and Translation. Rangoon, Govt. Press. 1892. 28. Six ""elephant volumes"" of transcripts of Burmese inscrip"	Mixed Burmese/Pali	mixed_burmese_pali_relevance	high	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
