record_id	source_volume	source_inscription_number	source_page	face	title_original	source_file
obi-v02-n0101-ob-p0194	2	101	194	obverse	မဟာသမန်းကြီး သမီး စိုးမင်းကြီးကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No101__ob_p194.txt
obi-v02-n0102-ob-p0195	2	102	195	obverse	ငရောက် စသောသူတို့ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No102__ob_p195.txt
obi-v02-n0103-ob-p0196	2	103	196	obverse	ငါလပ်သင် ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No103__ob_p196.txt
obi-v02-n0104-ob-p0197	2	104	197	obverse	ဆင်ခြံဘုရားကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No104__ob_p197.txt
obi-v02-n0105-ob-p0198	2	105	198	obverse	နရသီဟပတေ့မင်းနှင့် အရီးစောကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No105__ob_p198.txt
obi-v02-n0106-ob-p0202	2	106	202	obverse	တန်နှောင် ငရောက်သင်ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No106__ob_p202.txt
obi-v02-n0107-ob-p0203	2	107	203	obverse	မန္တလေးနန်းတွင်းရုံ အမှတ် ၃၇၀ ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No107__ob_p203.txt
obi-v02-n0108-re-p0204	2	108	204	reverse	စည်သူမင်းကြီးကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No108__re_p204.txt
obi-v02-n0109-ob-p0205	2	109	205	obverse	အမျိုးသမီးတဦး၏့ ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No109__ob_p205.txt
obi-v02-n0109-tx-p0206	2	109	206	right	အမျိုးသမီးတဦး၏့ ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No109__ri_p206.txt
obi-v02-n0010-ob-p0015	2	10	15	obverse	ဖုန်းသည် သင်ကြီး ငါပံသင် ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No10__ob_p15.txt
obi-v02-n0110-ob-p0206	2	110	206	obverse	ရွှေပေါက်အုပ်ဘုရား သိမ်တွင်းရှိကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No110__ob_p206.txt
obi-v02-n0110-re-p0207	2	110	207	reverse	ရွှေပေါက်အုပ်ဘုရား သိမ်တွင်းရှိကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No110__re_p207.txt
obi-v02-n0111-ob-p0207	2	111	207	obverse	မန္တလေးနန်းတွင်းရုံအမှတ် ၈၂ ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No111__ob_p207.txt
obi-v02-n0112-ob-p0209	2	112	209	obverse	ကျွန်လှူသော ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No112__ob_p209.txt
obi-v02-n0113-ob-p0210	2	113	210	obverse	ဖုန်သည် ငါပင်ရသင် ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No113__ob_p210.txt
obi-v02-n0114-ob-p0211	2	114	211	obverse	မင်းမတ်ကြီး စယျဖတ္တရာ ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No114__ob_p211.txt
obi-v02-n0115-ob-p0212	2	115	212	obverse	ငါဖုန်ဆုန် ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No115__ob_p212.txt
obi-v02-n0116-ob-p0212	2	116	212	obverse	မန္တလေးနန်းတွင်းရုံတွင် အမှတ် ၃၁ ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No116__ob_p212.txt
obi-v02-n0117-ob-p0213	2	117	213	obverse	ပြည်ခွင်မယား မင်းသမီး မြေး ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No117__ob_p213.txt
obi-v02-n0117-re-p0215	2	117	215	reverse	ပြည်ခွင်မယား မင်းသမီး မြေး ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No117__re_p215.txt
obi-v02-n0118-re-p0217	2	118	217	reverse	သူကြွယ် ငတိကျက်သက် ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No118__re_p217.txt
obi-v02-n0119-ob-p0219	2	119	219	obverse	ဘုရားကျွန်နှင့် မြေလှူသော ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No119__ob_p219.txt
obi-v02-n0011-ob-p0017	2	11	17	obverse	ဖုန်မ္လတ်ပုရှာ မယ်တော် ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No11__ob_p17.txt
obi-v02-n0120-ob-p0220	2	120	220	obverse	ပုဂံပြတိုက် အမှတ် ၂၅ ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No120__ob_p220.txt
obi-v02-n0120-re-p0221	2	120	221	reverse	ပုဂံပြတိုက် အမှတ် ၂၅ ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No120__re_p221.txt
obi-v02-n0121-tx-p0223	2	121	223	north	ပုဂံပြတိုက် အမှတ် ၂၃ ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No121__no_p223.txt
obi-v02-n0121-tx-p0222	2	121	222	south	ပုဂံပြတိုက်အမှတ် ၂၃~ကျောက်စာ။	OBI_Corpus_Vol2/OBI_Vol2_No121__so_p222.txt
obi-v02-n0121-tx-p0225	2	121	225	west	ပုဂံပြတိုက် အမှတ် ၂၃ ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No121__we_p225.txt
obi-v02-n0122-ob-p0225	2	122	225	obverse	သူကြွယ်မ ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No122__ob_p225.txt
obi-v02-n0123-ob-p0226	2	123	226	obverse	ပုဂံပြတိုက် အမှတ် ၁၉ ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No123__ob_p226.txt
obi-v02-n0124-ob-p0227	2	124	227	obverse	ပုဂံပြတိုက်အမှတ်-၉၀ ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No124__ob_p227.txt
obi-v02-n0125-tx-p0227	2	125	227		ပုဂံပြတိုက် တောင်ဘက်ခန်း၌ရှိသောကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No125___p227.txt
obi-v02-n0126-tx-p0228	2	126	228		ပုဂံပြတိုက် တောင်ဘက်ခန်း၌ရှိသောကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No126___p228.txt
obi-v02-n0127-ob-p0228	2	127	228	obverse	ဘုရားအား ကျွန်လှူသော ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No127__ob_p228.txt
obi-v02-n0128-ob-p0229	2	128	229	obverse	ရတနာသုံးပါးအား ကျွန်လှူသည်နှင့်တူသော ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No128__ob_p229.txt
obi-v02-n0128-re-p0230	2	128	230	reverse	ရတနာသုံးပါးအား ကျွန်လှူသည်နှင့်တူသော ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No128__re_p230.txt
obi-v02-n0129-tx-p0230	2	129	230		တိုင်းရင်း ၃၁၉/က ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No129___p230.txt
obi-v02-n0012-ob-p0018	2	12	18	obverse	မကွေးသူ မုဆိုးမ ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No12__ob_p18.txt
obi-v02-n0130-tx-p0231	2	130	231		တိုင်းရင်း-၃၁၉/ခ ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No130___p231.txt
obi-v02-n0131-ob-p0232	2	131	232	obverse	ရတနာသုံးပါးအား မြေလှူသော ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No131__ob_p232.txt
obi-v02-n0132-tx-p0233	2	132	233		ဆုတောင်းပြည့်ဘုရားရှိ ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No132___p233.txt
obi-v02-n0132-tx-p0234	2	132	234		သိမ်ဘုရားရှိ ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No132___p234.txt
obi-v02-n0133-ob-p0235	2	133	235	obverse	သိမ်သမုတ်သည်နှင့် တူသောကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No133__ob_p235.txt
obi-v02-n0134-ob-p0237	2	134	237	obverse	ဘုရားအား ကျွန်နှင့် ယာ လှူသော ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No134__ob_p237.txt
obi-v02-n0135-tx-p0238	2	135	238		မန္တလေးမြို့ နန်းတွင်းရုံ ၂၇၆ ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No135___p238.txt
obi-v02-n0136-tx-p0239	2	136	239		မန္တလေးမြို့နန်းတွင်းရုံ ၂၉၁/က ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No136___p239.txt
obi-v02-n0137-tx-p0240	2	137	240		မန္တလေးမြို့နန်းတွင်းရုံ ၄၆၅ ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No137___p240.txt
obi-v02-n0138-tx-p0240	2	138	240		မန္တလေးမြို့နန်းတွင်းရုံ ၃၇၃ ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No138___p240.txt
obi-v02-n0139-tx-p0241	2	139	241		မန္တလေးမြို့နန်းတွင်းရုံ ၅၂၈ ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No139___p241.txt
obi-v02-n0013-ob-p0020	2	13	20	obverse	ငဇဝ်သင်ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No13__ob_p20.txt
obi-v02-n0140-ob-p0242	2	140	242	obverse	ငဝဲသင်ဘုရား ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No140__ob_p242.txt
obi-v02-n0141-ob-p0243	2	141	243	obverse	ပုံနား ဤန်ချံသင် ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No141__ob_p243.txt
obi-v02-n0141-re-p0244	2	141	244	reverse	ပုံနား ဤန်ချံသင် ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No141__re_p244.txt
obi-v02-n0142-ob-p0245	2	142	245	obverse	မန္တလေးမြို့နန်းတွင်းရုံ ၃၁၃/က ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No142__ob_p245.txt
obi-v02-n0142-re-p0245	2	142	245	reverse	မန္တလေးမြို့နန်းတွင်းရုံ ၃၁၃/ခ ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No142__re_p245.txt
obi-v02-n0143-ob-p0246	2	143	246	obverse	ကျောင်းဘုရားစသည်ကို လှူသော ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No143__ob_p246.txt
obi-v02-n0144-re-p0247	2	144	247	reverse	တိုင်းရင်းပုံအမှတ် ၃၃၉/ခ ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No144__re_p247.txt
obi-v02-n0145-tx-p0248	2	145	248	left	ကျွန်နှင့်မြေလှူသော ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No145__le_p248.txt
obi-v02-n0145-tx-p0249	2	145	249	right	ကျွန်နှင့်မြေလှူသောကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No145__ri_p249.txt
obi-v02-n0014-ob-p0021	2	14	21	obverse	သူကြွယ် ငစုယ်သင် ဘုရားကြီးကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No14__ob_p21.txt
obi-v02-n0015-ob-p0022	2	15	22	obverse	သူကြွယ် သူရိယသူကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No15__ob_p22.txt
obi-v02-n0015-re-p0023	2	15	23	reverse	သူကြွယ် သူရိယသူကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No15__re_p23.txt
obi-v02-n0016-ob-p0024	2	16	24	obverse	ဖွားစောခေါ် အမိပုဟားစော ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No16__ob_p24.txt
obi-v02-n0017-ob-p0027	2	17	27	obverse	သ္ခိင်ဖွားကြီးမြေး စိုးမင်းကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No17__ob_p27.txt
obi-v02-n0018-ob-p0029	2	18	29	obverse	ဖွားစောခေါ် အမိပုရှာစော ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No18__ob_p29.txt
obi-v02-n0019-ob-p0030	2	19	30	obverse	သံဗျင် အစလဘိရစ် ဒါနပတိ မောင်နှံ ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No19__ob_p30.txt
obi-v02-n0019-re-p0031	2	19	31	reverse	သံဗျင် အစလဘိရစ် ဒါနပတိ မောင်နှံကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No19__re_p31.txt
obi-v02-n0001-ob-p0001	2	1	1	obverse	မဟာဂေါတမဘုရားကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No1__ob_p1.txt
obi-v02-n0001-tx-p0002	2	1	2	upper	မဟာဂေါတမဘုရားကျောက်စာအထက်ပိုင်းရှိ ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No1__up_p2.txt
obi-v02-n0020-ob-p0033	2	20	33	obverse	ညောင်ရံကြီးသမီး ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No20__ob_p33.txt
obi-v02-n0020-re-p0035	2	20	35	reverse	ညောင်ရံကြီးသမီးကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No20__re_p35.txt
obi-v02-n0021-ob-p0037	2	21	37	obverse	ညောင်ရံကြီးသမီးကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No21__ob_p37.txt
obi-v02-n0022-ob-p0041	2	22	41	obverse	ညောင်ရမ်းကြီးသမီးကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No22__ob_p41.txt
obi-v02-n0023-ob-p0044	2	23	44	obverse	ညောင်ရမ်းကြီးသမီးကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No23__ob_p44.txt
obi-v02-n0024-ob-p0047	2	24	47	obverse	ညောင်ရမ်းကြီးသမီးကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No24__ob_p47.txt
obi-v02-n0025-ob-p0049	2	25	49	obverse	ညောင်ရမ်းကြီးသမီး ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No25__ob_p49.txt
obi-v02-n0026-re-p0051	2	26	51	reverse	သ္ခိင်ဖွားကြီးမြေး စိုးမင်း ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No26__re_p51.txt
obi-v02-n0027-ob-p0052	2	27	52	obverse	မြေအတွက် အချင်းများသော ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No27__ob_p52.txt
obi-v02-n0028-ob-p0053	2	28	53	obverse	သူကြွယ် ငါမြှောက်သင် ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No28__ob_p53.txt
obi-v02-n0029-ob-p0054	2	29	54	obverse	သ္ခိင် ငမည်သင် ဂုဏာတိရိတ်ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No29__ob_p54.txt
obi-v02-n0002-ob-p0003	2	2	3	obverse	မင်းမတ် နဂါပိုရ် မိဖွါးကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No2__ob_p3.txt
obi-v02-n0030-ob-p0056	2	30	56	obverse	ရွှေဂူဘုရားကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No30__ob_p56.txt
obi-v02-n0031-ob-p0058	2	31	58	obverse	ကျစွာမင်း မိထွေးတော်ကျောင်းကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No31__ob_p58.txt
obi-v02-n0032-ob-p0060	2	32	60	obverse	အဖွါးအိမ္လန်မိ ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No32__ob_p60.txt
obi-v02-n0033-ob-p0061	2	33	61	obverse	ဘိုးကလုန်ဂူဘုရားခေါ် မရှက်သည် ဂူဘုရားကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No33__ob_p61.txt
obi-v02-n0033-re-p0063	2	33	63	reverse	ဘိုးကလုန်ဂူဘုရားခေါ်မရှက်သည် ဂူဘုရားကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No33__re_p63.txt
obi-v02-n0034-ob-p0064	2	34	64	obverse	သမန္တကုံထံ လင်မယားကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No34__ob_p64.txt
obi-v02-n0035-ob-p0066	2	35	66	obverse	ပိုလ်သူကြီး သတ္တျာ ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No35__ob_p66.txt
obi-v02-n0035-re-p0068	2	35	68	reverse	ပိုလ်သူကြီးသတ္တျာ ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No35__re_p68.txt
obi-v02-n0036-ob-p0069	2	36	69	obverse	ငမ္လင်သင် ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No36__ob_p69.txt
obi-v02-n0037-ob-p0069	2	37	69	obverse	ဖုန်းသည်ကြီး သိခင်ပင်လယ် ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No37__ob_p69.txt
obi-v02-n0038-ob-p0072	2	38	72	obverse	စလင်းမင်းအနန္တသူကျောင်းကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No38__ob_p72.txt
obi-v02-n0038-re-p0073	2	38	73	reverse	စလင်းမင်း အနန္တသူကျောင်းကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No38__re_p73.txt
obi-v02-n0039-ob-p0074	2	39	74	obverse	မန္တလေးမြို့နန်းတွင်းကျောက်စာရုံတွင် အမှတ် ၃၁၀ ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No39__ob_p74.txt
obi-v02-n0003-ob-p0004	2	3	4	obverse	ထင်ညာပတိဂူ လေးမျက်နှာဘုရားကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No3__ob_p4.txt
obi-v02-n0040-ob-p0074	2	40	74	obverse	ဖုန်းသည် သူဖရစ်လင်မယားကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No40__ob_p74.txt
obi-v02-n0041-ob-p0076	2	41	76	obverse	သူကြွယ်အို့ကြံချင်သင် လင်မယားကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No41__ob_p76.txt
obi-v02-n0042-ob-p0078	2	42	78	obverse	ကျစွာမင်းကြီးကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No42__ob_p78.txt
obi-v02-n0042-re-p0080	2	42	80	reverse	ကျစွာမင်းကြီးကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No42__re_p80.txt
obi-v02-n0043-ob-p0082	2	43	82	obverse	မင်းမတ် ကစ္စမင်္ဂလာ သားကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No43__ob_p82.txt
obi-v02-n0044-ob-p0083	2	44	83	obverse	တရားနာပြီး ကျွန်လှူသောကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No44__ob_p83.txt
obi-v02-n0045-ob-p0083	2	45	83	obverse	ငါမ္လိယ်သင်လင်မယားကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No45__ob_p83.txt
obi-v02-n0045-re-p0084	2	45	84	reverse	ငါမ္လိယ်သင် လင်မယားကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No45__re_p84.txt
obi-v02-n0046-ob-p0085	2	46	85	obverse	လောကနန္ဒာဘုရားကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No46__ob_p85.txt
obi-v02-n0047-re-p0087	2	47	87	reverse	ဖုန်းသည်ကြီး ငါဖွသင် ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No47__re_p87.txt
obi-v02-n0048-ob-p0087	2	48	87	obverse	ငါဖုန်ဆောင်သင် လင်မယားကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No48__ob_p87.txt
obi-v02-n0049-ob-p0088	2	49	88	obverse	ငါရံသင် ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No49__ob_p88.txt
obi-v02-n0004-ob-p0006	2	4	6	obverse	ရတနာသုံးပါးအား ကျွန်လယ်လှူသော ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No4__ob_p6.txt
obi-v02-n0050-ob-p0089	2	50	89	obverse	ငါလှသင် မောင်နှံကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No50__ob_p89.txt
obi-v02-n0051-ob-p0091	2	51	91	obverse	ဘုရားအား ကျွန်လှူသော ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No51__ob_p91.txt
obi-v02-n0052-ob-p0092	2	52	92	obverse	သူကြွယ် အိုန်နိုင်သင် ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No52__ob_p92.txt
obi-v02-n0053-tx-p0093	2	53	93		ရှင်မဟာကဿပကျောင်းကျောက်စာ၊ ၂မျက်နှာ မျက်နှာဘက်	OBI_Corpus_Vol2/OBI_Vol2_No53___p93.txt
obi-v02-n0053-re-p0096	2	53	96	reverse	ရှင်မဟာကဿပကျောင်းကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No53__re_p96.txt
obi-v02-n0054-ob-p0099	2	54	99	obverse	မင်းသမီး အစောကြွမ်းကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No54__ob_p99.txt
obi-v02-n0054-re-p0103	2	54	103	reverse	မင်းသမီးအစောကြွမ်းကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No54__re_p103.txt
obi-v02-n0055-re-p0104	2	55	104	reverse	ကျစွာမင်းကြီးကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No55__re_p104.txt
obi-v02-n0056-ob-p0104	2	56	104	obverse	ဇေယပိကြံမောင်နှံကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No56__ob_p104.txt
obi-v02-n0056-re-p0108	2	56	108	reverse	ဇေယပိကြံ မောင်နှံ ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No56__re_p108.txt
obi-v02-n0057-tx-p0113	2	57	113		ကျစွာမင်းအမိန့်တော် ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No57___p113.txt
obi-v02-n0057-ob-p0111	2	57	111	obverse	ကျစွာမင်းအမိန့်တော်ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No57__ob_p111.txt
obi-v02-n0058-ob-p0115	2	58	115	obverse	ကျစွာမင်းအမိန့်တော် ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No58__ob_p115.txt
obi-v02-n0059-ob-p0119	2	59	119	obverse	ကျစွာမင်းအမိန့်တော်ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No59__ob_p119.txt
obi-v02-n0059-re-p0122	2	59	122	reverse	ကျစွာမင်း အမိန့်တော်ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No59__re_p122.txt
obi-v02-n0005-re-p0009	2	5	9	reverse	အမတ် အစလပိဇည်တို့ ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No5__re_p9.txt
obi-v02-n0060-ob-p0124	2	60	124	obverse	ကျစွာမင်း အမိန့်တော်ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No60__ob_p124.txt
obi-v02-n0061-ob-p0128	2	61	128	obverse	ကျစွာမင်းအမိန့်တော်ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No61__ob_p128.txt
obi-v02-n0062-ob-p0129	2	62	129	obverse	ကျစွာမင်း အမိန့်တော်ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No62__ob_p129.txt
obi-v02-n0063-ob-p0131	2	63	131	obverse	ကျစွာမင်းအမိန့်တော်ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No63__ob_p131.txt
obi-v02-n0064-ob-p0132	2	64	132	obverse	ကျစွာမင်းအမိန့်တော် ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No64__ob_p132.txt
obi-v02-n0064-re-p0134	2	64	134	reverse	ကျစွာမင်းအမိန့်တော် ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No64__re_p134.txt
obi-v02-n0065-tx-p0137	2	65	137		ကျစွာမင်းအမိန့်တော် ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No65___p137.txt
obi-v02-n0065-re-p0139	2	65	139	reverse	ကျစွာမင်းအမိန့်တော်ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No65__re_p139.txt
obi-v02-n0066-ob-p0140	2	66	140	obverse	ကျစွာမင်းအမိန့်တော်ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No66__ob_p140.txt
obi-v02-n0067-ob-p0141	2	67	141	obverse	ကျစွာမင်း အမိန့်တော်ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No67__ob_p141.txt
obi-v02-n0068-ob-p0142	2	68	142	obverse	တိုက်ကြီးကုန်းဘုရား ပါဠိ ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No68_pali_ob_p142.txt
obi-v02-n0069-ob-p0143	2	69	143	obverse	ကျစွာမင်း အမိန့်တော် ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No69__ob_p143.txt
obi-v02-n0006-ob-p0010	2	6	10	obverse	သက်လျင်သိရတ် မောင်နှံကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No6__ob_p10.txt
obi-v02-n0070-ob-p0146	2	70	146	obverse	အဘွားကလံသ္ခိင် ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No70__ob_p146.txt
obi-v02-n0071-ob-p0147	2	71	147	obverse	မန္တလေးမြို့နန်းတွင်းရုံတွင် ကျောက်စာတိုင်အမှတ် ၄၁၃ ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No71__ob_p147.txt
obi-v02-n0072-ob-p0148	2	72	148	obverse	ဥန်သင် စသောသူတို့ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No72__ob_p148.txt
obi-v02-n0072-ob-p0151	2	72	151	obverse	ကျစွာမင်းအမိန့်တော်ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No72__ob_p151.txt
obi-v02-n0073-tx-p0155	2	73	155		ညောင်ဦးမြို့ရွှေစည်းခုံဘုရားကို ကျွန်လှူသောကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No73___p155.txt
obi-v02-n0074-ob-p0155	2	74	155	obverse	သူကြွယ်ငဖုန်ဆုံသင် လင်မယားကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No74__ob_p155.txt
obi-v02-n0075-ob-p0156	2	75	156	obverse	သူကြွယ် ငါချတ်သင်ကြီးကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No75__ob_p156.txt
obi-v02-n0076-ob-p0157	2	76	157	obverse	သူကြွယ် ငဝံဖ္လည်သင် စသောသူတို့ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No76__ob_p157.txt
obi-v02-n0077-ob-p0159	2	77	159	obverse	မဟာသမန်း လင်မယားကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No77__ob_p159.txt
obi-v02-n0078-ob-p0162	2	78	162	obverse	သိခင် မခင်မီ ကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No78__ob_p162.txt
obi-v02-n0079-ob-p0163	2	79	163	obverse	ငဖွယ် ငလျောင် တရားနိုင်သောကျောက်စာ	OBI_Corpus_Vol2/OBI_Vol2_No79__ob_p163.txt
