candidate_id	acronym	candidate_expansion	raw_context	source_file_id	source_file_label	page_or_location	evidence_type	confidence	notes
frasch_2005_inscriptions_of_bagan-03a3dbf37607:mp:frasch-context2	MP		"50 =SIP no.' 11, p.19 = UEM no:.'8, p.13 ~List- 123a-b = PPA, p. ISL= TN, p. 70 ~ "" ' ;; '; ' > • ,ed./tr. 9. H. Luce and U, Pe Maung Tin, in BBHC 3, 1963, p. 84-87 '-'t. ' ' Construction of the South Guni temple (IMP no. 765) by minister Sifzghasur. PI. I 11 =OBI. 1, p. 54 =List 125 =A, p. 36 . ·, · t· > • j. '·' • ' '. ed./tr. G. H. Luce and U Pe Maung Tin, in BBHC 3, 1963, p. 88-92 ' , -.. t ~ . . A dedication at Pindale vil"	frasch_2005_inscriptions_of_bagan-03a3dbf37607	Frasch 2005 Inscriptions of Bagan.pdf	context hit 2	contextual_usage	low	
frasch_2005_inscriptions_of_bagan-03a3dbf37607:obi:frasch-context1	OBI		ole Francaise d'Extreme-Orient respectively. . . · 3 Despite a number of mistakes and misreadings that can be detected in them, the altogether five volumes of the She-haung Myanma Kyaulcsa-mya (here abbreviated . as OBI for Old Burmese Inscriptions) should be considered as the best reference for Pagan inscriptions available. Again, the publication history of the volumes is somewhat chequered: Vol. I, edited by U Aung Thaw, was publis	frasch_2005_inscriptions_of_bagan-03a3dbf37607	Frasch 2005 Inscriptions of Bagan.pdf	context hit 1	contextual_usage	low	
frasch_2005_inscriptions_of_bagan-03a3dbf37607:obi:frasch-context2	OBI		"were prepared around the same time, but do not seem to have gone outside the precincts of the Archaeology Department. · · 136 . ·Essays in Commemoratio~ ofihe Gold~~,J~bilee '~·- ;'.:.~~~""·.~·~· Example 1: Pl. I 97 =OBI 1, p. 300 ,,. '.· -: _ !' ,_, .. :: ."" . ·.·. . I~ connection-with 'the .be~u~ification or ·r~~toration of a t_em~ pie, this ~nscriptiori reads nan-riypi)' so rhuy ?. klap. Luce translated _this passage as ""for paint"	frasch_2005_inscriptions_of_bagan-03a3dbf37607	Frasch 2005 Inscriptions of Bagan.pdf	context hit 2	contextual_usage	low	
frasch_2005_inscriptions_of_bagan-03a3dbf37607:ppa:frasch-context1	PPA		ollowed by full cross-references, the reference(s) for the translation(s) and finally a short comment concerning the importance of the inscription and the quality of the edition. , Pl. I 1-2 =OBI 1, p. 11=List66a-b = PPA, p. 159 =TN, p. 73 ed./tr. G. H. Luce and U Pe Maung Tin, in JBRS 10 (2), 1920, p. 67-74 (with a correction regarding the date in JBRS 22 (3), 1932, p~ 151) · ed./tr. Luce and U Pe Maung Tin, in BBHC 1(1),1960, p. 1-	frasch_2005_inscriptions_of_bagan-03a3dbf37607	Frasch 2005 Inscriptions of Bagan.pdf	context hit 1	contextual_usage	low	
frasch_2005_inscriptions_of_bagan-03a3dbf37607:ppa:frasch-context2	PPA		"HC I (2) , 1962, p. 231-237 An inscription from Myingondaing, recording the dedication of serfs to a temple by a mahiithera .riijagur~. . . . Pl. I 4-5 =OBI I, p. 29 =SIP no. 8, p. 13 = UEM no. 5, p. 9 =List 8la-b = PPA, p. 159 =TN, p. 73 ed./tr. G. H. Luce and U Pe Maung Tin, in BBHC 1 (2), 1962, p. 239-255 Princess Acaw Min Lat wrote. this inscription ""her mother could not write"". It is now in the Dhamnayangyi temple. · ... . · ·"	frasch_2005_inscriptions_of_bagan-03a3dbf37607	Frasch 2005 Inscriptions of Bagan.pdf	context hit 2	contextual_usage	low	
frasch_2005_inscriptions_of_bagan-03a3dbf37607:pl:frasch-context1	Pl.		Bulletin had been published, containing editions of plates 1-4 of the Inscriptions of Burma. The third volume of the Bulletin for the year 1963, in which Luce and U Pe Maung Tin had continued· their editorial work to Pl. I 20, was printed, but could not be distributed anymore. Only very few copies found their' way intq libraries outside Myanmar. As a result, the use of Myanmar inscriptions (no matter whether from Bagan or any other	frasch_2005_inscriptions_of_bagan-03a3dbf37607	Frasch 2005 Inscriptions of Bagan.pdf	context hit 1	contextual_usage	low	
frasch_2005_inscriptions_of_bagan-03a3dbf37607:pl:frasch-context2	Pl.		"o volumes were prepared around the same time, but do not seem to have gone outside the precincts of the Archaeology Department. · · 136 . ·Essays in Commemoratio~ ofihe Gold~~,J~bilee '~·- ;'.:.~~~""·.~·~· Example 1: Pl. I 97 =OBI 1, p. 300 ,,. '.· -: _ !' ,_, .. :: ."" . ·.·. . I~ connection-with 'the .be~u~ification or ·r~~toration of a t_em~ pie, this ~nscriptiori reads nan-riypi)' so rhuy ?. klap. Luce translated _this passage as"	frasch_2005_inscriptions_of_bagan-03a3dbf37607	Frasch 2005 Inscriptions of Bagan.pdf	context hit 2	contextual_usage	low	
frasch_2005_inscriptions_of_bagan-03a3dbf37607:rdasb:frasch-context1	RDASB		Mahlaing area, recording the ·construction ·of three: mon~teries and a temple which are endowed with articles. of daily ,use.r , ' . \ . ' ' ' ; - ~ ·' \ ' , . , . ·~ . - ~ ' '.., ' ) ' . Pl. II 122a =OBI 1, p. I 74 RDASB I926, App: o; no.'20 ~ 11 :: ! : ... ! ;:,;-,; ftl·lJ iti £!f ('.'.!: ;, : This i~po~t inscriptio~ whi~~ ·~omes fro~ ~~~~~ii~ ~ar~a ~entio~~: ~e great fire that.devastated Bagan in the year 1225 CE .. d: .i ~·i n<:i;r	frasch_2005_inscriptions_of_bagan-03a3dbf37607	Frasch 2005 Inscriptions of Bagan.pdf	context hit 1	contextual_usage	low	
frasch_2005_inscriptions_of_bagan-03a3dbf37607:sip:frasch-context1	SIP		"scriptions of Burma, edited and translated, in BBHC I (2) , 1962, p. 231-237 An inscription from Myingondaing, recording the dedication of serfs to a temple by a mahiithera .riijagur~. . . . Pl. I 4-5 =OBI I, p. 29 =SIP no. 8, p. 13 = UEM no. 5, p. 9 =List 8la-b = PPA, p. 159 =TN, p. 73 ed./tr. G. H. Luce and U Pe Maung Tin, in BBHC 1 (2), 1962, p. 239-255 Princess Acaw Min Lat wrote. this inscription ""her mother could not write""."	frasch_2005_inscriptions_of_bagan-03a3dbf37607	Frasch 2005 Inscriptions of Bagan.pdf	context hit 1	contextual_usage	low	
frasch_2005_inscriptions_of_bagan-03a3dbf37607:sip:frasch-context2	SIP		"d] : ~ 'f'"" ""· ed./tr •. G. H. Luce/. U Pe Maung Tin, in BBHC 3, 1963, p. 78-83 Of this inscription; 'which. apparently records a law suit, only few words are legible. ': , < · , · ' · , Pl. I IOa:.b:= OBI 1, p. 50 =SIP no.' 11, p.19 = UEM no:.'8, p.13 ~List- 123a-b = PPA, p. ISL= TN, p. 70 ~ "" ' ;; '; ' > • ,ed./tr. 9. H. Luce and U, Pe Maung Tin, in BBHC 3, 1963, p. 84-87 '-'t. ' ' Construction of the South Guni temple (IMP no. 7"	frasch_2005_inscriptions_of_bagan-03a3dbf37607	Frasch 2005 Inscriptions of Bagan.pdf	context hit 2	contextual_usage	low	
frasch_2005_inscriptions_of_bagan-03a3dbf37607:tn:frasch-context1	TN		I Lli ad TN: 3521432 I llllll lllll 111111111111111111111111111111111 Date: 7/14/2010 Borrower: HLS Lending String: HUL Barcode: 32044082770868 Patron: Graduate Nathan Hill Journal Title: Essays 1n commemoration of the golde	frasch_2005_inscriptions_of_bagan-03a3dbf37607	Frasch 2005 Inscriptions of Bagan.pdf	context hit 1	contextual_usage	low	
frasch_2005_inscriptions_of_bagan-03a3dbf37607:tn:frasch-context2	TN		ll cross-references, the reference(s) for the translation(s) and finally a short comment concerning the importance of the inscription and the quality of the edition. , Pl. I 1-2 =OBI 1, p. 11=List66a-b = PPA, p. 159 =TN, p. 73 ed./tr. G. H. Luce and U Pe Maung Tin, in JBRS 10 (2), 1920, p. 67-74 (with a correction regarding the date in JBRS 22 (3), 1932, p~ 151) · ed./tr. Luce and U Pe Maung Tin, in BBHC 1(1),1960, p. 1-28 , tr. Ni	frasch_2005_inscriptions_of_bagan-03a3dbf37607	Frasch 2005 Inscriptions of Bagan.pdf	context hit 2	contextual_usage	low	
frasch_2005_inscriptions_of_bagan-03a3dbf37607:ub:frasch-context1	UB		". ·, · t· > • j. '·' • ' '. ed./tr. G. H. Luce and U Pe Maung Tin, in BBHC 3, 1963, p. 88-92 ' , -.. t ~ . . A dedication at Pindale viliage by an anonymous. · .~· 1}2 =OB,~ l• p.""55 = UEM, no .. 9, P)~ =List 80 = UB 1 .• p. 2.~7 · , . .\, ed./tr. G. H. Luce and U Pe Maung Tin, in BBHC 3; 1963, p. 93-97 ' ' ' ; The foun4ing of the Tatgale temple in Minnanthu a!ea (IM~ no. 572-573) byNarapatisithu's concubine Caw Mwan San. ·· · ."	frasch_2005_inscriptions_of_bagan-03a3dbf37607	Frasch 2005 Inscriptions of Bagan.pdf	context hit 1	contextual_usage	low	
frasch_2005_inscriptions_of_bagan-03a3dbf37607:ub:frasch-context2	UB		p.105-113 This inscription records the construction of the Thutte-mokgu near the Shwezigon stupa (IMP no. 37) by a princess and her husband. ·: · • · .. · · Pl. I 17-18 =OBI l, p. 62 =.UEM no. 10,p~ 17 =List 124a-b= UB 2, p. 197 ed./tr. G. H. Luce/ U Pe Maung Tin, in BBHC 3, 1963; p.114-'132 . . Construction 'of a monastery and 'planting of seven';Bodhi trees at Wetkyi-in village, Bagan. · · '· I'.!', Pl. I 19-20 ~ O_BI:l, p. 67	frasch_2005_inscriptions_of_bagan-03a3dbf37607	Frasch 2005 Inscriptions of Bagan.pdf	context hit 2	contextual_usage	low	
frasch_2005_inscriptions_of_bagan-03a3dbf37607:uem:frasch-context1	UEM		", edited and translated, in BBHC I (2) , 1962, p. 231-237 An inscription from Myingondaing, recording the dedication of serfs to a temple by a mahiithera .riijagur~. . . . Pl. I 4-5 =OBI I, p. 29 =SIP no. 8, p. 13 = UEM no. 5, p. 9 =List 8la-b = PPA, p. 159 =TN, p. 73 ed./tr. G. H. Luce and U Pe Maung Tin, in BBHC 1 (2), 1962, p. 239-255 Princess Acaw Min Lat wrote. this inscription ""her mother could not write"". It is now in the Dh"	frasch_2005_inscriptions_of_bagan-03a3dbf37607	Frasch 2005 Inscriptions of Bagan.pdf	context hit 1	contextual_usage	low	
frasch_2005_inscriptions_of_bagan-03a3dbf37607:uem:frasch-context2	UEM		"> I t.l l. ~ ,; ~ • • •' • • ' ' • I,. · ; I; .• > '' i • . , , ~ <' .: ~: • f '.:'· ·' .. l 138 Essays in Commemoration of the Golde~ Jubilee ,. ' ' ,.: ..•• ,i' '-·· ( ,·,. ;'' f iJ.l • Pl. I 6 =OBI 1, p. 42 """".' UEM no. 6, p. 11 =List 105 ~rPPA, J>; ~ 13?,; TN, ~ , , 1 · ' ! , , > ,I ~ J , !. t j' , ·~ •,, .~ ; "" ' ' p .. 65 . ' .. . ;I h . ·::\ ::<; ~:,: ""~ . ed./tr. G.:H. Luce and U Pe Maung Tin, in BBHC 3, 1963; p; 62-66.""·"	frasch_2005_inscriptions_of_bagan-03a3dbf37607	Frasch 2005 Inscriptions of Bagan.pdf	context hit 2	contextual_usage	low	
frasch_2013_buddha_image-9c76c261c5fe:a:frasch-context1	A		ondc rd ruck aus : ZEITSCHRIFT .. .. FUR ARCHAOLOGIE A USSEREUROPAISCHER KULTUREN BA D 5 20 13 REIC H ERT V ER LAG . WIESBADE T S1:;cl dc1 Z('ltsdmji fur ArciJ;,o!ogll! Auf.(crcurop.uschcl 1\ufturl'll: ZAAK 36S S~ircn mit 333 Abbildun:;~n I kr.n1sgcbc•r	frasch_2013_buddha_image-9c76c261c5fe	Frasch 2013 Buddha image.pdf	context hit 1	contextual_usage	low	
frasch_2013_buddha_image-9c76c261c5fe:a:frasch-context2	A		ondc rd ruck aus : ZEITSCHRIFT .. .. FUR ARCHAOLOGIE A USSEREUROPAISCHER KULTUREN BA D 5 20 13 REIC H ERT V ER LAG . WIESBADE T S1:;cl dc1 Z('ltsdmji fur ArciJ;,o!ogll! Auf.(crcurop.uschcl 1\ufturl'll: ZAAK 36S S~ircn mit 333 Abbildun:;~n I kr.n1sgcbc•r Bur	frasch_2013_buddha_image-9c76c261c5fe	Frasch 2013 Buddha image.pdf	context hit 2	contextual_usage	low	
frasch_2013_buddha_image-9c76c261c5fe:b:frasch-context1	B		"ondc rd ruck aus : ZEITSCHRIFT .. .. FUR ARCHAOLOGIE A USSEREUROPAISCHER KULTUREN BA D 5 20 13 REIC H ERT V ER LAG . WIESBADE T S1:;cl dc1 Z('ltsdmji fur ArciJ;,o!ogll! Auf.(crcurop.uschcl 1\ufturl'll: ZAAK 36S S~ircn mit 333 Abbildun:;~n I kr.n1sgcbc•r BurJ..lurd \'ngt - jc>sd Ei"" .111gcr \'i'i"	frasch_2013_buddha_image-9c76c261c5fe	Frasch 2013 Buddha image.pdf	context hit 1	contextual_usage	low	
frasch_2013_buddha_image-9c76c261c5fe:b:frasch-context2	B		"ondc rd ruck aus : ZEITSCHRIFT .. .. FUR ARCHAOLOGIE A USSEREUROPAISCHER KULTUREN BA D 5 20 13 REIC H ERT V ER LAG . WIESBADE T S1:;cl dc1 Z('ltsdmji fur ArciJ;,o!ogll! Auf.(crcurop.uschcl 1\ufturl'll: ZAAK 36S S~ircn mit 333 Abbildun:;~n I kr.n1sgcbc•r BurJ..lurd \'ngt - jc>sd Ei"" .111gcr \'i'is~c'lbl.""luftlidll'r Bcir.ll Pc·tcT Brt'"	frasch_2013_buddha_image-9c76c261c5fe	Frasch 2013 Buddha image.pdf	context hit 2	contextual_usage	low	
frasch_2013_buddha_image-9c76c261c5fe:list:frasch-context1	List		"A rch .lcolog,· 2: 239-28-l . Dh.Hnmik.l, S. 1995 :\' ore on .1 P.1!.1 per iod s.:u lprure from G.1llc. In: Journ.ll of the Ro;·.1l Asi.1ric Socicr;· of Sri L1nk.1 N.S. -lO: 171-172. Duroisdk Cll.ll·!cs I 91 I A. List nf I nscriprion:, Found in Burm.1. R.lng<h)n. Fr.1sch, Tilm.1n 1998 A Buddhist net ""·ork in rhe B.1,. of Bcng.1l: Rd.uion, bct\\·ccn Bodhgan, Burnu .md Sri Lmk.1 . c. 300- 1308. ln : Gui llot. C. I Lomb.mL D . I P"	frasch_2013_buddha_image-9c76c261c5fe	Frasch 2013 Buddha image.pdf	context hit 1	contextual_usage	low	
frasch_2018_myanmar_epigraphy-f41478fe018f:a:frasch-context1	A		Études th Ématiques 30 Writing for Eternity A Survey of Epigraphy in Southeast Asia Edited by: Daniel Perret 2018 Writing for Eternity: A Survey of Epigraphy in Southeast Asia Édité par / Edited by Daniel Perret Paris, École française d’Extrême-Orient, 2018. 478 p	frasch_2018_myanmar_epigraphy-f41478fe018f	Frasch 2018 Myanmar Epigraphy.pdf	context hit 1	contextual_usage	low	
frasch_2018_myanmar_epigraphy-f41478fe018f:a:frasch-context2	A		Études th Ématiques 30 Writing for Eternity A Survey of Epigraphy in Southeast Asia Edited by: Daniel Perret 2018 Writing for Eternity: A Survey of Epigraphy in Southeast Asia Édité par / Edited by Daniel Perret Paris, École française d’Extrême-Orient, 2018. 478 p. (Études thématiques 30) Notes en	frasch_2018_myanmar_epigraphy-f41478fe018f	Frasch 2018 Myanmar Epigraphy.pdf	context hit 2	contextual_usage	low	
frasch_2018_myanmar_epigraphy-f41478fe018f:arasi:frasch-context1	ARASI		.............................................................. 469 Authors ........................................................................................................... 475 Abbreviations AA Artibus Asiae ARASI Annual Reports of the Archaeological Survey of India ASB Archaeological Survey of Burma ASI Archaeological Survey of India BBHC Bulletin of the Burma Historical Commission BCAI Bulletin de la Commission Archéologiq	frasch_2018_myanmar_epigraphy-f41478fe018f	Frasch 2018 Myanmar Epigraphy.pdf	context hit 1	contextual_usage	low	
frasch_2018_myanmar_epigraphy-f41478fe018f:arasi:frasch-context2	ARASI		o the pre-Bagan period. Images with (partly obliterated) inscriptions in Mon, Pyu and Pāli are recorded in Luce, Old Burma, II: 177, 180, 204. Another image from the Bagan period is referred to in Hasson 1993: 63. 61. ARASI 1930–1934: 179. 62. Guy 1995. 63. RSASB 1962–1963: 23. 64. For a similar development in Thailand, see Griswold 1957. This again may have been the result of the emergence of a Theravāda Buddhist ecumene in the second ha	frasch_2018_myanmar_epigraphy-f41478fe018f	Frasch 2018 Myanmar Epigraphy.pdf	context hit 2	contextual_usage	low	
frasch_2018_myanmar_epigraphy-f41478fe018f:b:frasch-context1	B		: Daniel Perret 2018 Writing for Eternity: A Survey of Epigraphy in Southeast Asia Édité par / Edited by Daniel Perret Paris, École française d’Extrême-Orient, 2018. 478 p. (Études thématiques 30) Notes en bas de page. Bibliographie. Illustrations. Résumés. Index. Footnotes. Bibliography. Illustrations. Abstracts. Index. ISSN 1269-8067 ISBN 978-2-85539-150-2 Mots clés : épigraphie ; Asie du Sud-Est ; sources ; histoire ; archéologie ;	frasch_2018_myanmar_epigraphy-f41478fe018f	Frasch 2018 Myanmar Epigraphy.pdf	context hit 1	contextual_usage	low	
frasch_2018_myanmar_epigraphy-f41478fe018f:b:frasch-context2	B		igraphy in Southeast Asia Édité par / Edited by Daniel Perret Paris, École française d’Extrême-Orient, 2018. 478 p. (Études thématiques 30) Notes en bas de page. Bibliographie. Illustrations. Résumés. Index. Footnotes. Bibliography. Illustrations. Abstracts. Index. ISSN 1269-8067 ISBN 978-2-85539-150-2 Mots clés : épigraphie ; Asie du Sud-Est ; sources ; histoire ; archéologie ; paléographie. Keywords: epigraphy; Southeast Asia; source	frasch_2018_myanmar_epigraphy-f41478fe018f	Frasch 2018 Myanmar Epigraphy.pdf	context hit 2	contextual_usage	low	
frasch_2018_myanmar_epigraphy-f41478fe018f:bbhc:frasch-context1	BBHC		................................................... 475 Abbreviations AA Artibus Asiae ARASI Annual Reports of the Archaeological Survey of India ASB Archaeological Survey of Burma ASI Archaeological Survey of India BBHC Bulletin of the Burma Historical Commission BCAI Bulletin de la Commission Archéologique de l’Indochine Bce Before Common Era Be Buddhist Era BEFEO Bulletin de l’École française d’Extrême-Orient BHC Burma Histor	frasch_2018_myanmar_epigraphy-f41478fe018f	Frasch 2018 Myanmar Epigraphy.pdf	context hit 1	contextual_usage	low	
frasch_2018_myanmar_epigraphy-f41478fe018f:bbhc:frasch-context2	BBHC		檳城閩僑蒿里遺文錄”, Majallah Pantai 5 (Kuala Lumpur), pp. 21–36. 1972 “Haizhuyu dabogongmiao ji qi wenwu 海珠嶼大伯公廟及其文物”, Wenwu huikan 文物彙刊 (Singapore) 1, pp. 117–128. c hen Yi-sein 陳孺性 1960 “The Chinese Inscription at Paganˮ, BBHC 1 (2), pp. 153–157. 1964 “Miandian huaqiao shilüe 緬甸華僑史略 ˮ, Nanyang wenzhai 南洋文摘 5 (2), February, pp. 24–55. 1966 “The Chinese in Upper Burma before A.D. 1700ˮ, Journal of Southeast Asian Researches 2, pp. 81–94. 196	frasch_2018_myanmar_epigraphy-f41478fe018f	Frasch 2018 Myanmar Epigraphy.pdf	context hit 2	contextual_usage	low	
frasch_2018_myanmar_epigraphy-f41478fe018f:eb:frasch-context1	EB		Penelitian Arkeologi BSOAS Bulletin of the School of Oriental and African Studies ce Common Era CMI Corpus of Mon Inscriptions (Chit Thein 1965) CS Culasakkaraj DMI Dictionary of the Mon inscriptions (Shorto 1971) EB Epigraphia Birmanica (Taw Sein Ko & Duroiselle 1919–1936) EFEO École française d’Extrême-Orient EI Epigraphia Indica ENI Encyclopaedie van Nederlandsch-Indië EPHE École Pratique des Hautes Études FAD Fine Arts Dep	frasch_2018_myanmar_epigraphy-f41478fe018f	Frasch 2018 Myanmar Epigraphy.pdf	context hit 1	contextual_usage	low	
frasch_2018_myanmar_epigraphy-f41478fe018f:eb:frasch-context2	EB		ciation Archipel (Cahier d’Archipel 42), pp. 275–334. d uroiseLLe , Charles 1912 “Inventaire des inscriptions pālies, sanskrites, mōn et pyū de Birmanieˮ, BEFEO 12, pp. 19–34. 1920 “The Talaing Plaques on the Anandaˮ, EB 2 (1–2), pp. 1–210 and pp. 1–174. 401 r EfEr Enc Es 1921 A list of inscriptions found in Burma, Part 1: The list of inscriptions arranged in the order of their dates, Rangoon, Government Printing. 1926–1927 “Excavation	frasch_2018_myanmar_epigraphy-f41478fe018f	Frasch 2018 Myanmar Epigraphy.pdf	context hit 2	contextual_usage	low	
frasch_2018_myanmar_epigraphy-f41478fe018f:jbrs:frasch-context1	JBRS		nstitute of Southeast Asian Studies IT Inscriptions from Thailand (FAD) JA Journal Asiatique JASB Journal of the Asiatic Society of Bengal JBGKW Jaarboek van het Bataviaasch Genootschap van Kunsten en Wetenschappen JBRS Journal of the Burma Research Society JBSt Journal of Burma Studies JFMSM Journal of Federated Malay States Museums JIAEA Journal of the Indian Archipelago and Eastern Asia JMBRAS Journal of the Malayan Branch, Roya	frasch_2018_myanmar_epigraphy-f41478fe018f	Frasch 2018 Myanmar Epigraphy.pdf	context hit 1	contextual_usage	low	
frasch_2018_myanmar_epigraphy-f41478fe018f:jbrs:frasch-context2	JBRS		Myazedi pagoda at Pagan, with a few remarks on the other versionsˮ, JRAS, pp. 1017–1052. 1911 “A preliminary study of the fourth text of the Myazedi inscriptionsˮ, JRAS, pp. 365–388. 1912 “Notes on Talaing epigraphy”, JBRS 2, pp. 38–43. 1912a “Some Talaing inscriptions on glazed tiles”, JRAS, pp. 689–698. 1913–1914 “The Pyu Inscriptionsˮ, EI 12, pp. 127–132 [reprinted in JBRS 7, 1917, pp. 37–44]. 1928 “The Inscriptions of the Kalyāṇisimā,	frasch_2018_myanmar_epigraphy-f41478fe018f	Frasch 2018 Myanmar Epigraphy.pdf	context hit 2	contextual_usage	low	
frasch_2018_myanmar_epigraphy-f41478fe018f:jras:frasch-context1	JRAS		Burma Studies JFMSM Journal of Federated Malay States Museums JIAEA Journal of the Indian Archipelago and Eastern Asia JMBRAS Journal of the Malayan Branch, Royal Asiatic Society JPTS Journal of the Pali Text Society JRAS Journal of the Royal Asiatic Society JRASGBI Journal of the Royal Asiatic Society of Great Britain and Ireland JSBRAS Journal of the Straits Branch of the Royal Asiatic Society JSEAS Journal of South-East Asian Studi	frasch_2018_myanmar_epigraphy-f41478fe018f	Frasch 2018 Myanmar Epigraphy.pdf	context hit 1	contextual_usage	low	
frasch_2018_myanmar_epigraphy-f41478fe018f:jras:frasch-context2	JRAS		alay States Museums JIAEA Journal of the Indian Archipelago and Eastern Asia JMBRAS Journal of the Malayan Branch, Royal Asiatic Society JPTS Journal of the Pali Text Society JRAS Journal of the Royal Asiatic Society JRASGBI Journal of the Royal Asiatic Society of Great Britain and Ireland JSBRAS Journal of the Straits Branch of the Royal Asiatic Society JSEAS Journal of South-East Asian Studies JSS Journal of the Siam Society KITLV	frasch_2018_myanmar_epigraphy-f41478fe018f	Frasch 2018 Myanmar Epigraphy.pdf	context hit 2	contextual_usage	low	
frasch_2018_myanmar_epigraphy-f41478fe018f:list:frasch-context1	List		in and Ireland JSBRAS Journal of the Straits Branch of the Royal Asiatic Society JSEAS Journal of South-East Asian Studies JSS Journal of the Siam Society KITLV Koninklijk Instituut voor Taal-, Land- en V olkenkunde List A list of inscriptions found in Burma (Charles Duroiselle 1921) me Myanmar Era MEP Missions Étrangères de Paris MHRJ Myanmar Historical Research Journal MM Middle Mon NBG Notulen van de Algemeene en Directieverga	frasch_2018_myanmar_epigraphy-f41478fe018f	Frasch 2018 Myanmar Epigraphy.pdf	context hit 1	contextual_usage	low	
frasch_2018_myanmar_epigraphy-f41478fe018f:list:frasch-context2	List		ated on the longest and most important inscriptions, beginning with the earliest examples from the Pyu and Bagan periods. A survey conducted in the late nineteenth century resulted in a list (hereafter abbreviated as “List”) of about 1,500 inscriptions in four languages: Myanmar, Mon, Pāli, and Pyu.4 Though this list may still serve as a first source of information, it is nowadays outdated not only because of the many inscriptions that	frasch_2018_myanmar_epigraphy-f41478fe018f	Frasch 2018 Myanmar Epigraphy.pdf	context hit 2	contextual_usage	low	
frasch_2018_myanmar_epigraphy-f41478fe018f:mm:frasch-context1	MM		Koninklijk Instituut voor Taal-, Land- en V olkenkunde List A list of inscriptions found in Burma (Charles Duroiselle 1921) me Myanmar Era MEP Missions Étrangères de Paris MHRJ Myanmar Historical Research Journal MM Middle Mon NBG Notulen van de Algemeene en Directievergaderingen van het Bataviaasch Genootschap van Kunsten en Wetenschappen NYXB Nanyang xuebao 南洋學報 OBEP Old Burma – Early Pagán (Luce 1969–1970, 1974) OBI Old M	frasch_2018_myanmar_epigraphy-f41478fe018f	Frasch 2018 Myanmar Epigraphy.pdf	context hit 1	contextual_usage	low	
frasch_2018_myanmar_epigraphy-f41478fe018f:mm:frasch-context2	MM		full. Some remarks and suggestions regarding the direction and objects of future research on Burmese epigraphy shall therefore conclude this article. 111. Frasch 1998; Tun Aung Chain 2002. 112. List 1 = B 2, p. 833 = MM no. 4, p. 25. 113. List 187–188 = B 2, p. 789. For its reading and translation, see Than Tun 1998. With two copies already at Amarapura, this inscription apparently provides another example of copies on stone being tra	frasch_2018_myanmar_epigraphy-f41478fe018f	Frasch 2018 Myanmar Epigraphy.pdf	context hit 2	contextual_usage	low	
frasch_2018_myanmar_epigraphy-f41478fe018f:obi:frasch-context1	OBI		Journal MM Middle Mon NBG Notulen van de Algemeene en Directievergaderingen van het Bataviaasch Genootschap van Kunsten en Wetenschappen NYXB Nanyang xuebao 南洋學報 OBEP Old Burma – Early Pagán (Luce 1969–1970, 1974) OBI Old Myanmar Inscriptions (Department of Archaeology) OD Oudheidkundige Dienst OM Old Mon OV Oudheidkundig Verslag uitgegeven door het Bataviaasch Genootschap van Kunsten en Wetenschappen PEFEO Publications de l’	frasch_2018_myanmar_epigraphy-f41478fe018f	Frasch 2018 Myanmar Epigraphy.pdf	context hit 1	contextual_usage	low	
frasch_2018_myanmar_epigraphy-f41478fe018f:obi:frasch-context2	OBI		Falk 1997. 16. Stargardt 2000: 28. 17. The last reference to the Pyu in Myanmar is found in an inscription from the year 872 (1510 ce ) recording the construction of a new palace at Ava by King Narapati II (List 1050 = OBI 5, p. 99). Participating in the inauguration ceremony were “daughters of the Pyu” (l. 70). See Tin Hla Thaw 1959: 146. 18. See now Kyaw Minn Htin 2011. Tilman Frasch50 eighth century ce . The single most important ins	frasch_2018_myanmar_epigraphy-f41478fe018f	Frasch 2018 Myanmar Epigraphy.pdf	context hit 2	contextual_usage	low	
frasch_2018_myanmar_epigraphy-f41478fe018f:pl:frasch-context1	Pl.		tment of Archaeology) OD Oudheidkundige Dienst OM Old Mon OV Oudheidkundig Verslag uitgegeven door het Bataviaasch Genootschap van Kunsten en Wetenschappen PEFEO Publications de l’École française d’Extrême-Orient Pl. Inscriptions of Burma (Luce & Pe Maung Tin 1933–1956) REO Revue de l’Extrême-Orient RSASB Report of the Superintendent, Archaeological Survey of Burma SOAS School of Oriental and African Studies TBG Tijdschrift voo	frasch_2018_myanmar_epigraphy-f41478fe018f	Frasch 2018 Myanmar Epigraphy.pdf	context hit 1	contextual_usage	low	
frasch_2018_myanmar_epigraphy-f41478fe018f:pl:frasch-context2	Pl.		e or title “Saṅghasiri” in a late Brāhmī (Sein Maung U 1970) and a votive tablet with three (presumably royal) names on the reverse (Moore 2004: 22). See also Stargardt 1990: 150. 9. See Luce 1958, I: 152, and vol. II, Pl. 54. 10. Pl. V 555. For the Chinese inscription on its reverse, see Chen Yi-sein 1960. 11. Two inscriptions from Halin are documented in the Inscriptions of Burma (Pl. IV 357a–b). See also Luce 1985, I: 65–66, and Moore	frasch_2018_myanmar_epigraphy-f41478fe018f	Frasch 2018 Myanmar Epigraphy.pdf	context hit 2	contextual_usage	low	
