frasch_ref_id	raw_reference	source_file	detected_entry_type	looks_like_bibliographic_reference	looks_like_catalogue_note	looks_like_body_text	length	has_author_signal	has_year_signal	has_title_signal	has_publication_signal	confidence	recommended_action	notes
frasch-ref-00572	List 99	Bagan Epig Database.doc	catalogue_note	false	true	false	7	false	false	false	false	low	use_for_catalogue_evidence	
frasch-ref-00573	B 2 p. 841 (transfer co- py)	Bagan Epig Database.doc	catalogue_note	false	true	false	28	false	false	false	false	medium	use_for_catalogue_evidence	
frasch-ref-00574	MM 2, no. 30, p. 120	Bagan Epig Database.doc	catalogue_note	false	true	false	20	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00575	and B 2, p. 842	Bagan Epig Database.doc	unclear	false	false	false	15	false	false	true	false	low	manual_review	
frasch-ref-00576	Pl. I 6	Bagan Epig Database.doc	catalogue_note	false	true	false	7	false	false	false	false	low	use_for_catalogue_evidence	
frasch-ref-00577	OBI 1, p. 42	Bagan Epig Database.doc	catalogue_note	false	true	false	12	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00578	UEM no. 6 p. 11	Bagan Epig Database.doc	catalogue_note	false	true	false	15	false	false	false	false	medium	use_for_catalogue_evidence	
frasch-ref-00579	List 105	Bagan Epig Database.doc	catalogue_note	false	true	false	8	false	false	false	false	low	use_for_catalogue_evidence	
frasch-ref-00580	PPA, p. 139	Bagan Epig Database.doc	catalogue_note	false	true	false	11	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00581	TN, p. 65	Bagan Epig Database.doc	catalogue_note	false	true	false	9	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00582	Luce/U Pe Maung Tin, BBHC 3, 1963, p. 62	Bagan Epig Database.doc	unclear	false	false	false	40	false	true	true	true	low	manual_review	
frasch-ref-00583	Harvey, History, p. 331	Bagan Epig Database.doc	bibliographic_reference	true	false	false	23	true	false	true	false	medium	use_for_bibliography	
frasch-ref-00584	Anthology 5, p. 82	Bagan Epig Database.doc	unclear	false	false	false	18	false	false	true	false	low	manual_review	
frasch-ref-00585	U Min Hswe, no. 21	Bagan Epig Database.doc	bibliographic_reference	true	false	false	18	true	false	true	false	medium	use_for_bibliography	
frasch-ref-00586	List 104	Bagan Epig Database.doc	catalogue_note	false	true	false	8	false	false	false	false	low	use_for_catalogue_evidence	
frasch-ref-00587	B 2, p. 551	Bagan Epig Database.doc	catalogue_note	false	true	false	11	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00588	MM 2, no. 31, p. 122	Bagan Epig Database.doc	catalogue_note	false	true	false	20	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00589	List 101-103	Bagan Epig Database.doc	catalogue_note	false	true	false	12	false	false	false	false	low	use_for_catalogue_evidence	
frasch-ref-00590	B 2, p. 806-809	Bagan Epig Database.doc	catalogue_note	false	true	false	15	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00591	MM 2, nos. 32-34, p. 124sq	Bagan Epig Database.doc	catalogue_note	false	true	false	26	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00592	MM 2, no. 35, p. 141	Bagan Epig Database.doc	catalogue_note	false	true	false	20	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00593	OR 6452 B (1), no. 16	Bagan Epig Database.doc	catalogue_note	false	true	false	21	false	false	true	false	low	use_for_catalogue_evidence	
frasch-ref-00594	Pl. I 7	Bagan Epig Database.doc	catalogue_note	false	true	false	7	false	false	false	false	low	use_for_catalogue_evidence	
frasch-ref-00595	OBI 1, p. 43	Bagan Epig Database.doc	catalogue_note	false	true	false	12	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00596	copy List 106	Bagan Epig Database.doc	unclear	false	false	false	13	false	false	false	false	low	manual_review	
frasch-ref-00597	B 2, p. 768	Bagan Epig Database.doc	catalogue_note	false	true	false	11	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00598	MM 2, no. 36, p. 144	Bagan Epig Database.doc	catalogue_note	false	true	false	20	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00599	ARASI 1921-22, p. 35 and pl. 19a	Bagan Epig Database.doc	catalogue_note	false	true	false	32	false	true	true	true	medium	use_for_catalogue_evidence	
frasch-ref-00600	Luce/U Pe Maung Tin, BBHC 3, 1963, p. 65	Bagan Epig Database.doc	unclear	false	false	false	40	false	true	true	true	low	manual_review	
frasch-ref-00601	List 107	Bagan Epig Database.doc	catalogue_note	false	true	false	8	false	false	false	false	low	use_for_catalogue_evidence	
frasch-ref-00602	A, p. 32	Bagan Epig Database.doc	catalogue_note	false	true	false	8	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00603	Pl. I 8a	Bagan Epig Database.doc	catalogue_note	false	true	false	8	false	false	false	false	low	use_for_catalogue_evidence	
frasch-ref-00604	OBI 1, p. 44	Bagan Epig Database.doc	catalogue_note	false	true	false	12	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00605	List 108	Bagan Epig Database.doc	catalogue_note	false	true	false	8	false	false	false	false	low	use_for_catalogue_evidence	
frasch-ref-00606	A, p. 34	Bagan Epig Database.doc	catalogue_note	false	true	false	8	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00607	MP 1, p. 49	Bagan Epig Database.doc	catalogue_note	false	true	false	11	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00608	Luce/U Pe Maung Tin, BBHC 3, 1963, p. 69	Bagan Epig Database.doc	unclear	false	false	false	40	false	true	true	true	low	manual_review	
frasch-ref-00609	Than Tun, Hnaung-dwe, no. 5, p. 12	Bagan Epig Database.doc	bibliographic_reference	true	false	false	34	true	false	true	false	medium	use_for_bibliography	
frasch-ref-00610	List 111	Bagan Epig Database.doc	catalogue_note	false	true	false	8	false	false	false	false	low	use_for_catalogue_evidence	
frasch-ref-00611	OBI 1, p. 330	Bagan Epig Database.doc	catalogue_note	false	true	false	13	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00612	A, p. 19	Bagan Epig Database.doc	catalogue_note	false	true	false	8	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00613	MM 2, nos. 42-43, p. 168-172	Bagan Epig Database.doc	catalogue_note	false	true	false	28	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00614	MP 1, p. 17	Bagan Epig Database.doc	catalogue_note	false	true	false	11	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00615	Luce C 570	Bagan Epig Database.doc	unclear	false	false	false	10	false	false	false	false	low	manual_review	
frasch-ref-00616	List 112	Bagan Epig Database.doc	catalogue_note	false	true	false	8	false	false	false	false	low	use_for_catalogue_evidence	
frasch-ref-00617	B 1, p. 84	Bagan Epig Database.doc	catalogue_note	false	true	false	10	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00618	MM 2, nos. 40-41, p. 159-163	Bagan Epig Database.doc	catalogue_note	false	true	false	28	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00619	List 113	Bagan Epig Database.doc	catalogue_note	false	true	false	8	false	false	false	false	low	use_for_catalogue_evidence	
frasch-ref-00620	OBI 1, p. 347	Bagan Epig Database.doc	catalogue_note	false	true	false	13	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00621	PPA, p. 145	Bagan Epig Database.doc	catalogue_note	false	true	false	11	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00622	TN p. 67	Bagan Epig Database.doc	catalogue_note	false	true	false	8	false	false	false	false	medium	use_for_catalogue_evidence	
frasch-ref-00623	List 109-110	Bagan Epig Database.doc	catalogue_note	false	true	false	12	false	false	false	false	low	use_for_catalogue_evidence	
frasch-ref-00624	B 2, p. 781-783	Bagan Epig Database.doc	catalogue_note	false	true	false	15	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00625	MM 2, nos. 38-39	Bagan Epig Database.doc	catalogue_note	false	true	false	16	false	false	true	false	low	use_for_catalogue_evidence	
frasch-ref-00626	OR 6452 B (1), no. 31	Bagan Epig Database.doc	catalogue_note	false	true	false	21	false	false	true	false	low	use_for_catalogue_evidence	
frasch-ref-00627	OBI 2, p. 204	Bagan Epig Database.doc	catalogue_note	false	true	false	13	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00628	MP 2, p. 39	Bagan Epig Database.doc	catalogue_note	false	true	false	11	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00629	List 112	Bagan Epig Database.doc	catalogue_note	false	true	false	8	false	false	false	false	low	use_for_catalogue_evidence	
frasch-ref-00630	B 1, p. 84	Bagan Epig Database.doc	catalogue_note	false	true	false	10	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00631	MM 2, nos. 40-41, p. 159-163	Bagan Epig Database.doc	catalogue_note	false	true	false	28	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00632	Pl. I 8b	Bagan Epig Database.doc	catalogue_note	false	true	false	8	false	false	false	false	low	use_for_catalogue_evidence	
frasch-ref-00633	OBI 1, p. 45	Bagan Epig Database.doc	catalogue_note	false	true	false	12	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00634	Luce/ U Pe Maung Tin, BBHC 3, 1963, p. 72	Bagan Epig Database.doc	unclear	false	false	false	41	false	true	true	true	low	manual_review	
frasch-ref-00635	List 757	Bagan Epig Database.doc	catalogue_note	false	true	false	8	false	false	false	false	low	use_for_catalogue_evidence	
frasch-ref-00636	B 2, p. 711	Bagan Epig Database.doc	catalogue_note	false	true	false	11	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00637	TN p. 4	Bagan Epig Database.doc	catalogue_note	false	true	false	7	false	false	false	false	medium	use_for_catalogue_evidence	
frasch-ref-00638	List 115	Bagan Epig Database.doc	catalogue_note	false	true	false	8	false	false	false	false	low	use_for_catalogue_evidence	
frasch-ref-00639	B 2, p. 552	Bagan Epig Database.doc	catalogue_note	false	true	false	11	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00640	MM 4, no. 36, p. 164	Bagan Epig Database.doc	catalogue_note	false	true	false	20	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00641	OBI 1, p. 46	Bagan Epig Database.doc	catalogue_note	false	true	false	12	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00642	RDASB 1963, p. 28	Bagan Epig Database.doc	unclear	false	false	false	17	false	true	true	true	low	manual_review	
frasch-ref-00643	List 97	Bagan Epig Database.doc	catalogue_note	false	true	false	7	false	false	false	false	low	use_for_catalogue_evidence	
frasch-ref-00644	OBI 1, p. 352	Bagan Epig Database.doc	catalogue_note	false	true	false	13	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00645	SIP no. 9, p. 16	Bagan Epig Database.doc	catalogue_note	false	true	false	16	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00646	UB 1, p. 173	Bagan Epig Database.doc	catalogue_note	false	true	false	12	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00647	U Min Hswe, no. 28	Bagan Epig Database.doc	bibliographic_reference	true	false	false	18	true	false	true	false	medium	use_for_bibliography	
frasch-ref-00648	Pl. II 114b	Bagan Epig Database.doc	catalogue_note	false	true	false	11	false	false	false	false	low	use_for_catalogue_evidence	
frasch-ref-00649	OBI 1, p. 353	Bagan Epig Database.doc	catalogue_note	false	true	false	13	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00650	U Hswai, JBRS 48 (2), 1965, p. 67, no. 1	Bagan Epig Database.doc	bibliographic_reference	true	false	false	40	true	true	true	true	high	use_for_bibliography	
frasch-ref-00651	Pl. II 115	Bagan Epig Database.doc	catalogue_note	false	true	false	10	false	false	false	false	low	use_for_catalogue_evidence	
frasch-ref-00652	OBI 1, p. 46	Bagan Epig Database.doc	catalogue_note	false	true	false	12	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00653	Htupa- yon 2, p. 117	Bagan Epig Database.doc	unclear	false	false	false	20	false	false	true	false	low	manual_review	
frasch-ref-00654	RSASB 1912, p. 34	Bagan Epig Database.doc	unclear	false	false	false	17	false	true	true	false	low	manual_review	
frasch-ref-00655	U Nyein Maung’s update to OBI 5 (Htupayon), p. 2	Bagan Epig Database.doc	unclear	false	false	false	48	false	false	true	false	low	manual_review	
frasch-ref-00656	A, p. 17	Bagan Epig Database.doc	catalogue_note	false	true	false	8	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00657	List 119	Bagan Epig Database.doc	catalogue_note	false	true	false	8	false	false	false	false	low	use_for_catalogue_evidence	
frasch-ref-00658	U Tin Lwin, Saddanīti, p. 125 (re- fering to the Mahādvāranikāya-sāsanāvaṁ- sa-dīpanī)	Bagan Epig Database.doc	bibliographic_reference	true	false	false	86	true	false	true	false	medium	use_for_bibliography	
frasch-ref-00659	Pl. I 13	Bagan Epig Database.doc	catalogue_note	false	true	false	8	false	false	false	false	low	use_for_catalogue_evidence	
frasch-ref-00660	OBI 1, p. 48	Bagan Epig Database.doc	catalogue_note	false	true	false	12	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00661	UEM no. 7, p. 12	Bagan Epig Database.doc	catalogue_note	false	true	false	16	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00662	List 120	Bagan Epig Database.doc	catalogue_note	false	true	false	8	false	false	false	false	low	use_for_catalogue_evidence	
frasch-ref-00663	PPA, p. 165	Bagan Epig Database.doc	catalogue_note	false	true	false	11	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00664	TN, p. 79	Bagan Epig Database.doc	catalogue_note	false	true	false	9	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00665	Luce/U Pe Maung Tin, BBHC 3, 1963, p. 96	Bagan Epig Database.doc	unclear	false	false	false	40	false	true	true	true	low	manual_review	
frasch-ref-00666	Pl. III 325	Bagan Epig Database.doc	catalogue_note	false	true	false	11	false	false	false	false	low	use_for_catalogue_evidence	
frasch-ref-00667	OBI 1, p. 49	Bagan Epig Database.doc	catalogue_note	false	true	false	12	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00668	Pl. I 10a+b	Bagan Epig Database.doc	catalogue_note	false	true	false	11	false	false	false	false	low	use_for_catalogue_evidence	
frasch-ref-00669	OBI 1, p. 50	Bagan Epig Database.doc	catalogue_note	false	true	false	12	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00670	SIP no. 11, p. 19	Bagan Epig Database.doc	catalogue_note	false	true	false	17	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00671	UEM no. 8, p. 13	Bagan Epig Database.doc	catalogue_note	false	true	false	16	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00672	List 123a +b	Bagan Epig Database.doc	catalogue_note	false	true	false	12	false	false	false	false	low	use_for_catalogue_evidence	
frasch-ref-00673	PPA, p. 151	Bagan Epig Database.doc	catalogue_note	false	true	false	11	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00674	TN, p. 70	Bagan Epig Database.doc	catalogue_note	false	true	false	9	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00675	Duroiselle, JBRS 6.2, 1916, p. 88	Bagan Epig Database.doc	bibliographic_reference	true	false	false	33	true	true	true	true	high	use_for_bibliography	
frasch-ref-00676	Luce/U Pe Maung Tin, BBHC 3, 1963, p. 80	Bagan Epig Database.doc	unclear	false	false	false	40	false	true	true	true	low	manual_review	
frasch-ref-00677	Anthology 5, p. 84	Bagan Epig Database.doc	unclear	false	false	false	18	false	false	true	false	low	manual_review	
frasch-ref-00678	U Min Hswe, no. 20	Bagan Epig Database.doc	bibliographic_reference	true	false	false	18	true	false	true	false	medium	use_for_bibliography	
frasch-ref-00679	OBI 1, p. 226	Bagan Epig Database.doc	catalogue_note	false	true	false	13	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00680	RDASB 1966	Bagan Epig Database.doc	unclear	false	false	false	10	false	true	false	true	low	manual_review	
frasch-ref-00681	Pl. IV 365b	Bagan Epig Database.doc	catalogue_note	false	true	false	11	false	false	false	false	low	use_for_catalogue_evidence	
frasch-ref-00682	OBI 1, p. 53	Bagan Epig Database.doc	catalogue_note	false	true	false	12	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00683	Pl. I 11	Bagan Epig Database.doc	catalogue_note	false	true	false	8	false	false	false	false	low	use_for_catalogue_evidence	
frasch-ref-00684	OBI 1, p. 54	Bagan Epig Database.doc	catalogue_note	false	true	false	12	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00685	List 125	Bagan Epig Database.doc	catalogue_note	false	true	false	8	false	false	false	false	low	use_for_catalogue_evidence	
frasch-ref-00686	A, p. 36	Bagan Epig Database.doc	catalogue_note	false	true	false	8	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00687	MP 1, p. 139	Bagan Epig Database.doc	catalogue_note	false	true	false	12	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00688	Luce/U Pe Maung Tin, BBHC 3, 1963, p. 88	Bagan Epig Database.doc	unclear	false	false	false	40	false	true	true	true	low	manual_review	
frasch-ref-00689	List 468	Bagan Epig Database.doc	catalogue_note	false	true	false	8	false	false	false	false	low	use_for_catalogue_evidence	
frasch-ref-00690	A, p. 37	Bagan Epig Database.doc	catalogue_note	false	true	false	8	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00691	Pl. I 12	Bagan Epig Database.doc	catalogue_note	false	true	false	8	false	false	false	false	low	use_for_catalogue_evidence	
frasch-ref-00692	OBI 1, p. 55	Bagan Epig Database.doc	catalogue_note	false	true	false	12	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00693	UEM no. 9, p. 16	Bagan Epig Database.doc	catalogue_note	false	true	false	16	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00694	List 80	Bagan Epig Database.doc	catalogue_note	false	true	false	7	false	false	false	false	low	use_for_catalogue_evidence	
frasch-ref-00695	UB1, p. 287	Bagan Epig Database.doc	unclear	false	false	false	11	false	false	true	false	low	manual_review	
frasch-ref-00696	Luce/U Pe Maung Tin, BBHC 3, 1963, p. 91	Bagan Epig Database.doc	unclear	false	false	false	40	false	true	true	true	low	manual_review	
frasch-ref-00697	List 126	Bagan Epig Database.doc	catalogue_note	false	true	false	8	false	false	false	false	low	use_for_catalogue_evidence	
frasch-ref-00698	B 1, p. 417	Bagan Epig Database.doc	catalogue_note	false	true	false	11	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00699	MM 3, no. 7, p. 29	Bagan Epig Database.doc	catalogue_note	false	true	false	18	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00700	List 127	Bagan Epig Database.doc	catalogue_note	false	true	false	8	false	false	false	false	low	use_for_catalogue_evidence	
frasch-ref-00701	B 1, p. 396	Bagan Epig Database.doc	catalogue_note	false	true	false	11	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00702	MM 3, no. 6, p. 27	Bagan Epig Database.doc	catalogue_note	false	true	false	18	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00703	List 129a+b	Bagan Epig Database.doc	catalogue_note	false	true	false	11	false	false	false	false	low	use_for_catalogue_evidence	
frasch-ref-00704	OBI 1 p. 354	Bagan Epig Database.doc	catalogue_note	false	true	false	12	false	false	false	false	medium	use_for_catalogue_evidence	
frasch-ref-00705	UB 2, p. 229	Bagan Epig Database.doc	catalogue_note	false	true	false	12	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00706	Luce G 1964	Bagan Epig Database.doc	unclear	false	false	false	11	false	true	false	false	low	manual_review	
frasch-ref-00707	U Hswai, JBRS 48 (2), 1965, p. 67, no. 3	Bagan Epig Database.doc	bibliographic_reference	true	false	false	40	true	true	true	true	high	use_for_bibliography	
frasch-ref-00708	List 128	Bagan Epig Database.doc	catalogue_note	false	true	false	8	false	false	false	false	low	use_for_catalogue_evidence	
frasch-ref-00709	OBI 1, p. 231	Bagan Epig Database.doc	catalogue_note	false	true	false	13	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00710	U Maung Maung Lat, nos. 1+2	Bagan Epig Database.doc	bibliographic_reference	true	false	false	27	true	false	true	false	medium	use_for_bibliography	
frasch-ref-00711	U Hswai, JBRS 48 (2), 1965, p. 67, no. 2	Bagan Epig Database.doc	bibliographic_reference	true	false	false	40	true	true	true	true	high	use_for_bibliography	
frasch-ref-00712	Pl. I 9a	Bagan Epig Database.doc	catalogue_note	false	true	false	8	false	false	false	false	low	use_for_catalogue_evidence	
frasch-ref-00713	OBI 1, p. 56	Bagan Epig Database.doc	catalogue_note	false	true	false	12	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00714	Luce/U Pe Maung Tin, BBHC 3, 1963, p. 74	Bagan Epig Database.doc	unclear	false	false	false	40	false	true	true	true	low	manual_review	
frasch-ref-00715	OBI 1, p. 358	Bagan Epig Database.doc	catalogue_note	false	true	false	13	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00716	List 130	Bagan Epig Database.doc	catalogue_note	false	true	false	8	false	false	false	false	low	use_for_catalogue_evidence	
frasch-ref-00717	B 2, p. 813	Bagan Epig Database.doc	catalogue_note	false	true	false	11	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00718	MM 3, no. 9, p. 38	Bagan Epig Database.doc	catalogue_note	false	true	false	18	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00719	OBI 1, p. 358	Bagan Epig Database.doc	catalogue_note	false	true	false	13	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00720	List 131	Bagan Epig Database.doc	catalogue_note	false	true	false	8	false	false	false	false	low	use_for_catalogue_evidence	
frasch-ref-00721	B 1, p. 397	Bagan Epig Database.doc	catalogue_note	false	true	false	11	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00722	MM 3, no. 8, p. 36	Bagan Epig Database.doc	catalogue_note	false	true	false	18	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00723	copies List 881	Bagan Epig Database.doc	unclear	false	false	false	15	false	false	false	false	low	manual_review	
frasch-ref-00724	B 1, p. 398	Bagan Epig Database.doc	catalogue_note	false	true	false	11	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00725	MM 4, no. 37, p. 167 (first part, another inscr. dated 788/1416), and MM 4, no. 38, p. 174	Bagan Epig Database.doc	catalogue_note	false	true	false	90	false	true	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00726	List 134-135	Bagan Epig Database.doc	catalogue_note	false	true	false	12	false	false	false	false	low	use_for_catalogue_evidence	
frasch-ref-00727	B 2, p. 818 and 630	Bagan Epig Database.doc	catalogue_note	false	true	false	19	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00728	MM 3, nos. 13-14, p. 51-54	Bagan Epig Database.doc	catalogue_note	false	true	false	26	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00729	OBI 1, p. 362	Bagan Epig Database.doc	catalogue_note	false	true	false	13	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00730	List 136	Bagan Epig Database.doc	catalogue_note	false	true	false	8	false	false	false	false	low	use_for_catalogue_evidence	
frasch-ref-00731	B 2, p. 509	Bagan Epig Database.doc	catalogue_note	false	true	false	11	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00732	RDASB 1938	Bagan Epig Database.doc	unclear	false	false	false	10	false	true	false	true	low	manual_review	
frasch-ref-00733	Pl. IV 366	Bagan Epig Database.doc	catalogue_note	false	true	false	10	false	false	false	false	low	use_for_catalogue_evidence	
frasch-ref-00734	List 132-133	Bagan Epig Database.doc	catalogue_note	false	true	false	12	false	false	false	false	low	use_for_catalogue_evidence	
frasch-ref-00735	B 2, p. 814-817	Bagan Epig Database.doc	catalogue_note	false	true	false	15	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00736	MM 3, nos. 11-12, p. 47-	Bagan Epig Database.doc	catalogue_note	false	true	false	24	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00737	OR 6452 B (1), no. 20	Bagan Epig Database.doc	catalogue_note	false	true	false	21	false	false	true	false	low	use_for_catalogue_evidence	
frasch-ref-00738	Pl. IV 367a	Bagan Epig Database.doc	catalogue_note	false	true	false	11	false	false	false	false	low	use_for_catalogue_evidence	
frasch-ref-00739	Luce, Old Burma, p. 388	Bagan Epig Database.doc	bibliographic_reference	true	false	false	23	true	false	true	false	medium	use_for_bibliography	
frasch-ref-00740	RDASB 1916, p. 21 and App. G, p. 55	Bagan Epig Database.doc	unclear	false	false	false	35	false	true	true	true	low	manual_review	
frasch-ref-00741	List 146	Bagan Epig Database.doc	catalogue_note	false	true	false	8	false	false	false	false	low	use_for_catalogue_evidence	
frasch-ref-00742	OBI 1, p. 360	Bagan Epig Database.doc	catalogue_note	false	true	false	13	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00743	SIP no. 12, p. 21	Bagan Epig Database.doc	catalogue_note	false	true	false	17	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00744	A, p. 39	Bagan Epig Database.doc	catalogue_note	false	true	false	8	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00745	copy List 402	Bagan Epig Database.doc	unclear	false	false	false	13	false	false	false	false	low	manual_review	
frasch-ref-00746	B 2, p. 819	Bagan Epig Database.doc	catalogue_note	false	true	false	11	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00747	MM 4, no. 40, p. 186 (first part)	Bagan Epig Database.doc	catalogue_note	false	true	false	33	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00748	List 137-138	Bagan Epig Database.doc	catalogue_note	false	true	false	12	false	false	false	false	low	use_for_catalogue_evidence	
frasch-ref-00749	B 2, p. 785-786	Bagan Epig Database.doc	catalogue_note	false	true	false	15	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00750	MM 3, nos. 16-17, p. 64 and 66	Bagan Epig Database.doc	catalogue_note	false	true	false	30	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00751	another copy MM 3, no. 18, p. 73	Bagan Epig Database.doc	unclear	false	false	false	32	false	false	true	false	low	manual_review	
frasch-ref-00752	OR 6452 B (1), no. 27	Bagan Epig Database.doc	catalogue_note	false	true	false	21	false	false	true	false	low	use_for_catalogue_evidence	
frasch-ref-00753	List 139	Bagan Epig Database.doc	catalogue_note	false	true	false	8	false	false	false	false	low	use_for_catalogue_evidence	
frasch-ref-00754	B 2, p. 592	Bagan Epig Database.doc	catalogue_note	false	true	false	11	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00755	MM 3, no. 15, p. 56 and MM 4, no. 41, p. 192	Bagan Epig Database.doc	catalogue_note	false	true	false	44	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00756	List 140	Bagan Epig Database.doc	catalogue_note	false	true	false	8	false	false	false	false	low	use_for_catalogue_evidence	
frasch-ref-00757	UB 1, p. 290	Bagan Epig Database.doc	catalogue_note	false	true	false	12	false	false	true	false	medium	use_for_catalogue_evidence	
frasch-ref-00758	Luce file L 3215	Bagan Epig Database.doc	unclear	false	false	false	16	false	false	false	false	low	manual_review	
frasch-ref-00759	List 1324	Bagan Epig Database.doc	catalogue_note	false	true	false	9	false	true	false	false	medium	use_for_catalogue_evidence	
frasch-ref-00760	UB 2 p. 233	Bagan Epig Database.doc	catalogue_note	false	true	false	11	false	false	false	false	medium	use_for_catalogue_evidence	
frasch-ref-00761	OBI 1, p. 363	Bagan Epig Database.doc	catalogue_note	false	true	false	13	false	false	true	false	medium	use_for_catalogue_evidence	
