bibtex_key	entry_type	author	editor	year	title	booktitle	journal	publisher	address	doi	url	isbn	raw_entry_hash	source_label	notes
Chomsky1968	book	Chomsky, Noam and Halle, Morris		1968	{T}he sound pattern of {E}nglish			Harper and Row	New York and Evanston and London				4a204a42810ef16560dc105078ef21da136fb79ff0174cbcd6b9c945d1b79fc2	asia 2.bib	
Clothia1992	article	Chothia, C.		1992	{P}roteins. {O}ne thousand families for the molecular biologist		Nature						3660b6d03ef38eadf02e5e2e304939ad6b0fceabf106d8a521cda9b0f46f5a6c	asia 2.bib	
Chretien1965	article	C.Douglas Chrétien		1965	{T}he statistical structure of the proto-{A}ustronesian morph		Lingua			https://doi.org/10.1016/0024-3841(65)90044-6	http://www.sciencedirect.com/science/article/pii/0024384165900446		fc035aa630f8758dab077ec300df418057794b49b6e5b7a010e1f4fbf375f9e6	asia 2.bib	
Chretien1966	article	Chretien, C. Douglas		1966	{G}enetic linguists and the probability model		Language				http://www.jstor.org/stable/411707		b10dbd523dbb801b376d10d4e67411117d34e4f69808b9729339927cd89b88a8	asia 2.bib	
Chretien1962	article	Chretien, C. Douglas		1962	{T}he {M}athematical {M}odels of {G}lottochronology		Language						82e38d8da9ad1b3568a38f6a69de4397e1482382f45c5127835919b219fa999b	asia 2.bib	
Chretien1963	article	C. Douglas Chrétien		1963	{S}hared {I}nnovations and {S}ubgrouping		International Journal of American Linguistics	University of Chicago Press			http://www.jstor.org/stable/1264110		b5b9377880b3e446eed8b51739827ff78ffc44b0985da23b4d9e931992fd3c58	asia 2.bib	
Christy1980	incollection	Christy, Craig	Koerner, E. F. K.	1980	{U}niformitarianism in nineteenth century linguistics: {I}mplications for a reassessment of the neogrammarian sound-law doctrine	{P}rogress in linguistic historiography: {P}apers from the {I}nternational {C}onference on the {H}istory of the {L}anguage {S}ciences ({O}ttawa, 28-31 {A}ugust 1978)		Benjamins	Amsterdam			9027245010	fb05484b0f4fc0bbe9f1f1dde3d03d596401439b9df1e930820fb6e29e51ea67	asia 2.bib	
Christy1983	book	Christy, Craig		1983	{U}niformitarianism in linguistics			John Benjamins	Amsterdan and Philadelphia				a9c91e20cd6b9442ee245888b057516bbbb2f8130bde9a26d9286720641f1540	asia 2.bib	
Chung2006	article	Chung, Karen Steffen		2006	{C}ontraction and backgrounding in {T}aiwan {M}andarin		Concentric: Studies in Linguistics						8fc75da36c97b9d794cd4f675677cf34245f4fc54048ac19a099d470a35d1c74	asia 2.bib	
Chung2014	incollection	Chung, Karen Steffen and Hill, Nathan W. and Sun, Jackson T.-S.	Lieber, Rochelle and Štekauer, Pavol	2014	{S}ino-{T}ibetan	{T}he {O}xford handbook of derivational morphology.		Oxford University Press	Oxford				989332f0624af8195e1d992329e1e7a50814c2fc269cc72928ed81393b49f838	asia 2.bib	
Chung1996	book	Chung, Raung-fu		1996	{T}he segmental phonology of southern {M}in in {T}aiwan			Crane Publishing	Taipei				5e6aee5834c781eb5c6b2e2263221c00ea64bd41f3b7720a85ae13611fafbbdb	asia 2.bib	
Ciaccio2015	article	Ciaccio, Laura Anna		2015	{C}olor terms and color perception. {R}econciling universalism and relativism		Rivista Italiana di Filosofia del Linguaggio			10.4396/201512201			1badb431912bc1262a313ad000b4bb764130a1f1cccb544e7302860ba59fb35b	asia 2.bib	
Ciobanu2014	inproceedings	Ciobanu, Alina Maria and Dinu, Liviu P.		2013	{A}utomatic detection of cognates using orthographic alignment	{P}roceedings of the 52nd {A}nnual {M}eeting of the {A}ssociation for {C}omputational {L}inguistics ({S}hort {P}apers)							8e96ecee8c14755f76ec176f702274eef035be32204ea446ab12a2b7c43dfe9f	asia 2.bib	
Clackson2007	book	Clackson, James		2007	{I}ndo-{E}uropean linguistics			Cambridge University Press	Cambridge				86117373085cbe184d97d8761d1eef246b6df0a2d72185a894b7b44c597a600d	asia 2.bib	
Bowern2014	collection	Claire Bowern, Bethwyn Evans		2014	{T}he {R}outledge {H}andbook of {H}istorical {L}inguistics			Routledge				0415527899,9780415527897	df1cdc7922ff07ca3344fba220f392c3b6d20fd7dcedd27a02e78712f1929840	asia 2.bib	
Clark2004	article	Clark, J. M. and Paivio, A.		2004	{E}xtensions of the {P}aivio, {Y}uille, and {M}adigan (1968) norms		Behavior Research Methods, Instruments, and Computers						7df31877f34f8d04e4d68be1f0cd896bb2aa780a7f3969a273ed26ee62d70286	asia 2.bib	
Clark1981	book	Clark, Lawrence E.		1981	{D}iccionario popoluca de {O}luta: {P}opoluca-español, español-popoluca			Instituto Lingüístico de Verano	Mexico			9789683101365	8ef8bf1087c036037afb4f7b1ed695ffce7c54a6bea7ebc43c6a67102f5c7113	asia 2.bib	
Clark1961	book	Clark, Lawrence E.		1961	{S}ayula {P}opoluca texts, with grammatical outline			Summer Institute of Linguistics of the University of Oklahoma	Norman		http://www.sil.org/acpub/repository/10420_front.pdf,http://www.sil.org/acpub/repository/10420.pdf		27a0853e22ca19713157f0300e0403dec7d3b25e6dd82f55db5bbecb7609cf65	asia 2.bib	
Clauson1973	article	Clauson, Gerard and Zakar, Andras		1973	{O}n the {I}dea of {S}umerian-{U}ral-{A}ltaic {A}ffinities		Current Anthropology						69617719b38b86cf29af3dbd08340b235e429f84ef994ccde5b3d508c8ddc7a9	asia 2.bib	
Clements1990	incollection	Clements, G. N.	Kingston, J. and Beckmann, M.	1990	{T}he role of the sonority cycle in core syllabification	{P}apers in {L}aboratory {P}honology {I}: {B}etween the grammar and physics of speech		Cambridge University Press	Cambridge				9a3dcb261b0dce191d4dba82d3d0da8f2bcf8d922bad6ca280db9dc1ee4f28d0	asia 2.bib	
Clendon2006	article	Mark Clendon		2006	{R}eassessing {A}ustralia’s {L}inguistic {P}rehistory		Current Anthropology	The University of Chicago Press on behalf of Wenner-Gren Foundation for Anthropological Research					f9c95b326764e333e6fd68f9b4c8e9116ad6cfcf62f5c391926eda05c6313f71	asia 2.bib	
Clerk1911	book	Clerk, F. V.		1911	{A} manual of the {L}awngwaw or {M}aru language, containing: the grammatical principles of the language, glossaries of special terms, colloquial exercises, and {M}aru-{E}nglish and {E}nglish-{M}aru vocabularies			American Baptist mission Press	Rangoon				bac33d21c7a9de2c54ce3e18c75cf0dd98dc2925dd36927154770500b3043988	asia 2.bib	
Coblin2015	book	Coblin, Weldon South		2015	A} study of comparative {G}àn. {I}n memory of {Jerry Norman			Institute of Linguistics, Academia Sinica	Taipei				366e115b1c233ce66de0de320fd64749b272784569dadfd879e171b0c478f4ee	asia 2.bib	
Coblin2006	book	Coblin, Weldon South		2006	{A} {H}andbook of '{P}hags-pa {C}hinese ({ABC} {C}hinese {D}ictionary {S}eries)								f34c8a886e5bd844d5e6e0edad35044208ffcd1d442158e66d719f16a5e7ad76	asia 2.bib	
Coblin1983	book	Coblin, Weldon South		1983	{A} {H}andbook of {E}astern {H}an {S}ound {G}losses			The Chinese University Press	Chicago				9120cedd63e2be21f40faa933d7cf3d9e35629ca3582e4a0b9095fb8275c8db8	asia 2.bib	
Cocho2015	article	Cocho, Germinal AND Flores, Jorge AND Gershenson, Carlos AND Pineda, Carlos AND Sánchez, Sergio		2015	{R}ank {D}iversity of {L}anguages: {G}eneric {B}ehavior in {C}omputational {L}inguistics		PLoS ONE	Public Library of Science		10.1371/journal.pone.0121898	http://dx.doi.org/10.1371%2Fjournal.pone.0121898		ced880a223b877d3f01d86a022838ff720c32dde47a5a834561cb588d3d5da69	asia 2.bib	
Cock2009	article	Cock, P J and Antao, T and Chang, J T and Chapman, B A and Cox, C J and Dalke, A and Friedberg, I and Hamelryck, T and Kauff, F and Wilczynski, B and de Hoon, M J		2009	{B}iopython		Bioinformatics				http://www.hubmed.org/display.cgi?uids=19304878		ee95e2b8dcc5c112f210a064674676909722bff22406041d76d0ad41d6b52129	asia 2.bib	
Cohen1985	article	Cohen, Alvin P.		1985	{A} possible fusion-word in the {Y}i-ching divinations in the {T}so-chuan and the {K}uo-yü		Bulletin of the School of Oriental and African Studies						82417a59409043ba0d6fda342f19770384fa3f51b72738e0fae48a48b54c7a43	asia 2.bib	
Cohen2010	article	Cohen, O. and Ashkenazy, H. and Belinky, F. and Huchon, D. and Pupko, T.		2010	{GLOOME}: gain loss mapping engine		Bioinformatics						c9245532a97b83a683fd3cbbfb69ad9d81468bb2208ef1f4b862ebd1a648f865	asia 2.bib	
Cohen2011b	article	Cohen, Ofir and Pupko, Tal		2011	{I}nference of {G}ain and {L}oss {E}vents from {P}hyletic {P}atterns {U}sing {S}tochastic {M}apping and {M}aximum {P}arsimony—{A} {S}imulation {S}tudy		Genome Biology and Evolution						4496a0f2a1ba0397a93670e3d9ecb90b72ad35eb261535da56b1a4c89b9c0d76	asia 2.bib	
Cohen2010a	article	Cohen, O. and Pupko, T.		2010	{I}nference and characterization of horizontally transferred gene families using stochastic mapping		Molecular Biology and Evolution						caf680acbe69490e26060b37d96fef329c41e6456b9bc38104398c5d762fdde3	asia 2.bib	
Cohen2008	article	Cohen, Ofir and Rubinstein, Nimrod D. and Stern, Adi and Gophna, Uri and Pupko, Tal			{A} likelihood framework to analyse phyletic patterns		Philosophical Transactions of the Royal Society B						23c598198526d23a359f2e08914bfb92067f674c6bc19bdc478d08af69235851	asia 2.bib	
Cole1994	article	Cole, Peter and Sung, Li-May		1994	{H}ead {M}ovement and {L}ong-{D}istance {R}eflexives		Linguistic Inquiry						9d8a8c372b5263079a72c20ebc4bce3820be8036ccdcb5d11e1ed29e701b6121	asia 2.bib	
Cole1996	article	Cole, Peter and Wang, Chengchi		1996	{A}ntecedents and {B}lockers of {L}ong-{D}istance {R}eflexives: {T}he {C}ase of {C}hinese {Z}iji		Linguistic Inquiry						a985806f361f106abc693a0a248b14bf70364af659df0bd7915a77ac76eb6fa6	asia 2.bib	
Coloma2015	article	Coloma, Germ\'{a}n		2015	{T}he {M}enzerath-{A}ltman {L}aw in a cross-linguistic context		SKY Journal of Linguistics						9de7115b0d87137a4ef2d8208828e7160113347dd5333745ec170e1d28583edc	asia 2.bib	
Colonna2010	article	Colonna, V. and Boattini, A. and Guardiano, C. and Dall'ara, I. and Pettener, D. and Longobardi, G. and Barbujani, G.		2010	{L}ong-range comparison between genes and languages based on syntactic distances		Human Heredity						1d6f8ce549ef08a4ba4c2991464e76cce00bf6217286599a318fed4b949c0001	asia 2.bib	
Coltheart1986	article	Coltheart, Veronika and Winograd, Eugene		1986	{W}ord imagery but not age of acquisition affects episodic memory		Memory and Cognition						9750725f607fe1c6751cd87e901d4c41904b483279bb068bfec39da4c605b71e	asia 2.bib	
GOLD2010	report	GOLD Community		2010	{G}eneral {O}ntology for {L}inguistic {D}escription ({GOLD})						http://linguistics-ontology.org/		610ce51c5bd403a656deb95d5c077d0811226120316aa7f1dd0db1c1343264ac	asia 2.bib	
Comrie1998	incollection	Comrie, Bernard	Salmons, J. and Joseph, B.	1998	{R}egular sound correspondences and long-distance genetic comparison	{N}ostratic: {S}ifting the evidence		Benjamins	Amsterdam				8a60c75d8ad707608d2f984d8b6fcf7b2dcc10c0ed4d37f432cc08773963615e	asia 2.bib	
Comrie2008	book	Comrie, Bernard		2008	{A}realtypologie von {S}prachen anhand des ``{W}eltatlas linguistischer {S}trukturen''			Verlag der Sächsischen Akademie der Wissenschaften	Leipzig			9783777615868	5683476092c214913e56081fb07537223b49fab7baa530547e0553256fa8ce1a	asia 2.bib	
Comrie1977	article	Comrie, Bernard and Smith, Norval		1977	{L}ingua {D}escriptive {S}eries: {Q}uestionnaire		Lingua						d01a7d9cf5ae68b42f5c8721c2461ab2ed8832469cb1b5decf65c6a877e8f307	asia 2.bib	
W3C2015	report	W3C Consortium		2015	{M}odel for {T}abular {D}ata and {M}etadata on the {W}eb						https://www.w3.org/TR/tabular-data-model/		2cb5c024e480f19df29143f779ff5f5ab7c00b98f10d9e6cae0e4041ccb8c0e8	asia 2.bib	
Cook2010	article	Cook, Paul and Stevenson, Suzanne		2010	{A}utomatically identifying the source words of lexical blends in {E}nglish		Computational Linguistics						e27e1bd0407a32f0a7b9edd255f5d944f90d5a473e39cf26aecf06b902e10cbb	asia 2.bib	
Cook1996	book	Cook, Vivian and Newson, Mark		1996	{C}homsky's universal grammar			Blackwell	Oxford				78c5989476e071511dfe0b8778cd46cafa12cc8f0318211d1dd8552e715a288f	asia 2.bib	
Cooper2014	inproceedings	Cooper, Doug		2014	{D}ata {W}arehouse, {B}ronze, {G}old, {STEC}, {S}oftware	{P}roceedings of the 2014 {W}orkshop on the {U}se of {C}omputational {M}ethods in the {S}tudy of {E}ndangered {L}anguages							200114a5233643ed6cd4d0704ea8eedb6a50f2193a97abfc86c2e680bf2f8e67	asia 2.bib	
Corel2016	article	Corel, Eduardo and Lopez, Philippe and Méheust, Raphaël and Bapteste, Eric		2016	{N}etwork-thinking: {G}raphs to analyze microbial complexity and evolution		Trends in Microbiology			10.1016/j.tim.2015.12.003			10a9a254f0282e996975ac57d570e39ddd9418aebee8abc899ffb0cf76e332fc	asia 2.bib	
Cormen2009	book	Thomas H. Cormen and Charles E. Leierson and Ronald L. Rivest and Clifford Stein		2009	{I}ntroduction to {A}lgorithms			MIT Press	London				701d4743ce3e665f3466c032caac4842f4b9831f142093f005b7077233df43c4	asia 2.bib	
Coseriu1988	book	Coseriu, Eugenio		1988	{E}inführung in die allgemeine {S}prachwissenschaft			Francke	Tübingen				62067c588e20df826c442f4bf7cc869fa30a40ca3cb215b2d5268776f367bc0e	asia 2.bib	
Coseriu1973	book	Coseriu, Eugenio		1973	{P}robleme der strukturellen {S}emantik			Narr	Tübingen				11b5c3d03d78c432fb292e6523bd7d87f8839d3b2965148178117a9872fe0065	asia 2.bib	
DaCosta2016	inproceedings	Luís Morgado da Costa and Francis Bond and František Kratochvíl	Ilan Kernerman and Iztok Kosem and Simon Krek and Lars Trap-Jensen	2016	{L}inking and disambiguating {S}wadesh lists: expanding the open multilingual {W}ordnet using open language resources	{L}exicographic {R}esources for {H}uman {L}anguage {T}echnology							750850fc4d0214ff4056eaefb91b408820d70d31f179f561e84f4116bbda5a1a	asia 2.bib	
Cotter2016	article	Cotter, william		2016	{P}olitical conflicts as a catalyst for language change		Babel. The Language Magazine						04999c97f2db9a64b6c3898f8eb78a994b7144c631dba5c3eb64acc4b9357aaa	asia 2.bib	
Coupe2007	book	Coupe, Alexander Robertson		2007	{A} grammar of {M}ongsen {A}o			Mouton de Gruyter	Berlin and New York				19ca871db186ca4cfc7e243bc398af99a94e4a3c292f1243b538994adb639a1b	asia 2.bib	
Covello1993	article	Covello, P. S. and Gray, M. W.		1993	{O}n the evolution of {RNA} editing		Trends in Genetics						8eb3db406dea8fe06ed6c16394295a57883764007a81691b9f9c2e02eb4201ef	asia 2.bib	
Covington2004	article	Covington, Michael A.		2004	{T}he {N}umber of {D}istinct {A}lignments of {T}wo {S}trings		Journal of Quantitative Linguistics						bfba0d961bb5442a178e13b8a947b1eb9d4173e2d80f2f8406d03149e75bf8db	asia 2.bib	
Covington1998	inproceedings	Covington, Michael A.		1998	{A}lignment of multiple languages for historical comparison	{P}roceedings of the 36th {A}nnual {M}eeting of the {A}ssociation for {C}omputational {L}inguistics and 17th {I}nternational {C}onference on {C}omputational {L}inguistics							67de19c3aac673830c356ad46921594981a54be8ec1553df914717e76da90134	asia 2.bib	
Covington1996	article	Covington, Michael A.		1996	{A}n algorithm to align words for historical comparison		Computational Linguistics						a60e98bd895c5bab54faddb298ff74587c180f6e3a24739851b5c365fb2d0de0	asia 2.bib	
Crane1987	incollection	Crane, Peter R. and Hill, Christopher R.	Hoenigswald, Henry Max	1987	{C}ladistic and paleobotanical approaches to plant phylogeny	{B}iological metaphor and cladistic classification: {A}n interdisciplinary perspective; [papers from a {S}ymposium on {B}iological {M}etaphor {O}utside {B}iology, held {M}ar. 4 - 5, 1982 ... at the {A}merican {P}hilos. {S}oc.'s {L}ibrary in {P}hiladelphia]		Univ. of Pennsylvania Pr.	Philadelphia			9780812280142	711467cf9f139329cb582c27f3323ea562334782558bb07e4a02c386fc5a22be	asia 2.bib	
Craw1992	incollection	Craw, R.	Griffiths, P. E.	1992	{M}argins of cladistics: identity, difference and place in the emergence of phylogenetic systematics, 1864-1975	{T}rees of {L}ife: {E}ssays in {P}hilosophy of {B}iology		Kluwer	Dordrecht				51de3c1d22729de993e33727dae22b252fe3a97e1e1b5a01cc7c36e189908284	asia 2.bib	
Creutz2005	techreport	Creutz, M. and Lagus, K.		2005	{U}nsupervised morpheme segmentation and morphology induction from text corpora using {M}orfessor 1.0				Helsinki				81877a5315eb4aeb75d42bb3e85b41afc26c2e29aae26e3d96d0f6d21bbf62f1	asia 2.bib	
Crick1959	article	Crick, Francis		1959	{T}he present position of the coding problem		The Brookhaven Symposia in Biology	Brookhaven National Laboratory					99f7ff5769a52369aba607ea104c7381d3237b570042f089d9933d41b6dea434	asia 2.bib	
Crist2005	customa	Crist, Shawn		2005	{T}oward a formal markup standard for etymological data		LSA Annual Meeting				http://www.sean-crist.com/professional/publications/crist_etym_markup.pdf		11d6126a0bf7d8d5d26177643115030de4ccf5690c9c19784d06890c2c33efd6	asia 2.bib	
Croft2003	incollection	Croft, William	Matras, Yaron and Bakker, P.	2003	{M}ixed languages and acts of identity: {A}n evolutionary approach	{T}he {M}ixed {L}anguage {D}ebate		de Gryuter	Berlin			3-11-017776-5	a28d10a2466a2aeec74cc90e53f348328ffef630022d6fe498ff344973f4a3d4	asia 2.bib	
Croft2006	incollection	Croft, William	Nedergaard Thomsen, Ole	2006	{T}he {R}elevance of an {E}volutionary {M}odel to {H}istorical {L}inguistics	{C}ompeting models of linguistic change: {E}volution and beyond ; [16th {I}nternational {C}onference on {H}istorical {L}inguistics, held at the {U}niversity of {C}openhagen, 11 - 15 {A}ugust 2003] /		John Benjamins	Amsterdam			9789027247940	a80d12123a6a9f5317523ccd06bab3684b6e3922b563931f1802519e409fdd02	asia 2.bib	
Croft2008	article	Croft, William		2008	{E}volutionary linguistics		Annual Review of Anthropology						71ccce730f6c81f1899e10b036f2c9e74c840d8c7b799acdedf22aaf214d45fc	asia 2.bib	
Croft2001	book	Croft, William		2001	{R}adical {C}onstruction {G}rammar			Oxford: Oxford University Press					45f0d39bca91b1fa6c800c69e13847a71b0e40118dc478b96ec85c743a3a5e74	asia 2.bib	
Croft2000	book	Croft, William		2000	{E}xplaining language change. {A}n evolutionary approach			Pearson Education Limited	Essex.				66c883e189c12a2be9b08901edc3711f8cfb11683f6500796c40f23ee8c490dd	asia 2.bib	
Croft1990	book	Croft, William		1990	{T}ypology and universals			Cambridge University Press	Cambridge				10fa4e92a04579c28b5f82d10efba313d1a1e82bd6f573581548cfe45615abd0	asia 2.bib	
Croft2009	book	Croft, W. and Beckner, C. and Sutton, L. and Wilkins, J. and Bhattacharya, T. and Hruschka, D.		2009	{Q}uantifying semantic shift for reconstructing language families								738ecf9f4ac9e6b0bf4c58085c6b9c0660398e7840db2e31b135b1c561866876	asia 2.bib	
Cromar2015	article	Cromar, Graham L. and Zhao, Anthony and Yang, Alex and Parkinson, John		2015	{H}yperscape: visualization for complex biological networks		Bioinformatics			10.1093/bioinformatics/btv385	+ http://dx.doi.org/10.1093/bioinformatics/btv385		6aef371aa96a3f117a50d89b6693f4bdc43ec7e28967bcd30bdc65c60a170f87	asia 2.bib	
Cronbach1955	article	Cronbach, Lee J. and Meehl, Paul E.		1955	{C}onstruct validity in psychological tests		Psychological Bulletin						407ea6f72875626c37f2887cb2b137ca10f6ecb4ad6a2f0fd2dd7af0dc9d6c6c	asia 2.bib	
Cross1964	inproceedings	Cross, Ephraim		1964	{L}exicostatistics has not yet attained the status of a science	{P}roceedings of the international congress of linguistics		Sijthoff					35740855e5ef47022038777030a5b05c377769a3cd24fe4138333fb5ce390b3a	asia 2.bib	
Cruciger1616	incollection	Cruciger, Georg		1616	{H}armonia linguarum quatuor cardinalium: {H}ebraicae {G}raecae {L}atinae \& {G}ermanicae: {I}n {Q}ua {P}raeter {S}ummum {E}arum {C}onsensum, acceptionumque propriarum ab impropriis distinctionem, perpetua unius ab altera, origo perspicue deducitur	{G}allica. {L}a bilioth\`eque num\'erique							485ad7621a1a33afbadabae554177bb4b17c25f9ff93912a062c518045cfd2bb	asia 2.bib	
Crystal2003	book	Crystal, David		2003	{L}anguage death			Cambridge University Press	Cambridge			0 521 65321 5	404acbc7a09f60ecef0ebf86dad1b77bf6c1bbd114e7afca9bc05f079f459184	asia 2.bib	
Csardi2006	article	G\'abor Cs\'ardi and Tam\'as Nepusz		2006	{T}he igraph software package for complex network research		Inter{J}ournal. {C}omplex {S}ystems				http://igraph.org		5e02fe5cf2a10daf42906791a171cd19d32a14b1b2433c762459a2fdbc94ae85	asia 2.bib	
Cuetos2011	article	Cuetos, Fernando and Glez-Nosti, Maria and Barbón, Analía and Brysbaert, Marc		2011	{SUBTLEX}-{ESP}: {S}panish word frequencies based on film subtitles		Psicológica						f7a0bd68949b76687188256843a1260ddfb27049ef7b860b52732ea2ad6eca91	asia 2.bib	
Cutler2015	article	Cutler, Cecilia		2015	{W}hite {H}ip-hoppers		Language and Linguistics Compass			10.1111/lnc3.12139			ad9e0b4e508b828f919bc31921e782052bb6e79a505d00164f874a2812d4f63f	asia 2.bib	
Cysouw2010b	article	Cysouw, Michael		2010	{S}emantic maps as metrics on meaning		Linguistic Discovery						47853100010aa0abff6d4c69b69ca44e4809e1f4a51f23713d4013e2a456c2cf	asia 2.bib	
Cysouw2010a	article	Cysouw, Michael		2010	{D}rawing {N}etworks from {R}ecurrent {P}olysemies		Linguistic Discovery						106b3a0e3275f5120b7349e477c435e9ebdc0c77cedca38b1f9860d9379fe82c	asia 2.bib	
Cysouw2008b	misc	Cysouw, Michael		2008	{Q}uantitative approaches to lexical comparison: {L}eipzig {S}pring {S}chool on {L}inguistic {D}iversity 2008						\url{http://email.eva.mpg.de/~cysouw/teaching/LSSLD2008/index.html}		e5a5b98fe43200187d9ecd3f8c4e87b0b0e467a381c3073df644c2f940f45157	asia 2.bib	
Cysouw2008a	article	Cysouw, Michael		2008	{G}eneralizing {L}anguage {C}omparison		Theoretical Linguistics				\url{doi:10.1515/THLI.2008.003}		796bc1b0448e5854537eae747277a0aff3998f5d6566c71ef218a2ce37cb8567	asia 2.bib	
Cysouw2006a	article	Cysouw, Michael		2006	{W}illiam {C}roft, {E}xplaining language change. {A}n evolutionary approach		"Beitr\""age zur Geschichte der deutschen Sprache und Literatur"				\url{doi:10.1515/BGSL.2006.298}		c8423bfb21ba0bdfa5a642324b4b4b91efb3563677a592cb931571f84cc7adff	asia 2.bib	
Cysouw2013	lecture	Cysouw, Michael and List, Johann-Mattis		2013	{D}igital {H}umanities: {E}inführung in die maschinelle {S}prachverarbeitung								9e939a9dd21aa1d50564c9d01e15c5d66310265e075e15ad85bf910c42a477b6	asia 2.bib	
Cysouw2006b	article	Cysouw, Michael and Wichmann, S{\o}ren and Kamholz, David		2006	{A} critique of the separation base method for genealogical subgrouping, with data from {M}ixe-{Z}oquean		Journal of Quantitative Linguistics						9a36bf69bc623f886ec721e854b718a217939beb39c006abd36e07fd69d183bf	asia 2.bib	
Agostino1985	article	D'Agostino, Fred		1985	{O}ntology and {E}xplanation in {H}istorical {L}inguistics		Philosophy of the Social Sciences						41336f2c18883c095f668a92b3ec148e0e7be92d073c024d7e09ac94e4b0a8f6	asia 2.bib	
Dagan2008	article	Dagan, T. and Artzy-Randrup, Y. and Martin, W.		2008	{M}odular networks and cumulative impact of lateral transfer in prokaryote genome evolution		Proceedings of the National Academy of Sciences of the United States of America						521fe4539fbc6c7939094e7511bb79286d74869638c2473024816daed4cad08d	asia 2.bib	
Dagan2009	article	Dagan, T. and Martin, W.		2009	{G}etting a better picture of microbial evolution en route to a network of genomes		Philos. Trans. R. Soc. Lond., B, Biol. Sci.						d517d0a9a50a2df8547467d634784e2e9e01f5ab70fc515aa363ccdf3c2e745f	asia 2.bib	
Dagan2007	article	Dagan, T. and Martin, W.		2007	{A}ncestral genome sizes specify the minimum rate of lateral gene transfer during prokaryote evolution		Proceedings of the National Academy of Sciences of the United States of America						77c8337406b7e9a9994d6f8ef8645f2c0f8556aa19ad43f6d8cff6b939e05101	asia 2.bib	
Dagan2006	article	Dagan, Tal and Martin, William		2006	{T}he tree of one percent		Genome Biology						34429b06801ab7c6497615ad5b9855694b257857764cda6322b2705ccf8b68e7	asia 2.bib	
Dahl2004	book	"Dahl, \""O."		2004	{T}he {G}rowth and {M}aintenance of {L}inguistic {C}omplexity			John Benjamins	Amsterdam				d0a96f510582098d443356449922c091374ee7fb5a4845f81dda895ecfce607f	asia 2.bib	
Dalrymple1998	article	Mary Dalrymple and Makoto Kanazawa and Yookyung Kim and Sam McHombo and Stanley Peters		1998	{R}eciprocal {E}xpressions and the {C}oncept of {R}eciprocity		Linguistics and Philosophy	Springer			http://www.jstor.org/stable/25001700		686fd64d7df42165346cabee1fad3e987a5cf68fb2740a61e842628526b58206	asia 2.bib	
Damerau1964	article	Damerau, Fred J.		1964	{A} technique for computer detection and correction of spelling errors		Communications of the Association for Computing Machinery	ACM	New York, NY, USA				6631235a68ce1551ff0bf5b1b233c07b7f582bc70676a02392508949b26edf8e	asia 2.bib	
Daniels2016	article	Daniels, Don		2016	{M}agɨ: {A}n {U}ndocumented {L}anguage of {P}apua {N}ew {G}uinea		Oceanic Linguistics						b924d7d88c14945a6c75c0066212b922bff02f73194a5047272334ad9c086ef1	asia 2.bib	
Darwin1859	book	Darwin, Charles		1859	{O}n the origin of species by means of natural selection, or, the preservation of favoured races in the struggle for life			John Murray	London				ace683a0dc3dd1451ed71800ff0afc6ad39b6ee6428409ab9032961fb8b3a993	asia 2.bib	
Darwin1837	book	Darwin, Charles		1837	{N}otebook on {T}ransmutation of {S}pecies								794d62879c3e6bb3bd658ba3d14a84563e163b987c9a7f120a445eca602a7d87	asia 2.bib	
Daval-Markussen2011	article	Aymeric Daval-Markussen and Peter Bakker		2011	{A} phylogenetic networks approach to the classification of {E}nglish-based {A}tlantic creoles		English World-Wide						6eb73a03694a9cc361fad7ba7c8268b83ea946482df58324d04de5b7143416ff	asia 2.bib	
Davidson2015	article	Ruth Davidson and Pranjal Vachaspati and Siavash Mirarab and Tandy Warnow		2015	{P}hylogenomic species tree estimation in the presence of incomplete lineage sorting and horizontal gene transfer		BMC Genomics						933e00a7af5bfcd8ac472ae9326a0821bd73030c41b23b4a94de085e5ac53d48	asia 2.bib	
Davies1987	incollection	Davies, Anna Morpurgo	Hoenigswald, Henry Max	1987	`{O}rganic' and `organism' in {F}ranz {B}opp	{B}iological metaphor and cladistic classification: {A}n interdisciplinary perspective; [papers from a {S}ymposium on {B}iological {M}etaphor {O}utside {B}iology, held {M}ar. 4 - 5, 1982 ... at the {A}merican {P}hilos. {S}oc.'s {L}ibrary in {P}hiladelphia]		Univ. of Pennsylvania Pr.	Philadelphia			9780812280142	2450d37b0058dbec1ea2214ee2153755e13bd3953247d515555a724c44f0e6e3	asia 2.bib	
Davis1987	incollection	Davis, Boyd H.	Hoenigswald, Henry Max	1987	{A} legal point	{B}iological metaphor and cladistic classification: {A}n interdisciplinary perspective; [papers from a {S}ymposium on {B}iological {M}etaphor {O}utside {B}iology, held {M}ar. 4 - 5, 1982 ... at the {A}merican {P}hilos. {S}oc.'s {L}ibrary in {P}hiladelphia]		Univ. of Pennsylvania Pr.	Philadelphia			9780812280142	df8efe166930caefe8d39b8af209ac4d6d94dbe33ac053cf8bf0c18f2ad8cedc	asia 2.bib	
Davis2015	article	Davis, Henry and Gillon, Carrie and Matthewson, Lisa		2015	{D}iversity driven but cocognitive constrained: {B}oas meets {C}homsky (response to commentators)		Langauge						e0b7876389470d3069c66c8635476616652fc21ffdfd10eb738a6c2d4c276ac5	asia 2.bib	
