extracted_unit_id	citation_target_id	normalized_source_key	matched_local_file_id	source_page_or_locator	source_entry_number	detected_inscription_identifier	detected_language	unit_type	ocr_text	confidence	linked_corpus_record_id	linked_inscription_id	link_basis	needs_manual_review	notes
iob-index-060	corpus-citation-target-0363	lucePeMaungTinInscriptionsOfBurma	inscriptions_of_burma-b7c07d9f6d02	page 8	Plate LIII	List 194	English	catalogue_entry	Plate LIII. List 194.	high	obi-v01-n0101-ob-p0168	obi-v01-n0101	Exact structured corpus plate citation resolved to OCRed Plate LIII.	false	Linked through exact corpus plate citation(s): Pl. I 53.
iob-index-061	corpus-citation-target-0363	lucePeMaungTinInscriptionsOfBurma	inscriptions_of_burma-b7c07d9f6d02	page 8	Plate LIV	List 465	English	catalogue_entry	Plate LIV. List 465	high	obi-v01-n0105-ob-p0173	obi-v01-n0105	Exact structured corpus plate citation resolved to OCRed Plate LIV.	false	Linked through exact corpus plate citation(s): Pl. I 54.
iob-index-062	corpus-citation-target-0363	lucePeMaungTinInscriptionsOfBurma	inscriptions_of_burma-b7c07d9f6d02	page 8	Plate LV a	List 192; UBI 181; A 60	English	catalogue_entry	"Plate LV a. List 192.
a.
A 60. Now at the Patodawgyi, Amarapura (Stone 33).
UBI 181. At the top of Tuywindaung, Pagan.
A. 58. Now at the Patodawgyi, Amarapura (Stone 30)."	high	obi-v01-n0110-ob-p0183	obi-v01-n0110	Exact structured corpus plate citation resolved to OCRed Plate LV a.	false	Linked through exact corpus plate citation(s): Pl. I 55a.
iob-index-063	corpus-citation-target-0363	lucePeMaungTinInscriptionsOfBurma	inscriptions_of_burma-b7c07d9f6d02	page 8	Plate LV b	List 243; A 7o	English	catalogue_entry	"Plate LV b. List 243. A 7o. From the Shanbaikdaw Mahataw (Uttara monastery), Myinzaing. Now
at the Patodawgyi, Amarapura (Stone 13)."	high	obi-v01-n0175-ob-p0302	obi-v01-n0175	Exact structured corpus plate citation resolved to OCRed Plate LV b.	false	Linked through exact corpus plate citation(s): Pl. I 55b.
iob-index-064	corpus-citation-target-0363	lucePeMaungTinInscriptionsOfBurma	inscriptions_of_burma-b7c07d9f6d02	page 8	Plate LVI a		English	catalogue_entry	Plate LVI a. Now at Pagan Museum (Stone 84 North face).	high	obi-v01-n0068-ob-p0107	obi-v01-n0068	Exact structured corpus plate citation resolved to OCRed Plate LVI a.	false	Linked through exact corpus plate citation(s): Pl. I 56a.
iob-index-065	corpus-citation-target-0363	lucePeMaungTinInscriptionsOfBurma	inscriptions_of_burma-b7c07d9f6d02	page 8	Plate LVI b		English	catalogue_entry	Plate LVI b. Ditto (South face).	high	obi-v01-n0111-re-p0184	obi-v01-n0111	Exact structured corpus plate citation resolved to OCRed Plate LVI b.	false	Linked through exact corpus plate citation(s): Pl. I 56b.
iob-index-066	corpus-citation-target-0363	lucePeMaungTinInscriptionsOfBurma	inscriptions_of_burma-b7c07d9f6d02	page 8	Plate LVII a		English	catalogue_entry	Plate LVII a. Fragment (not numbered; dated 588 r.), now at the Patodawgyi, Amarapura.	medium				true	English index-of-plates entry extracted from the OCRed volume.
iob-index-067	corpus-citation-target-0363	lucePeMaungTinInscriptionsOfBurma	inscriptions_of_burma-b7c07d9f6d02	page 8	Plate LVII b		English	catalogue_entry	Plate LVII b. Now at the Patodawgyi, Amarapura (Stone 371).	high	obi-v01-n0115-ob-p0187	obi-v01-n0115	Exact structured corpus plate citation resolved to OCRed Plate LVII b.	false	Linked through exact corpus plate citation(s): Pl. I 57b.
iob-index-068	corpus-citation-target-0363	lucePeMaungTinInscriptionsOfBurma	inscriptions_of_burma-b7c07d9f6d02	page 8	Plate LVIII		English	catalogue_entry	Plate LVIII. Now at Pagan Museum (Stone 76).	high	obi-v01-n0121-tx-p0198	obi-v01-n0121	Exact structured corpus plate citation resolved to OCRed Plate LVIII.	false	Linked through exact corpus plate citation(s): Pl. I 58.
iob-index-069	corpus-citation-target-0363	lucePeMaungTinInscriptionsOfBurma	inscriptions_of_burma-b7c07d9f6d02	page 8	Plate LIX	List 1251; PPA 192; TN 92	English	catalogue_entry	"Plate LIX. List 1251. PPA 192, TN 92. From the north side of the enclosure of the Shinbinbodhi
pagoda, Pagan. Now at Pagan Museum (Stone 24)."	high	obi-v01-n0007-ob-p0022	obi-v01-n0007	Exact structured corpus plate citation resolved to OCRed Plate LIX.	false	Linked through exact corpus plate citation(s): Pl. I 59.
iob-index-070	corpus-citation-target-0363	lucePeMaungTinInscriptionsOfBurma	inscriptions_of_burma-b7c07d9f6d02	page 8	Plate LX		English	catalogue_entry	Plate LXa. At the top of Thetso Mt., Tuywindaung, Pagan (East face of the stone).	medium				true	English index-of-plates entry extracted from the OCRed volume.
iob-index-071	corpus-citation-target-0363	lucePeMaungTinInscriptionsOfBurma	inscriptions_of_burma-b7c07d9f6d02	page 8	Plate LX b	List 203; UBI 183	English	catalogue_entry	Plate LX b. List 203. UBI 183. Ditto (West face of the stone).	medium				true	English index-of-plates entry extracted from the OCRed volume.
iob-index-072	corpus-citation-target-0363	lucePeMaungTinInscriptionsOfBurma	inscriptions_of_burma-b7c07d9f6d02	page 8	Plate LXI		English	catalogue_entry	Plate LXI. Now at Pagan Museum (Stone B1).	high	obi-v01-n0127-ob-p0206	obi-v01-n0127	Exact structured corpus plate citation resolved to OCRed Plate LXI.	false	Linked through exact corpus plate citation(s): Pl. I 61.
iob-index-073	corpus-citation-target-0363	lucePeMaungTinInscriptionsOfBurma	inscriptions_of_burma-b7c07d9f6d02	page 8	Plate LXII	List 205; PPA 172 173; TN 82-83	English	catalogue_entry	"Plate LXII. List 205. PPA 172 173, TN 82-83. From the east side of the enclosure of the Shinbinbodhi
pagoda, Pagan. Now at Pagan Museum (Stone 13)."	high	obi-v01-n0130-ob-p0211	obi-v01-n0130	Exact structured corpus plate citation resolved to OCRed Plate LXII.	false	Linked through exact corpus plate citation(s): Pl. I 62.
iob-index-074	corpus-citation-target-0363	lucePeMaungTinInscriptionsOfBurma	inscriptions_of_burma-b7c07d9f6d02	page 8	Plate LXIII a	List 185; PPA 212 213; TN 98	English	catalogue_entry	"Plate LXIII a, b. List 185. PPA 212 213, TN 98. In the west porch of the Kubyauk-nge (Mahadhi)
pagoda, Myinpagan (Obverse, 2 fragments)."	medium				true	English index-of-plates entry extracted from the OCRed volume.
iob-index-075	corpus-citation-target-0363	lucePeMaungTinInscriptionsOfBurma	inscriptions_of_burma-b7c07d9f6d02	page 8	Plate LXIV		English	catalogue_entry	Plate LXIV. Ditto (Reverse).	high	obi-v01-n0093-re-p0140	obi-v01-n0093	Exact structured corpus plate citation resolved to OCRed Plate LXIV.	false	Linked through exact corpus plate citation(s): Pl. I 64.
iob-index-076	corpus-citation-target-0363	lucePeMaungTinInscriptionsOfBurma	inscriptions_of_burma-b7c07d9f6d02	page 8	Plate LXV a	List 209; PPA 215; TN 99	English	catalogue_entry	"Plate LXV a. List 209, PPA 215, TN 99. Two-faced inscription on the platform of the Lokananda
pagoda, Thiripyissaya, Pagan (Pali face)."	medium				true	English index-of-plates entry extracted from the OCRed volume.
iob-index-077	corpus-citation-target-0363	lucePeMaungTinInscriptionsOfBurma	inscriptions_of_burma-b7c07d9f6d02	page 8	Plate LXV b	List 210; PPA 216; TN 99-100	English	catalogue_entry	Plate LXV b. List 210. PPA 216, TN 99-100. Ditto (Burmese face).	medium				true	English index-of-plates entry extracted from the OCRed volume.
iob-index-078	corpus-citation-target-0363	lucePeMaungTinInscriptionsOfBurma	inscriptions_of_burma-b7c07d9f6d02	page 8	Plate LXVI		English	catalogue_entry	"Plate LXVI Two-faced inscription found to the east of Myinpagan village'. Now at Pagan Museum,
South Room (Obverse)."	high	obi-v01-n0069-ob-p0108	obi-v01-n0069	Exact structured corpus plate citation resolved to OCRed Plate LXVI.	false	Linked through exact corpus plate citation(s): Pl. I 66.
iob-index-079	corpus-citation-target-0363	lucePeMaungTinInscriptionsOfBurma	inscriptions_of_burma-b7c07d9f6d02	page 8	Plate LXVII		English	catalogue_entry	Plate LXVII. Ditto (Reverse).	high	obi-v01-n0136-re-p0220	obi-v01-n0136	Exact structured corpus plate citation resolved to OCRed Plate LXVII.	false	Linked through exact corpus plate citation(s): Pl. I 67.
iob-index-080	corpus-citation-target-0363	lucePeMaungTinInscriptionsOfBurma	inscriptions_of_burma-b7c07d9f6d02	page 8	Plate LXVIII	List 222; PPA 235-236; TN 107-108	English	catalogue_entry	"Plate LXVIII. List 222. PPA 235-236, TN 107-108. In the West Zanthi pagoda, Minnanthu, Pagan
(Obverse)."	high	obi-v01-n0143-ob-p0240	obi-v01-n0143	Exact structured corpus plate citation resolved to OCRed Plate LXVIII.	false	Linked through exact corpus plate citation(s): Pl. I 68.
iob-index-081	corpus-citation-target-0363	lucePeMaungTinInscriptionsOfBurma	inscriptions_of_burma-b7c07d9f6d02	page 9	Plate LXIX	List 213 SIP 39 42; SIP 39 42; UB I 184-185	English	catalogue_entry	"Plate LXIX. List 213 SIP 39 42, UB I 184-185. From the Sawminlat pagoda, north of the Ananda
pagoda, Pagan. Now at Pagan Museum (Stone 46, East face)."	high	obi-v01-n0135-ob-p0218	obi-v01-n0135	Exact structured corpus plate citation resolved to OCRed Plate LXIX.	false	Linked through exact corpus plate citation(s): Pl. I 69.
iob-index-082	corpus-citation-target-0363	lucePeMaungTinInscriptionsOfBurma	inscriptions_of_burma-b7c07d9f6d02	page 9	Plate LXX	List 221; B II 769	English	catalogue_entry	"Plate LXX. Ditto (West face). (Cf. List 221, B II 769, said to come from a pagoda cast of the
Tainggyut pagoda, Pagan.)"	high	obi-v01-n0144-re-p0242	obi-v01-n0144	Exact structured corpus plate citation resolved to OCRed Plate LXX.	false	Linked through exact corpus plate citation(s): Pl. I 70.
iob-index-083	corpus-citation-target-0363	lucePeMaungTinInscriptionsOfBurma	inscriptions_of_burma-b7c07d9f6d02	page 9	Plate LXXI	List 224; PPA 17; TN 6	English	catalogue_entry	"Plate LXXI. List 224. PPA 17, TN 6. From the south porch of the Thatemokku pagoda, Shwe-
zigon, Pagan. Now at Pagan Museum (Stone 100, West face)."	medium				true	English index-of-plates entry extracted from the OCRed volume.
iob-index-084	corpus-citation-target-0363	lucePeMaungTinInscriptionsOfBurma	inscriptions_of_burma-b7c07d9f6d02	page 9	Plate LXXII	List 145 c; PPA 21; TN 6	English	catalogue_entry	"Plate LXXII. List 145 c.
PPA 21, TN 6. Ditto (East face)."	medium				true	English index-of-plates entry extracted from the OCRed volume.
iob-index-085	corpus-citation-target-0363	lucePeMaungTinInscriptionsOfBurma	inscriptions_of_burma-b7c07d9f6d02	page 9	Plate LXXIII	List 190; SIP 35-39; PPA 224-226; TN 103-104	English	catalogue_entry	"Plate LXXIII. List 190. SIP 35-39, PPA 224-226, TN 103-104. At the Lemyethna pagoda,
Minnanthu, Pagan (large pillar to the south of the inscription-cella, East face)."	medium				true	English index-of-plates entry extracted from the OCRed volume.
iob-index-086	corpus-citation-target-0363	lucePeMaungTinInscriptionsOfBurma	inscriptions_of_burma-b7c07d9f6d02	page 9	Plate LXXIV	List 121; PPA 217-218; TN 100 101	English	catalogue_entry	Plate LXXIV. List 121. PPA 217-218, TN 100 101. Ditto (West face).	high	obi-v01-n0097-tx-p0156	obi-v01-n0097	Exact structured corpus plate citation resolved to OCRed Plate LXXIV.	false	Linked through exact corpus plate citation(s): Pl. I 74.
iob-index-087	corpus-citation-target-0363	lucePeMaungTinInscriptionsOfBurma	inscriptions_of_burma-b7c07d9f6d02	page 9	Plate LXXV a	List 196; PPA 219-220; TN 101	English	catalogue_entry	Plate LXXV a. List 196. PPA 219-220, TN 101. Ditto (North face).	medium				true	Simple plate locator is ambiguous across two corpus records; keep this entry unlinked for review.
iob-index-088	corpus-citation-target-0363	lucePeMaungTinInscriptionsOfBurma	inscriptions_of_burma-b7c07d9f6d02	page 9	Plate LXXV	List 193; PPA 227-228; TN 104-105	English	catalogue_entry	Plate LXXV h. List 193. PPA 227-228, TN 104-105. Ditto (South face).	medium				true	English index-of-plates entry extracted from the OCRed volume.
iob-index-089	corpus-citation-target-0363	lucePeMaungTinInscriptionsOfBurma	inscriptions_of_burma-b7c07d9f6d02	page 9	Plate LXXVI	List 186; PPA 221-223; TN 102-103	English	catalogue_entry	"Plate LXXVI. List 186. PPA 221-223, TN 102-103. At the Lemyethna pagoda, Minnanthu, Pagan
(large pillar to the north of the inscription-cella, East face)."	high	obi-v01-n0142-tx-p0238	obi-v01-n0142	Exact structured corpus plate citation resolved to OCRed Plate LXXVI.	false	Linked through exact corpus plate citation(s): Pl. I 76.
iob-index-090	corpus-citation-target-0363	lucePeMaungTinInscriptionsOfBurma	inscriptions_of_burma-b7c07d9f6d02	page 9	Plate LXXVII	List 197; PPA 229-230; TN 105	English	catalogue_entry	Plate LXXVII. List 197. PPA 229-230, TN 105. Ditto (West face).	high	obi-v01-n0142-tx-p0238	obi-v01-n0142	Exact structured corpus plate citation resolved to OCRed Plate LXXVII.	false	Linked through exact corpus plate citation(s): Pl. I 77.
iob-index-091	corpus-citation-target-0363	lucePeMaungTinInscriptionsOfBurma	inscriptions_of_burma-b7c07d9f6d02	page 9	Plate LXXVIII a	List 199; PPA 231-232; TN 106	English	catalogue_entry	Plate LXXVIII a. List 199. PPA 231-232, TN 106.	high	obi-v01-n0142-tx-p0238	obi-v01-n0142	Exact structured corpus plate citation resolved to OCRed Plate LXXVIII a.	false	Linked through exact corpus plate citation(s): Pl. I 78a.
iob-index-092	corpus-citation-target-0363	lucePeMaungTinInscriptionsOfBurma	inscriptions_of_burma-b7c07d9f6d02	page 9	Plate LXXVIII b		English	catalogue_entry	"Plate LXXVIII b. Ditto (South face).
Ditto (North face)."	high	obi-v01-n0142-tx-p0238	obi-v01-n0142	Exact structured corpus plate citation resolved to OCRed Plate LXXVIII b.	false	Linked through exact corpus plate citation(s): Pl. I 78b.
iob-index-093	corpus-citation-target-0363	lucePeMaungTinInscriptionsOfBurma	inscriptions_of_burma-b7c07d9f6d02	page 9	Plate LXXIX a		English	catalogue_entry	"Plate LXXIX a. At the Lemyethna pagoda, Minnanthu, Pagan (smaller pillar in the centre of the
inscription-cella, East face)."	high	obi-v01-n0146-tx-p0246	obi-v01-n0146	Exact structured corpus plate citation resolved to OCRed Plate LXXIX a.	false	Linked through exact corpus plate citation(s): Pl. I 79a.
iob-index-094	corpus-citation-target-0363	lucePeMaungTinInscriptionsOfBurma	inscriptions_of_burma-b7c07d9f6d02	page 9	Plate LXXIX b	List 223 SIP 42-44; SIP 42-44; PPA 237 238; TN 108 109	English	catalogue_entry	Plate LXXIX b. List 223 SIP 42-44, PPA 237 238, TN 108 109, Ditto (West face).	high	obi-v01-n0146-tx-p0246	obi-v01-n0146	Exact structured corpus plate citation resolved to OCRed Plate LXXIX b.	false	Linked through exact corpus plate citation(s): Pl. I 79b.
iob-index-095	corpus-citation-target-0363	lucePeMaungTinInscriptionsOfBurma	inscriptions_of_burma-b7c07d9f6d02	page 9	Plate LXXX		English	catalogue_entry	"Plate LXXX. At the Lemyethna pagoda, Minnanthu, Pagan (smaller pillar to the south-east of the
inscription-cella, East face)."	medium				true	English index-of-plates entry extracted from the OCRed volume.
iob-index-096	corpus-citation-target-0363	lucePeMaungTinInscriptionsOfBurma	inscriptions_of_burma-b7c07d9f6d02	page 9	Plate LXXXI		English	catalogue_entry	Plate LXXXI. Ditto (West face).	medium				true	English index-of-plates entry extracted from the OCRed volume.
iob-index-097	corpus-citation-target-0363	lucePeMaungTinInscriptionsOfBurma	inscriptions_of_burma-b7c07d9f6d02	page 9	Plate LXXXII a		English	catalogue_entry	Plate LXXXII a. Ditto (South face),	medium				true	English index-of-plates entry extracted from the OCRed volume.
iob-index-098	corpus-citation-target-0363	lucePeMaungTinInscriptionsOfBurma	inscriptions_of_burma-b7c07d9f6d02	page 9	Plate LXXXII b		English	catalogue_entry	Plate LXXXII b. Ditto (North face).	medium				true	English index-of-plates entry extracted from the OCRed volume.
iob-index-099	corpus-citation-target-0363	lucePeMaungTinInscriptionsOfBurma	inscriptions_of_burma-b7c07d9f6d02	page 9	Plate LXXXIII	List 204 PPA 234; PPA 234; TN 107	English	catalogue_entry	"Plate LXXXIII. List 204 PPA 234, TN 107. At the Lemyethna pagoda, Minnanthu, Pagan (stone
on the east side of the inscription-cella, north of the archway, East face)."	high	obi-v01-n0128-ob-p0208	obi-v01-n0128	Exact structured corpus plate citation resolved to OCRed Plate LXXXIII.	false	Linked through exact corpus plate citation(s): Pl. I 83.
iob-index-100	corpus-citation-target-0363	lucePeMaungTinInscriptionsOfBurma	inscriptions_of_burma-b7c07d9f6d02	page 9	Plate LXXXIV	List 173; UBI 175	English	catalogue_entry	"Plate LXXXIV. List 173. UBI 175. At the Lemyethna pagoda, Minnanthu, Pagan (stone outside,
against the north wall of the inscription-cella)."	medium				true	Simple plate locator is ambiguous across multiple corpus records; keep this entry unlinked for review.
iob-index-101	corpus-citation-target-0363	lucePeMaungTinInscriptionsOfBurma	inscriptions_of_burma-b7c07d9f6d02	page 9	Plate LXXXV	List 231; PPA 177-178; TN 84 85	English	catalogue_entry	"Plate LXXXV. List 231. PPA 177-178, TN 84 85. From the east side of the enclosure of the
Shinbinbodhi pagoda, Pagan. Now at Pagan Museum (Stone 59)."	high	obi-v01-n0154-ob-p0257	obi-v01-n0154	Exact structured corpus plate citation resolved to OCRed Plate LXXXV.	false	Linked through exact corpus plate citation(s): Pl. I 85.
iob-index-102	corpus-citation-target-0363	lucePeMaungTinInscriptionsOfBurma	inscriptions_of_burma-b7c07d9f6d02	page 9	Plate LXXXVI		English	catalogue_entry	Plate LXXXVI. Now at Pagan Museums (Stone 43 East face).	medium				true	English index-of-plates entry extracted from the OCRed volume.
iob-index-103	corpus-citation-target-0363	lucePeMaungTinInscriptionsOfBurma	inscriptions_of_burma-b7c07d9f6d02	page 9	Plate LXXXVII		English	catalogue_entry	Plate LXXXVII. Ditto (West face).	medium				true	English index-of-plates entry extracted from the OCRed volume.
iob-index-104	corpus-citation-target-0363	lucePeMaungTinInscriptionsOfBurma	inscriptions_of_burma-b7c07d9f6d02	page 9	Plate LXXXVIII	List 215; PPA 176; TN 84	English	catalogue_entry	"Plate LXXXVIII. List 215. PPA 176, TN 84. From the east side of the enclosure of the Shinbinbodhi
pagoda, Pagan. Now at Pagan Museum (Stone 58)."	high	obi-v01-n0161-ob-p0270	obi-v01-n0161	Exact structured corpus plate citation resolved to OCRed Plate LXXXVIII.	false	Linked through exact corpus plate citation(s): Pl. I 88.
iob-index-105	corpus-citation-target-0363	lucePeMaungTinInscriptionsOfBurma	inscriptions_of_burma-b7c07d9f6d02	page 9	Plate LXXXIX	List 227; UB I 294 295	English	catalogue_entry	"Plate LXXXIX. List 227. UB I 294 295. On the platform of the Zeyyaput pagoda, East Pwazaw,
Pagan (South face)."	medium				true	English index-of-plates entry extracted from the OCRed volume.
iob-index-106	corpus-citation-target-0363	lucePeMaungTinInscriptionsOfBurma	inscriptions_of_burma-b7c07d9f6d02	page 9	Plate XC	List 230; SIP 45-47; UBI 178-180	English	catalogue_entry	Plate XC. List 230. SIP 45-47, UBI 178-180. Ditto (North face).	high	obi-v01-n0160-ob-p0267	obi-v01-n0160	Exact structured corpus plate citation resolved to OCRed Plate XC.	false	Linked through exact corpus plate citation(s): Pl. I 90.
iob-index-107	corpus-citation-target-0363	lucePeMaungTinInscriptionsOfBurma	inscriptions_of_burma-b7c07d9f6d02	page 9	Plate XCI	List 236a	English	catalogue_entry	"Plate XCI. List 236a. UB 1 198-199. From the Mokku pagoda, north-east of the Shwegyaung
monastery, Pagan. Now at Pagan Museum (Stone 42, East face)."	medium				true	English index-of-plates entry extracted from the OCRed volume.
iob-index-108	corpus-citation-target-0363	lucePeMaungTinInscriptionsOfBurma	inscriptions_of_burma-b7c07d9f6d02	page 10	Plate XCII	List 236 b; UBI 200	English	catalogue_entry	"Plate XCII. List 236 b. UBI 200. Ditto (West face).
200"	medium				true	English index-of-plates entry extracted from the OCRed volume.
iob-index-109	corpus-citation-target-0363	lucePeMaungTinInscriptionsOfBurma	inscriptions_of_burma-b7c07d9f6d02	page 10	Plate XCIII	List 211; PPA 59-60; TN 28-29	English	catalogue_entry	"Plate XCIII. List 211. PPA 59-60, TN 28-29. South of the road, about 2co ft. east of the two
Kunzaw zedi which are about 700 ft. west of the Wetkyi-in stream, Pagan. Now at Pagan
Museum (Stone 53)."	high	obi-v01-n0169-ob-p0287	obi-v01-n0169	Exact structured corpus plate citation resolved to OCRed Plate XCIII.	false	Linked through exact corpus plate citation(s): Pl. I 93.
iob-index-110	corpus-citation-target-0363	lucePeMaungTinInscriptionsOfBurma	inscriptions_of_burma-b7c07d9f6d02	page 10	Plate XCIV a	List 237; PPA 99-100; TN 52	English	catalogue_entry	"Plate XCIV a. List 237, PPA 99-100, TN 52. About a mile south-east of the Shwezigon, and
about half a mile south of the Hngetpyittaung pagoda. Now at Pagan Museum (Stone 48,
East face)."	medium				true	English index-of-plates entry extracted from the OCRed volume.
iob-index-111	corpus-citation-target-0363	lucePeMaungTinInscriptionsOfBurma	inscriptions_of_burma-b7c07d9f6d02	page 10	Plate XCIV b		English	catalogue_entry	Plate XCIV b. Ditto (West face).	medium				true	English index-of-plates entry extracted from the OCRed volume.
iob-index-112	corpus-citation-target-0363	lucePeMaungTinInscriptionsOfBurma	inscriptions_of_burma-b7c07d9f6d02	page 10	Plate XCV a	List 238; A 68	English	catalogue_entry	Plate XCV a. List 238. A 68. Now at the Patodawgyi, Amarapura (Stone 27).	high	obi-v01-n0173-ob-p0298	obi-v01-n0173	Exact structured corpus plate citation resolved to OCRed Plate XCV a.	false	Linked through exact corpus plate citation(s): Pl. I 95a.
iob-index-113	corpus-citation-target-0363	lucePeMaungTinInscriptionsOfBurma	inscriptions_of_burma-b7c07d9f6d02	page 10	Plate XCV b		English	catalogue_entry	Plate XCV b. Fragment (not numbered, dated 595.). Now at the Patodawgyi, Amarapura.	high	obi-v01-n0145-ob-p0244	obi-v01-n0145	Exact structured corpus plate citation resolved to OCRed Plate XCV b.	false	Linked through exact corpus plate citation(s): Pl. I 95b.
iob-index-114	corpus-citation-target-0363	lucePeMaungTinInscriptionsOfBurma	inscriptions_of_burma-b7c07d9f6d02	page 10	Plate XCVI	List 235 a; SIP 49; UB I 195-196	English	catalogue_entry	"Plate XCVI. List 235 a. SIP 49, UB I 195-196. From the Sawhlawun pagoda within Pagan town.
Now at Pagan Museum (Stone 44. East face),"	medium				true	English index-of-plates entry extracted from the OCRed volume.
iob-index-115	corpus-citation-target-0363	lucePeMaungTinInscriptionsOfBurma	inscriptions_of_burma-b7c07d9f6d02	page 10	Plate XCVII	List 235 b	English	catalogue_entry	Plate XCVII. List 235 b.	medium				true	English index-of-plates entry extracted from the OCRed volume.
iob-index-116	corpus-citation-target-0363	lucePeMaungTinInscriptionsOfBurma	inscriptions_of_burma-b7c07d9f6d02	page 10	Plate XCVIII	List 479; SIP 49-52; PPA 3ro; TN 143; UBI 197	English	catalogue_entry	"Plate XCVIII. List 479.
SIP 49-52, UBI 197. Ditto (West face).
PPA 3ro, TN 143. In the Sudaungbyi inscription-shed, West Pwazaw,
Pagan (stone in south-west corner, West face)."	high	obi-v01-n0129-tx-p0209	obi-v01-n0129	Exact structured corpus plate citation resolved to OCRed Plate XCVIII.	false	Linked through exact corpus plate citation(s): Pl. I 98.
iob-index-117	corpus-citation-target-0363	lucePeMaungTinInscriptionsOfBurma	inscriptions_of_burma-b7c07d9f6d02	page 10	Plate XCIX		English	catalogue_entry	Plate XCIX. Ditto (East face).	high	obi-v01-n0150-tx-p0253	obi-v01-n0150	Exact structured corpus plate citation resolved to OCRed Plate XCIX.	false	Linked through exact corpus plate citation(s): Pl. I 99.
iob-index-118	corpus-citation-target-0363	lucePeMaungTinInscriptionsOfBurma	inscriptions_of_burma-b7c07d9f6d02	page 10	Plate C		English	catalogue_entry	Plate Ca. Ditto (South face).	medium				true	English index-of-plates entry extracted from the OCRed volume.
iob-index-119	corpus-citation-target-0363	lucePeMaungTinInscriptionsOfBurma	inscriptions_of_burma-b7c07d9f6d02	page 10	Plate C		English	catalogue_entry	Plate Ch. Ditto (North face).	medium				true	English index-of-plates entry extracted from the OCRed volume.
iob-index-120	corpus-citation-target-0363	lucePeMaungTinInscriptionsOfBurma	inscriptions_of_burma-b7c07d9f6d02	page 10	Plate CI	List 241; PPA 179-180; TN 85 86	English	catalogue_entry	"Plate Cl. List 241, PPA 179-180, TN 85 86. From the east side of the enclosure of the Shinbinbodhi
pagoda, Pagan. Now at Pagan Museum (Stone 21, West face)."	high	obi-v01-n0178-tx-p0305	obi-v01-n0178	Exact structured corpus plate citation resolved to OCRed Plate CI.	false	Linked through exact corpus plate citation(s): Pl. I 101.
iob-index-121	corpus-citation-target-0363	lucePeMaungTinInscriptionsOfBurma	inscriptions_of_burma-b7c07d9f6d02	page 10	Plate C	List 287; PPA 101-102; TN 52-53 Outside the Izagawna pagoda	English	catalogue_entry	Plate CH. List 287. PPA 101-102, TN 52-53 Outside the Izagawna pagoda, Minnanthu, Pagan.	medium				true	English index-of-plates entry extracted from the OCRed volume.
iob-index-122	corpus-citation-target-0363	lucePeMaungTinInscriptionsOfBurma	inscriptions_of_burma-b7c07d9f6d02	page 10	Plate CIII	List 26; TN 29-30	English	catalogue_entry	"Plate CIII. List 26, PPA61-62, TN 29-30. Within a brick monastery in the Shwegyaung pangdaik,
Wetkyi-in, about foo ft. south-west of the Shwezigon, Pagan (Obverse)."	medium				true	English index-of-plates entry extracted from the OCRed volume.
iob-index-123	corpus-citation-target-0363	lucePeMaungTinInscriptionsOfBurma	inscriptions_of_burma-b7c07d9f6d02	page 10	Plate CIV	List 220	English	catalogue_entry	Plate CIV. List 220.	medium				true	English index-of-plates entry extracted from the OCRed volume.
iob-index-124	corpus-citation-target-0363	lucePeMaungTinInscriptionsOfBurma	inscriptions_of_burma-b7c07d9f6d02	page 10	Plate CV a	List 242 PPA 63; SIP 52-55; PPA 63; TN 30	English	catalogue_entry	"Plate CV a. List 242
PPA 63, TN 30. Ditto (Reverse),
SIP 52-55, PPA 181-182, TN 86-87. From the south side of the enclosure of
the Shinbinbodhi pagoda, Pagan. Now at Pagan Museum (Stone 60, West face)."	high	obi-v01-n0179-tx-p0306	obi-v01-n0179	Exact structured corpus plate citation resolved to OCRed Plate CV a.	false	Linked through exact corpus plate citation(s): Pl. I 105a.
iob-index-125	corpus-citation-target-0363	lucePeMaungTinInscriptionsOfBurma	inscriptions_of_burma-b7c07d9f6d02	page 10	Plate CV b		English	catalogue_entry	Plate CV b. Ditto (East face).	medium				true	English index-of-plates entry extracted from the OCRed volume.
iob-index-126	corpus-citation-target-0363	lucePeMaungTinInscriptionsOfBurma	inscriptions_of_burma-b7c07d9f6d02	page 10	Plate CVI		English	catalogue_entry	"Plate CVI. In a corner of a ruined brick monastery to the south-east of the Hsinbyushin (Ngazishin)
pagoda, Minnantho, Pagan (Obverse)."	medium				true	English index-of-plates entry extracted from the OCRed volume.
iob-index-127	corpus-citation-target-0363	lucePeMaungTinInscriptionsOfBurma	inscriptions_of_burma-b7c07d9f6d02	page 10	Plate CVII		English	catalogue_entry	Plate CVII. Ditto (Reverse).	medium				true	English index-of-plates entry extracted from the OCRed volume.
iob-index-128	corpus-citation-target-0363	lucePeMaungTinInscriptionsOfBurma	inscriptions_of_burma-b7c07d9f6d02	page 10	Plate CVIII a		English	catalogue_entry	Plate CVIII a. Now at the Patodawgyi, Amarapura (Stone 348, North face).	high	obi-v01-n0053-ob-p0086	obi-v01-n0053	Exact structured corpus plate citation resolved to OCRed Plate CVIII a.	false	Linked through exact corpus plate citation(s): Pl. I 108a.
