dashboard_id	inscription_id	corpus_record_id	corpus_title_or_label	corpus_language_field	corpus_language_scope	citation_target_id	citation_raw	normalized_source_key	source_role	matched_local_file_id	matched_ocr_text_path	translation_status_from_citation	source_text_status_from_citation	source_work_language_scope	citation_relevance_to_burmese_corpus	is_burmese_relevant	source_match_status	ocr_status	extraction_status	next_action	notes
corpus-dashboard-00620	obi-v01-n0096	obi-v01-n0096-tx-p0150	ရွှေကွန်ချာဘုရားကျောက်စာ		unknown	corpus-citation-target-0363	IOB3-310/b	lucePeMaungTinInscriptionsOfBurma	cross_reference_witness	inscriptions_of_burma-b7c07d9f6d02	data/working/ocr/local_sources/text/inscriptions_of_burma-b7c07d9f6d02.txt	cross_reference_only	plate_or_index_witness	mixed_or_uncertain	out_of_scope_non_burmese_record	false	already_ocr_available	completed	out_of_scope_non_burmese	retain_as_non_burmese_support	No stronger conservative family signal was detected.
corpus-dashboard-00621	obi-v01-n0097	obi-v01-n0097-tx-p0151	မဟာသေနာပတိ အနန္တသူရ မောင်နှံကျောက်စာ		unknown	corpus-citation-target-0368	IPPA-224-226	ppaCatalogue	source_text_witness			no_translation_indicator	likely_source_text	mixed_or_uncertain	out_of_scope_non_burmese_record	false	no_local_candidate_found		out_of_scope_non_burmese	retain_as_non_burmese_support	Grouped by recurring leading label. raw IPPA preserved; mapped to PPA-related source work
corpus-dashboard-00622	obi-v01-n0097	obi-v01-n0097-tx-p0151	မဟာသေနာပတိ အနန္တသူရ မောင်နှံကျောက်စာ		unknown	corpus-citation-target-0005	List 190	duroiselle1921list	catalogue_or_list_witness	duroiselle_1921_list_of_inscriptions-fd372f9141d6		cross_reference_only	catalogue_or_list_witness	mixed_or_uncertain	out_of_scope_non_burmese_record	false	exact_or_near_exact_match	not_requested	out_of_scope_non_burmese	retain_as_non_burmese_support	Grouped by recurring leading label.
corpus-dashboard-00623	obi-v01-n0097	obi-v01-n0097-tx-p0151	မဟာသေနာပတိ အနန္တသူရ မောင်နှံကျောက်စာ		unknown	corpus-citation-target-0363	IOB1-73 BED B 585-4	lucePeMaungTinInscriptionsOfBurma	cross_reference_witness	inscriptions_of_burma-b7c07d9f6d02	data/working/ocr/local_sources/text/inscriptions_of_burma-b7c07d9f6d02.txt	cross_reference_only	plate_or_index_witness	mixed_or_uncertain	out_of_scope_non_burmese_record	false	already_ocr_available	completed	out_of_scope_non_burmese	retain_as_non_burmese_support	No stronger conservative family signal was detected.
corpus-dashboard-00624	obi-v01-n0097	obi-v01-n0097-tx-p0151	မဟာသေနာပတိ အနန္တသူရ မောင်နှံကျောက်စာ		unknown	corpus-citation-target-0341	Ref.: Pl. I 73	fam-raw-ref-pl-i-73	mixed_or_uncertain			no_translation_indicator	no_source_text_indicator	mixed_or_uncertain	out_of_scope_non_burmese_record	false	no_local_candidate_found		out_of_scope_non_burmese	retain_as_non_burmese_support	No stronger conservative family signal was detected.
corpus-dashboard-00625	obi-v01-n0097	obi-v01-n0097-tx-p0151	မဟာသေနာပတိ အနန္တသူရ မောင်နှံကျောက်စာ		unknown	corpus-citation-target-0367	OBI 1, p. 151	oldBurmeseInscriptions	internal_corpus_source			no_translation_indicator	no_source_text_indicator	Old Burmese	out_of_scope_non_burmese_record	false	needs_manual_review		out_of_scope_non_burmese	retain_as_non_burmese_support	Grouped by recurring leading label.
corpus-dashboard-00626	obi-v01-n0097	obi-v01-n0097-tx-p0151	မဟာသေနာပတိ အနန္တသူရ မောင်နှံကျောက်စာ		unknown	corpus-citation-target-0371	SIP no. 19, p. 35	sipSelectionsPagan	edition_witness	luce_pemaungtin_1928_inscriptions_of_pag-da9f6d6d89b3	data/working/ocr/local_sources/text/luce_pemaungtin_1928_inscriptions_of_pag-da9f6d6d89b3.txt	no_translation_indicator	likely_source_text	mixed_or_uncertain	out_of_scope_non_burmese_record	false	already_ocr_available	completed	extracted_needs_review	review_extracted_units	Grouped by recurring leading label.
corpus-dashboard-00627	obi-v01-n0097	obi-v01-n0097-tx-p0151	မဟာသေနာပတိ အနန္တသူရ မောင်နှံကျောက်စာ		unknown	corpus-citation-target-0378	UEM no. 31, p. 58	uemSelectionsPagan	edition_witness			no_translation_indicator	likely_source_text	mixed_or_uncertain	out_of_scope_non_burmese_record	false	needs_manual_review		out_of_scope_non_burmese	retain_as_non_burmese_support	Grouped by recurring leading label.
corpus-dashboard-00628	obi-v01-n0097	obi-v01-n0097-tx-p0151	မဟာသေနာပတိ အနန္တသူရ မောင်နှံကျောက်စာ		unknown	corpus-citation-target-0005	List 190	duroiselle1921list	catalogue_or_list_witness	duroiselle_1921_list_of_inscriptions-fd372f9141d6		cross_reference_only	catalogue_or_list_witness	mixed_or_uncertain	out_of_scope_non_burmese_record	false	exact_or_near_exact_match	not_requested	out_of_scope_non_burmese	retain_as_non_burmese_support	Grouped by recurring leading label.
corpus-dashboard-00629	obi-v01-n0097	obi-v01-n0097-tx-p0151	မဟာသေနာပတိ အနန္တသူရ မောင်နှံကျောက်စာ		unknown	corpus-citation-target-0368	PPA, p. 224	ppaCatalogue	source_text_witness			no_translation_indicator	likely_source_text	mixed_or_uncertain	out_of_scope_non_burmese_record	false	no_local_candidate_found		out_of_scope_non_burmese	retain_as_non_burmese_support	Grouped by recurring leading label.
corpus-dashboard-00630	obi-v01-n0097	obi-v01-n0097-tx-p0151	မဟာသေနာပတိ အနန္တသူရ မောင်နှံကျောက်စာ		unknown	corpus-citation-target-0372	TN, p. 103	tnInscriptionsPaganPinyaAva	translation_witness			likely_translation_source	no_source_text_indicator	mixed_or_uncertain	out_of_scope_non_burmese_record	false	no_local_candidate_found		out_of_scope_non_burmese	retain_as_non_burmese_support	Grouped by recurring leading label.
corpus-dashboard-00631	obi-v01-n0097	obi-v01-n0097-tx-p0151	မဟာသေနာပတိ အနန္တသူရ မောင်နှံကျောက်စာ		unknown	corpus-citation-target-0360	U Than Tun, Religious Buildings, JBRS 1959, p. 74-5	journalBurmaResearchSociety	commentary_witness			no_translation_indicator	no_source_text_indicator	mixed_or_uncertain	out_of_scope_non_burmese_record	false	no_local_candidate_found		out_of_scope_non_burmese	retain_as_non_burmese_support	Grouped by recurring publication abbreviation.
corpus-dashboard-00632	obi-v01-n0097	obi-v01-n0097-tx-p0151	မဟာသေနာပတိ အနန္တသူရ မောင်နှံကျောက်စာ		unknown	corpus-citation-target-0360	Luce, Myanmar's Debt, JBRS 1932, p. 125	journalBurmaResearchSociety	commentary_witness			no_translation_indicator	no_source_text_indicator	mixed_or_uncertain	out_of_scope_non_burmese_record	false	no_local_candidate_found		out_of_scope_non_burmese	retain_as_non_burmese_support	Grouped by recurring publication abbreviation.
corpus-dashboard-00633	obi-v01-n0097	obi-v01-n0097-tx-p0151	မဟာသေနာပတိ အနန္တသူရ မောင်နှံကျောက်စာ		unknown	corpus-citation-target-0347	Strachan, Pagan, p. 127-8	fam-raw-strachan-pagan	commentary_witness			no_translation_indicator	no_source_text_indicator	mixed_or_uncertain	out_of_scope_non_burmese_record	false	no_local_candidate_found		out_of_scope_non_burmese	retain_as_non_burmese_support	No stronger conservative family signal was detected.
corpus-dashboard-00634	obi-v01-n0097	obi-v01-n0097-tx-p0151	မဟာသေနာပတိ အနန္တသူရ မောင်နှံကျောက်စာ		unknown	corpus-citation-target-0360	U Than Tun, Buddhism, JBRS 1978, p. 130-3	journalBurmaResearchSociety	commentary_witness			no_translation_indicator	no_source_text_indicator	mixed_or_uncertain	out_of_scope_non_burmese_record	false	no_local_candidate_found		out_of_scope_non_burmese	retain_as_non_burmese_support	Grouped by recurring publication abbreviation.
corpus-dashboard-00635	obi-v01-n0097	obi-v01-n0097-tx-p0151	မဟာသေနာပတိ အနန္တသူရ မောင်နှံကျောက်စာ		unknown	corpus-citation-target-0002	Anthology 5, p. 85	anthology	commentary_witness			no_translation_indicator	no_source_text_indicator	mixed_or_uncertain	out_of_scope_non_burmese_record	false	no_local_candidate_found		out_of_scope_non_burmese	retain_as_non_burmese_support	Grouped by recurring title keyword.
corpus-dashboard-00636	obi-v01-n0097	obi-v01-n0097-tx-p0151	မဟာသေနာပတိ အနန္တသူရ မောင်နှံကျောက်စာ		unknown	corpus-citation-target-0325	Lubeigt, Pagan, p. 339	fam-raw-lubeigt-pagan	commentary_witness			no_translation_indicator	no_source_text_indicator	mixed_or_uncertain	out_of_scope_non_burmese_record	false	no_local_candidate_found		out_of_scope_non_burmese	retain_as_non_burmese_support	No stronger conservative family signal was detected.
corpus-dashboard-00637	obi-v01-n0097	obi-v01-n0097-tx-p0151	မဟာသေနာပတိ အနန္တသူရ မောင်နှံကျောက်စာ		unknown	corpus-citation-target-0206	Hla Thamein, Bagan-hket, p. 113	fam-raw-hla-thamein-bagan-hket	commentary_witness			no_translation_indicator	no_source_text_indicator	mixed_or_uncertain	out_of_scope_non_burmese_record	false	no_local_candidate_found		out_of_scope_non_burmese	retain_as_non_burmese_support	No stronger conservative family signal was detected.
corpus-dashboard-00638	obi-v01-n0097	obi-v01-n0097-tx-p0156	မဟာသေနာပတိ အန္တသူရမောင်နှံ ကျောက်စာ		unknown	corpus-citation-target-0368	IPPA-217, 218	ppaCatalogue	source_text_witness			no_translation_indicator	likely_source_text	mixed_or_uncertain	out_of_scope_non_burmese_record	false	no_local_candidate_found		out_of_scope_non_burmese	retain_as_non_burmese_support	Grouped by recurring leading label. raw IPPA preserved; mapped to PPA-related source work
corpus-dashboard-00639	obi-v01-n0097	obi-v01-n0097-tx-p0156	မဟာသေနာပတိ အန္တသူရမောင်နှံ ကျောက်စာ		unknown	corpus-citation-target-0005	List-121	duroiselle1921list	catalogue_or_list_witness	duroiselle_1921_list_of_inscriptions-fd372f9141d6		cross_reference_only	catalogue_or_list_witness	mixed_or_uncertain	out_of_scope_non_burmese_record	false	exact_or_near_exact_match	not_requested	out_of_scope_non_burmese	retain_as_non_burmese_support	Grouped by recurring leading label.
corpus-dashboard-00640	obi-v01-n0097	obi-v01-n0097-tx-p0156	မဟာသေနာပတိ အန္တသူရမောင်နှံ ကျောက်စာ		unknown	corpus-citation-target-0363	IOB1-74 BED B 585-5	lucePeMaungTinInscriptionsOfBurma	cross_reference_witness	inscriptions_of_burma-b7c07d9f6d02	data/working/ocr/local_sources/text/inscriptions_of_burma-b7c07d9f6d02.txt	cross_reference_only	plate_or_index_witness	mixed_or_uncertain	out_of_scope_non_burmese_record	false	already_ocr_available	completed	out_of_scope_non_burmese	retain_as_non_burmese_support	No stronger conservative family signal was detected.
corpus-dashboard-00641	obi-v01-n0097	obi-v01-n0097-tx-p0156	မဟာသေနာပတိ အန္တသူရမောင်နှံ ကျောက်စာ		unknown	corpus-citation-target-0363	Pl. I 74	lucePeMaungTinInscriptionsOfBurma	cross_reference_witness	inscriptions_of_burma-b7c07d9f6d02	data/working/ocr/local_sources/text/inscriptions_of_burma-b7c07d9f6d02.txt	cross_reference_only	plate_or_index_witness	mixed_or_uncertain	out_of_scope_non_burmese_record	false	already_ocr_available	completed	out_of_scope_non_burmese	retain_as_non_burmese_support	Grouped by recurring leading label.
corpus-dashboard-00642	obi-v01-n0097	obi-v01-n0097-tx-p0156	မဟာသေနာပတိ အန္တသူရမောင်နှံ ကျောက်စာ		unknown	corpus-citation-target-0367	OBI 1, p. 156	oldBurmeseInscriptions	internal_corpus_source			no_translation_indicator	no_source_text_indicator	Old Burmese	out_of_scope_non_burmese_record	false	needs_manual_review		out_of_scope_non_burmese	retain_as_non_burmese_support	Grouped by recurring leading label.
corpus-dashboard-00643	obi-v01-n0097	obi-v01-n0097-tx-p0156	မဟာသေနာပတိ အန္တသူရမောင်နှံ ကျောက်စာ		unknown	corpus-citation-target-0378	UEM no. 31, p. 65	uemSelectionsPagan	edition_witness			no_translation_indicator	likely_source_text	mixed_or_uncertain	out_of_scope_non_burmese_record	false	needs_manual_review		out_of_scope_non_burmese	retain_as_non_burmese_support	Grouped by recurring leading label.
corpus-dashboard-00644	obi-v01-n0097	obi-v01-n0097-tx-p0156	မဟာသေနာပတိ အန္တသူရမောင်နှံ ကျောက်စာ		unknown	corpus-citation-target-0005	List 121	duroiselle1921list	catalogue_or_list_witness	duroiselle_1921_list_of_inscriptions-fd372f9141d6		cross_reference_only	catalogue_or_list_witness	mixed_or_uncertain	out_of_scope_non_burmese_record	false	exact_or_near_exact_match	not_requested	out_of_scope_non_burmese	retain_as_non_burmese_support	Grouped by recurring leading label.
corpus-dashboard-00645	obi-v01-n0097	obi-v01-n0097-tx-p0156	မဟာသေနာပတိ အန္တသူရမောင်နှံ ကျောက်စာ		unknown	corpus-citation-target-0368	PPA, p. 217	ppaCatalogue	source_text_witness			no_translation_indicator	likely_source_text	mixed_or_uncertain	out_of_scope_non_burmese_record	false	no_local_candidate_found		out_of_scope_non_burmese	retain_as_non_burmese_support	Grouped by recurring leading label.
corpus-dashboard-00646	obi-v01-n0097	obi-v01-n0097-tx-p0156	မဟာသေနာပတိ အန္တသူရမောင်နှံ ကျောက်စာ		unknown	corpus-citation-target-0372	TN, p. 100	tnInscriptionsPaganPinyaAva	translation_witness			likely_translation_source	no_source_text_indicator	mixed_or_uncertain	out_of_scope_non_burmese_record	false	no_local_candidate_found		out_of_scope_non_burmese	retain_as_non_burmese_support	Grouped by recurring leading label.
corpus-dashboard-00647	obi-v01-n0097	obi-v01-n0097-tx-p0161	မဟာသေနာပတိ အနန္တသူရမောင်နှံကျောက်စာ		unknown	corpus-citation-target-0368	IPPA-227, 228	ppaCatalogue	source_text_witness			no_translation_indicator	likely_source_text	mixed_or_uncertain	out_of_scope_non_burmese_record	false	no_local_candidate_found		out_of_scope_non_burmese	retain_as_non_burmese_support	Grouped by recurring leading label. raw IPPA preserved; mapped to PPA-related source work
corpus-dashboard-00648	obi-v01-n0097	obi-v01-n0097-tx-p0161	မဟာသေနာပတိ အနန္တသူရမောင်နှံကျောက်စာ		unknown	corpus-citation-target-0005	List-193	duroiselle1921list	catalogue_or_list_witness	duroiselle_1921_list_of_inscriptions-fd372f9141d6		cross_reference_only	catalogue_or_list_witness	mixed_or_uncertain	out_of_scope_non_burmese_record	false	exact_or_near_exact_match	not_requested	out_of_scope_non_burmese	retain_as_non_burmese_support	Grouped by recurring leading label.
corpus-dashboard-00649	obi-v01-n0097	obi-v01-n0097-tx-p0161	မဟာသေနာပတိ အနန္တသူရမောင်နှံကျောက်စာ		unknown	corpus-citation-target-0363	IOB1-75/b BED B 586-1	lucePeMaungTinInscriptionsOfBurma	cross_reference_witness	inscriptions_of_burma-b7c07d9f6d02	data/working/ocr/local_sources/text/inscriptions_of_burma-b7c07d9f6d02.txt	cross_reference_only	plate_or_index_witness	mixed_or_uncertain	out_of_scope_non_burmese_record	false	already_ocr_available	completed	out_of_scope_non_burmese	retain_as_non_burmese_support	No stronger conservative family signal was detected.
corpus-dashboard-00650	obi-v01-n0097	obi-v01-n0097-tx-p0161	မဟာသေနာပတိ အနန္တသူရမောင်နှံကျောက်စာ		unknown	corpus-citation-target-0363	Pl. I 75a	lucePeMaungTinInscriptionsOfBurma	cross_reference_witness	inscriptions_of_burma-b7c07d9f6d02	data/working/ocr/local_sources/text/inscriptions_of_burma-b7c07d9f6d02.txt	cross_reference_only	plate_or_index_witness	mixed_or_uncertain	out_of_scope_non_burmese_record	false	already_ocr_available	completed	out_of_scope_non_burmese	retain_as_non_burmese_support	Grouped by recurring leading label.
corpus-dashboard-00651	obi-v01-n0097	obi-v01-n0097-tx-p0161	မဟာသေနာပတိ အနန္တသူရမောင်နှံကျောက်စာ		unknown	corpus-citation-target-0367	OBI 1, p. 161	oldBurmeseInscriptions	internal_corpus_source			no_translation_indicator	no_source_text_indicator	Old Burmese	out_of_scope_non_burmese_record	false	needs_manual_review		out_of_scope_non_burmese	retain_as_non_burmese_support	Grouped by recurring leading label.
corpus-dashboard-00652	obi-v01-n0097	obi-v01-n0097-tx-p0161	မဟာသေနာပတိ အနန္တသူရမောင်နှံကျောက်စာ		unknown	corpus-citation-target-0378	UEM no. 31, p. 72	uemSelectionsPagan	edition_witness			no_translation_indicator	likely_source_text	mixed_or_uncertain	out_of_scope_non_burmese_record	false	needs_manual_review		out_of_scope_non_burmese	retain_as_non_burmese_support	Grouped by recurring leading label.
corpus-dashboard-00653	obi-v01-n0097	obi-v01-n0097-tx-p0161	မဟာသေနာပတိ အနန္တသူရမောင်နှံကျောက်စာ		unknown	corpus-citation-target-0005	List 193	duroiselle1921list	catalogue_or_list_witness	duroiselle_1921_list_of_inscriptions-fd372f9141d6		cross_reference_only	catalogue_or_list_witness	mixed_or_uncertain	out_of_scope_non_burmese_record	false	exact_or_near_exact_match	not_requested	out_of_scope_non_burmese	retain_as_non_burmese_support	Grouped by recurring leading label.
corpus-dashboard-00654	obi-v01-n0097	obi-v01-n0097-tx-p0161	မဟာသေနာပတိ အနန္တသူရမောင်နှံကျောက်စာ		unknown	corpus-citation-target-0368	PPA, p. 227	ppaCatalogue	source_text_witness			no_translation_indicator	likely_source_text	mixed_or_uncertain	out_of_scope_non_burmese_record	false	no_local_candidate_found		out_of_scope_non_burmese	retain_as_non_burmese_support	Grouped by recurring leading label.
corpus-dashboard-00655	obi-v01-n0098	obi-v01-n0098-ob-p0164	ငါတတ်သင်မယားကျောက်စာ		unknown	corpus-citation-target-0363	IOB2-121/b BED B 586-2	lucePeMaungTinInscriptionsOfBurma	cross_reference_witness	inscriptions_of_burma-b7c07d9f6d02	data/working/ocr/local_sources/text/inscriptions_of_burma-b7c07d9f6d02.txt	cross_reference_only	plate_or_index_witness	mixed_or_uncertain	out_of_scope_non_burmese_record	false	already_ocr_available	completed	out_of_scope_non_burmese	retain_as_non_burmese_support	No stronger conservative family signal was detected.
corpus-dashboard-00656	obi-v01-n0098	obi-v01-n0098-ob-p0164	ငါတတ်သင်မယားကျောက်စာ		unknown	corpus-citation-target-0363	Pl. I 121b	lucePeMaungTinInscriptionsOfBurma	cross_reference_witness	inscriptions_of_burma-b7c07d9f6d02	data/working/ocr/local_sources/text/inscriptions_of_burma-b7c07d9f6d02.txt	cross_reference_only	plate_or_index_witness	mixed_or_uncertain	out_of_scope_non_burmese_record	false	already_ocr_available	completed	out_of_scope_non_burmese	retain_as_non_burmese_support	Grouped by recurring leading label.
corpus-dashboard-00657	obi-v01-n0098	obi-v01-n0098-ob-p0164	ငါတတ်သင်မယားကျောက်စာ		unknown	corpus-citation-target-0367	OBI 1, p. 164	oldBurmeseInscriptions	internal_corpus_source			no_translation_indicator	no_source_text_indicator	Old Burmese	out_of_scope_non_burmese_record	false	needs_manual_review		out_of_scope_non_burmese	retain_as_non_burmese_support	Grouped by recurring leading label.
corpus-dashboard-00658	obi-v01-n0098	obi-v01-n0098-ob-p0164	ငါတတ်သင်မယားကျောက်စာ		unknown	corpus-citation-target-0370	RDASB 1926, p. 26 and App. G, no. 12	rdasbSourceFamily	commentary_witness			no_translation_indicator	no_source_text_indicator	mixed_or_uncertain	out_of_scope_non_burmese_record	false	no_local_candidate_found		out_of_scope_non_burmese	retain_as_non_burmese_support	Grouped by recurring publication abbreviation.
corpus-dashboard-00659	obi-v01-n0099	obi-v01-n0099-ob-p0164	အသင်္ခယာ မင်းမတ်မယားကျောက်စာ		unknown	corpus-citation-target-0363	IOB2-190/a BED B 586-3	lucePeMaungTinInscriptionsOfBurma	cross_reference_witness	inscriptions_of_burma-b7c07d9f6d02	data/working/ocr/local_sources/text/inscriptions_of_burma-b7c07d9f6d02.txt	cross_reference_only	plate_or_index_witness	mixed_or_uncertain	out_of_scope_non_burmese_record	false	already_ocr_available	completed	out_of_scope_non_burmese	retain_as_non_burmese_support	No stronger conservative family signal was detected.
corpus-dashboard-00660	obi-v01-n0099	obi-v01-n0099-ob-p0164	အသင်္ခယာ မင်းမတ်မယားကျောက်စာ		unknown	corpus-citation-target-0363	Pl. II 190a	lucePeMaungTinInscriptionsOfBurma	cross_reference_witness	inscriptions_of_burma-b7c07d9f6d02	data/working/ocr/local_sources/text/inscriptions_of_burma-b7c07d9f6d02.txt	cross_reference_only	plate_or_index_witness	mixed_or_uncertain	out_of_scope_non_burmese_record	false	already_ocr_available	completed	out_of_scope_non_burmese	retain_as_non_burmese_support	Grouped by recurring leading label.
corpus-dashboard-00661	obi-v01-n0099	obi-v01-n0099-ob-p0164	အသင်္ခယာ မင်းမတ်မယားကျောက်စာ		unknown	corpus-citation-target-0367	OBI 1, p. 164	oldBurmeseInscriptions	internal_corpus_source			no_translation_indicator	no_source_text_indicator	Old Burmese	out_of_scope_non_burmese_record	false	needs_manual_review		out_of_scope_non_burmese	retain_as_non_burmese_support	Grouped by recurring leading label.
corpus-dashboard-00662	obi-v01-n0100	obi-v01-n0100-ob-p0167	သင်ကြီး အို့သီသင် ကျောက်စာ		unknown	corpus-citation-target-0355	BED B 586-4	fraschBaganEpigraphicDatabasePartB	catalogue_or_list_witness			cross_reference_only	catalogue_or_list_witness	mixed_or_uncertain	out_of_scope_non_burmese_record	false	no_local_candidate_found		out_of_scope_non_burmese	retain_as_non_burmese_support	Grouped by recurring leading label.
corpus-dashboard-00663	obi-v01-n0100	obi-v01-n0100-ob-p0167	သင်ကြီး အို့သီသင် ကျောက်စာ		unknown	corpus-citation-target-0363	Pl. II 124a	lucePeMaungTinInscriptionsOfBurma	cross_reference_witness	inscriptions_of_burma-b7c07d9f6d02	data/working/ocr/local_sources/text/inscriptions_of_burma-b7c07d9f6d02.txt	cross_reference_only	plate_or_index_witness	mixed_or_uncertain	out_of_scope_non_burmese_record	false	already_ocr_available	completed	out_of_scope_non_burmese	retain_as_non_burmese_support	Grouped by recurring leading label.
corpus-dashboard-00664	obi-v01-n0100	obi-v01-n0100-ob-p0167	သင်ကြီး အို့သီသင် ကျောက်စာ		unknown	corpus-citation-target-0367	OBI 1, p. 167	oldBurmeseInscriptions	internal_corpus_source			no_translation_indicator	no_source_text_indicator	Old Burmese	out_of_scope_non_burmese_record	false	needs_manual_review		out_of_scope_non_burmese	retain_as_non_burmese_support	Grouped by recurring leading label.
corpus-dashboard-00665	obi-v01-n0100	obi-v01-n0100-ob-p0167	သင်ကြီး အို့သီသင် ကျောက်စာ		unknown	corpus-citation-target-0370	RDASB 1947	rdasbSourceFamily	commentary_witness			no_translation_indicator	no_source_text_indicator	mixed_or_uncertain	out_of_scope_non_burmese_record	false	no_local_candidate_found		out_of_scope_non_burmese	retain_as_non_burmese_support	Grouped by recurring publication abbreviation.
corpus-dashboard-00666	obi-v01-n0101	obi-v01-n0101-ob-p0168	မန္တလေး နန်းတွင်းရုံ ကျောက်တိုင်အမှတ် ၃၃ ကျောက်စာ		unknown	corpus-citation-target-0151	BA-60	fam-raw-ba-60	commentary_witness			no_translation_indicator	no_source_text_indicator	mixed_or_uncertain	out_of_scope_non_burmese_record	false	no_local_candidate_found		out_of_scope_non_burmese	retain_as_non_burmese_support	No stronger conservative family signal was detected.
corpus-dashboard-00667	obi-v01-n0101	obi-v01-n0101-ob-p0168	မန္တလေး နန်းတွင်းရုံ ကျောက်တိုင်အမှတ် ၃၃ ကျောက်စာ		unknown	corpus-citation-target-0005	List 194	duroiselle1921list	catalogue_or_list_witness	duroiselle_1921_list_of_inscriptions-fd372f9141d6		cross_reference_only	catalogue_or_list_witness	mixed_or_uncertain	out_of_scope_non_burmese_record	false	exact_or_near_exact_match	not_requested	out_of_scope_non_burmese	retain_as_non_burmese_support	Grouped by recurring leading label.
corpus-dashboard-00668	obi-v01-n0101	obi-v01-n0101-ob-p0168	မန္တလေး နန်းတွင်းရုံ ကျောက်တိုင်အမှတ် ၃၃ ကျောက်စာ		unknown	corpus-citation-target-0363	IOB1-53 BED B 586-5	lucePeMaungTinInscriptionsOfBurma	cross_reference_witness	inscriptions_of_burma-b7c07d9f6d02	data/working/ocr/local_sources/text/inscriptions_of_burma-b7c07d9f6d02.txt	cross_reference_only	plate_or_index_witness	mixed_or_uncertain	out_of_scope_non_burmese_record	false	already_ocr_available	completed	out_of_scope_non_burmese	retain_as_non_burmese_support	No stronger conservative family signal was detected.
corpus-dashboard-00669	obi-v01-n0101	obi-v01-n0101-ob-p0168	မန္တလေး နန်းတွင်းရုံ ကျောက်တိုင်အမှတ် ၃၃ ကျောက်စာ		unknown	corpus-citation-target-0363	Pl. I 53	lucePeMaungTinInscriptionsOfBurma	cross_reference_witness	inscriptions_of_burma-b7c07d9f6d02	data/working/ocr/local_sources/text/inscriptions_of_burma-b7c07d9f6d02.txt	cross_reference_only	plate_or_index_witness	mixed_or_uncertain	out_of_scope_non_burmese_record	false	already_ocr_available	completed	out_of_scope_non_burmese	retain_as_non_burmese_support	Grouped by recurring leading label.
corpus-dashboard-00670	obi-v01-n0101	obi-v01-n0101-ob-p0168	မန္တလေး နန်းတွင်းရုံ ကျောက်တိုင်အမှတ် ၃၃ ကျောက်စာ		unknown	corpus-citation-target-0367	OBI 1, p. 168	oldBurmeseInscriptions	internal_corpus_source			no_translation_indicator	no_source_text_indicator	Old Burmese	out_of_scope_non_burmese_record	false	needs_manual_review		out_of_scope_non_burmese	retain_as_non_burmese_support	Grouped by recurring leading label.
corpus-dashboard-00671	obi-v01-n0101	obi-v01-n0101-ob-p0168	မန္တလေး နန်းတွင်းရုံ ကျောက်တိုင်အမှတ် ၃၃ ကျောက်စာ		unknown	corpus-citation-target-0005	List 194	duroiselle1921list	catalogue_or_list_witness	duroiselle_1921_list_of_inscriptions-fd372f9141d6		cross_reference_only	catalogue_or_list_witness	mixed_or_uncertain	out_of_scope_non_burmese_record	false	exact_or_near_exact_match	not_requested	out_of_scope_non_burmese	retain_as_non_burmese_support	Grouped by recurring leading label.
corpus-dashboard-00672	obi-v01-n0101	obi-v01-n0101-ob-p0168	မန္တလေး နန်းတွင်းရုံ ကျောက်တိုင်အမှတ် ၃၃ ကျောက်စာ		unknown	corpus-citation-target-0354	A, p. 60	fraschBaganEpigraphicDatabasePartA	catalogue_or_list_witness			cross_reference_only	catalogue_or_list_witness	mixed_or_uncertain	out_of_scope_non_burmese_record	false	no_local_candidate_found		out_of_scope_non_burmese	retain_as_non_burmese_support	No stronger conservative family signal was detected.
corpus-dashboard-00673	obi-v01-n0102	obi-v01-n0102-ob-p0169	အို့ဖ္လည်သင် ကျောက်စာ		unknown	corpus-citation-target-0149	BA-59	fam-raw-ba-59	commentary_witness			no_translation_indicator	no_source_text_indicator	mixed_or_uncertain	out_of_scope_non_burmese_record	false	no_local_candidate_found		out_of_scope_non_burmese	retain_as_non_burmese_support	No stronger conservative family signal was detected.
corpus-dashboard-00674	obi-v01-n0102	obi-v01-n0102-ob-p0169	အို့ဖ္လည်သင် ကျောက်စာ		unknown	corpus-citation-target-0005	List-195	duroiselle1921list	catalogue_or_list_witness	duroiselle_1921_list_of_inscriptions-fd372f9141d6		cross_reference_only	catalogue_or_list_witness	mixed_or_uncertain	out_of_scope_non_burmese_record	false	exact_or_near_exact_match	not_requested	out_of_scope_non_burmese	retain_as_non_burmese_support	Grouped by recurring leading label.
corpus-dashboard-00675	obi-v01-n0102	obi-v01-n0102-ob-p0169	အို့ဖ္လည်သင် ကျောက်စာ		unknown	corpus-citation-target-0363	IOB1-46 BED B 586-6	lucePeMaungTinInscriptionsOfBurma	cross_reference_witness	inscriptions_of_burma-b7c07d9f6d02	data/working/ocr/local_sources/text/inscriptions_of_burma-b7c07d9f6d02.txt	cross_reference_only	plate_or_index_witness	mixed_or_uncertain	out_of_scope_non_burmese_record	false	already_ocr_available	completed	out_of_scope_non_burmese	retain_as_non_burmese_support	No stronger conservative family signal was detected.
