corpus_record_id	inscription_id	corpus_title_or_label	corpus_date_or_period	corpus_language_field	citation_raw	citation_type_if_given	source_abbreviation	source_author	source_title	source_year	source_volume_issue	source_page_or_plate	mentions_translation	mentions_text	mentions_transcription	mentions_edition	mentions_rubbing_or_plate	mentions_commentary_only	corpus_language_scope	source_work_language_scope	citation_relevance_to_burmese_corpus	citation_target_id	notes
obi-v01-n0127-ob-p0206	obi-v01-n0127	သင်ကြီး ငါပုံသင် ကျောက်စာ	CS 591 = CE 1229 CS 591 = CE 1229		Pl. I 61	plate	IOB; Pl.	G. H. Luce and U Pe Maung Tin	Inscriptions of Burma	1933	I 61		false	true	false	true	true	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0363	Grouped by recurring leading label.
obi-v01-n0127-ob-p0206	obi-v01-n0127	သင်ကြီး ငါပုံသင် ကျောက်စာ	CS 591 = CE 1229 CS 591 = CE 1229		OBI 1, p. 206	volume_page	OBI	Tilman Frasch	Old Burmese Inscriptions		1, p. 206		false	true	false	true	false	false	unknown	Old Burmese	out_of_scope_non_burmese_record	corpus-citation-target-0367	Grouped by recurring leading label.
obi-v01-n0128-ob-p0208	obi-v01-n0128	ကြံသိုင်းကြီးသမီး သမန္တသူမယား ကျောက်စာ	CS 591 = CE 1229 CS 591 = CE 1229		IPPA-234	number	PPA; IPPA	Archaeological Survey of Burma (ed.)	Inscriptions of Pagan, Pinya and Ava		234		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0368	Grouped by recurring leading label. raw IPPA preserved; mapped to PPA-related source work
obi-v01-n0128-ob-p0208	obi-v01-n0128	ကြံသိုင်းကြီးသမီး သမန္တသူမယား ကျောက်စာ	CS 591 = CE 1229 CS 591 = CE 1229		List-204	catalogue_number	List	Charles Duroiselle	List of Inscriptions Found in Burma	1921	204		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0005	Grouped by recurring leading label.
obi-v01-n0128-ob-p0208	obi-v01-n0128	ကြံသိုင်းကြီးသမီး သမန္တသူမယား ကျောက်စာ	CS 591 = CE 1229 CS 591 = CE 1229		IOB183 BED B 591-5	unclear	IOB; Pl.	G. H. Luce and U Pe Maung Tin	Inscriptions of Burma	1933	IOB183 BED B 591-5		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0363	No stronger conservative family signal was detected.
obi-v01-n0128-ob-p0208	obi-v01-n0128	ကြံသိုင်းကြီးသမီး သမန္တသူမယား ကျောက်စာ	CS 591 = CE 1229 CS 591 = CE 1229		Pl. I 83	plate	IOB; Pl.	G. H. Luce and U Pe Maung Tin	Inscriptions of Burma	1933	I 83		false	true	false	true	true	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0363	Grouped by recurring leading label.
obi-v01-n0128-ob-p0208	obi-v01-n0128	ကြံသိုင်းကြီးသမီး သမန္တသူမယား ကျောက်စာ	CS 591 = CE 1229 CS 591 = CE 1229		OBI 1, p. 208	volume_page	OBI	Tilman Frasch	Old Burmese Inscriptions		1, p. 208		false	true	false	true	false	false	unknown	Old Burmese	out_of_scope_non_burmese_record	corpus-citation-target-0367	Grouped by recurring leading label.
obi-v01-n0128-ob-p0208	obi-v01-n0128	ကြံသိုင်းကြီးသမီး သမန္တသူမယား ကျောက်စာ	CS 591 = CE 1229 CS 591 = CE 1229		UEM no. 25, p. 48	volume_page	UEM	U E Maung (ed.)	Selections from the Inscriptions of Pagan	1958	25, p. 48		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0378	Grouped by recurring leading label.
obi-v01-n0128-ob-p0208	obi-v01-n0128	ကြံသိုင်းကြီးသမီး သမန္တသူမယား ကျောက်စာ	CS 591 = CE 1229 CS 591 = CE 1229		List 204	catalogue_number	List	Charles Duroiselle	List of Inscriptions Found in Burma	1921	204		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0005	Grouped by recurring leading label.
obi-v01-n0128-ob-p0208	obi-v01-n0128	ကြံသိုင်းကြီးသမီး သမန္တသူမယား ကျောက်စာ	CS 591 = CE 1229 CS 591 = CE 1229		PPA, p. 234	page	PPA; IPPA	Archaeological Survey of Burma (ed.)	Inscriptions of Pagan, Pinya and Ava		234		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0368	Grouped by recurring leading label.
obi-v01-n0128-ob-p0208	obi-v01-n0128	ကြံသိုင်းကြီးသမီး သမန္တသူမယား ကျောက်စာ	CS 591 = CE 1229 CS 591 = CE 1229		List 486	catalogue_number	List	Charles Duroiselle	List of Inscriptions Found in Burma	1921	486		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0005	Grouped by recurring leading label.
obi-v01-n0128-ob-p0208	obi-v01-n0128	ကြံသိုင်းကြီးသမီး သမန္တသူမယား ကျောက်စာ	CS 591 = CE 1229 CS 591 = CE 1229		B 2 p. 747	volume_page	BED B; B	Tilman Frasch	Bagan Epigraphic Database, Part B		2, p. 747		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0355	No stronger conservative family signal was detected.
obi-v01-n0128-ob-p0208	obi-v01-n0128	ကြံသိုင်းကြီးသမီး သမန္တသူမယား ကျောက်စာ	CS 591 = CE 1229 CS 591 = CE 1229		TN, p. 107	page	TN	U Tun Nyein (tr.)	Inscriptions of Pagan, Pinya and Ava	1897	107		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0372	Grouped by recurring leading label.
obi-v01-n0129-tx-p0209	obi-v01-n0129	သိခင်မြင်းခုန်တိုင်ကျောက်စာ	CS 591 = CE 1229 CS 591 = CE 1229		BED B 591-6	unclear	BED B; B	Tilman Frasch	Bagan Epigraphic Database, Part B		BED B 591-6		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0355	Grouped by recurring leading label.
obi-v01-n0129-tx-p0209	obi-v01-n0129	သိခင်မြင်းခုန်တိုင်ကျောက်စာ	CS 591 = CE 1229 CS 591 = CE 1229		Pl. I 98	plate	IOB; Pl.	G. H. Luce and U Pe Maung Tin	Inscriptions of Burma	1933	I 98		false	true	false	true	true	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0363	Grouped by recurring leading label.
obi-v01-n0129-tx-p0209	obi-v01-n0129	သိခင်မြင်းခုန်တိုင်ကျောက်စာ	CS 591 = CE 1229 CS 591 = CE 1229		OBI 1, p. 209	volume_page	OBI	Tilman Frasch	Old Burmese Inscriptions		1, p. 209		false	true	false	true	false	false	unknown	Old Burmese	out_of_scope_non_burmese_record	corpus-citation-target-0367	Grouped by recurring leading label.
obi-v01-n0129-tx-p0209	obi-v01-n0129	သိခင်မြင်းခုန်တိုင်ကျောက်စာ	CS 591 = CE 1229 CS 591 = CE 1229		UEM no. 37 p. 102	volume_page	UEM	U E Maung (ed.)	Selections from the Inscriptions of Pagan	1958	37, p. 102		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0378	Grouped by recurring leading label.
obi-v01-n0129-tx-p0209	obi-v01-n0129	သိခင်မြင်းခုန်တိုင်ကျောက်စာ	CS 591 = CE 1229 CS 591 = CE 1229		List 479	catalogue_number	List	Charles Duroiselle	List of Inscriptions Found in Burma	1921	479		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0005	Grouped by recurring leading label.
obi-v01-n0129-tx-p0209	obi-v01-n0129	သိခင်မြင်းခုန်တိုင်ကျောက်စာ	CS 591 = CE 1229 CS 591 = CE 1229		PPA, p. 320	page	PPA; IPPA	Archaeological Survey of Burma (ed.)	Inscriptions of Pagan, Pinya and Ava		320		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0368	Grouped by recurring leading label.
obi-v01-n0130-ob-p0211	obi-v01-n0130	သိခင် ငစွယ်သင် ကျောက်စာ	CS 591(563) = CE 1229(1201) CS 5(63) = CE 1201; CS 591 = CE 1229		IPPA-172-173	number	PPA; IPPA	Archaeological Survey of Burma (ed.)	Inscriptions of Pagan, Pinya and Ava		172-173		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0368	Grouped by recurring leading label. raw IPPA preserved; mapped to PPA-related source work
obi-v01-n0130-ob-p0211	obi-v01-n0130	သိခင် ငစွယ်သင် ကျောက်စာ	CS 591(563) = CE 1229(1201) CS 5(63) = CE 1201; CS 591 = CE 1229		List-205	catalogue_number	List	Charles Duroiselle	List of Inscriptions Found in Burma	1921	205		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0005	Grouped by recurring leading label.
obi-v01-n0130-ob-p0211	obi-v01-n0130	သိခင် ငစွယ်သင် ကျောက်စာ	CS 591(563) = CE 1229(1201) CS 5(63) = CE 1201; CS 591 = CE 1229		IOB1-62 BED B 591-7	unclear	IOB; Pl.	G. H. Luce and U Pe Maung Tin	Inscriptions of Burma	1933	IOB1-62 BED B 591-7		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0363	No stronger conservative family signal was detected.
obi-v01-n0130-ob-p0211	obi-v01-n0130	သိခင် ငစွယ်သင် ကျောက်စာ	CS 591(563) = CE 1229(1201) CS 5(63) = CE 1201; CS 591 = CE 1229		Pl. I 62	plate	IOB; Pl.	G. H. Luce and U Pe Maung Tin	Inscriptions of Burma	1933	I 62		false	true	false	true	true	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0363	Grouped by recurring leading label.
obi-v01-n0130-ob-p0211	obi-v01-n0130	သိခင် ငစွယ်သင် ကျောက်စာ	CS 591(563) = CE 1229(1201) CS 5(63) = CE 1201; CS 591 = CE 1229		OBI 1, p. 211	volume_page	OBI	Tilman Frasch	Old Burmese Inscriptions		1, p. 211		false	true	false	true	false	false	unknown	Old Burmese	out_of_scope_non_burmese_record	corpus-citation-target-0367	Grouped by recurring leading label.
obi-v01-n0130-ob-p0211	obi-v01-n0130	သိခင် ငစွယ်သင် ကျောက်စာ	CS 591(563) = CE 1229(1201) CS 5(63) = CE 1201; CS 591 = CE 1229		List 205	catalogue_number	List	Charles Duroiselle	List of Inscriptions Found in Burma	1921	205		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0005	Grouped by recurring leading label.
obi-v01-n0130-ob-p0211	obi-v01-n0130	သိခင် ငစွယ်သင် ကျောက်စာ	CS 591(563) = CE 1229(1201) CS 5(63) = CE 1201; CS 591 = CE 1229		PPA, p. 172	page	PPA; IPPA	Archaeological Survey of Burma (ed.)	Inscriptions of Pagan, Pinya and Ava		172		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0368	Grouped by recurring leading label.
obi-v01-n0130-ob-p0211	obi-v01-n0130	သိခင် ငစွယ်သင် ကျောက်စာ	CS 591(563) = CE 1229(1201) CS 5(63) = CE 1201; CS 591 = CE 1229		TN, p. 82	page	TN	U Tun Nyein (tr.)	Inscriptions of Pagan, Pinya and Ava	1897	82		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0372	Grouped by recurring leading label.
obi-v01-n0130-ob-p0211	obi-v01-n0130	သိခင် ငစွယ်သင် ကျောက်စာ	CS 591(563) = CE 1229(1201) CS 5(63) = CE 1201; CS 591 = CE 1229		U Min Hswe, no. 57	catalogue_number	U Min Hswe	U Min Hswe	U Min Hswe		57		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0374	Grouped by recurring leading label.
obi-v01-n0131-ob-p0212	obi-v01-n0131	သင်ကြီးကျောက်စာ	CS 592- = CE 1230- CS 592 = CE 1230		IOB2-126/a BED B 592-1	unclear	IOB; Pl.	G. H. Luce and U Pe Maung Tin	Inscriptions of Burma	1933	IOB2-126/a BED B 592-1		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0363	No stronger conservative family signal was detected.
obi-v01-n0131-ob-p0212	obi-v01-n0131	သင်ကြီးကျောက်စာ	CS 592- = CE 1230- CS 592 = CE 1230		Pl. I 126a	plate	IOB; Pl.	G. H. Luce and U Pe Maung Tin	Inscriptions of Burma	1933	I 126a		false	true	false	true	true	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0363	Grouped by recurring leading label.
obi-v01-n0131-ob-p0212	obi-v01-n0131	သင်ကြီးကျောက်စာ	CS 592- = CE 1230- CS 592 = CE 1230		OBI 1, p. 212	volume_page	OBI	Tilman Frasch	Old Burmese Inscriptions		1, p. 212		false	true	false	true	false	false	unknown	Old Burmese	out_of_scope_non_burmese_record	corpus-citation-target-0367	Grouped by recurring leading label.
obi-v01-n0132-ob-p0213	obi-v01-n0132	မင်းဖွါး ဘို့ရောက်လွယ်သင် ကျောက်စာ	CS 592- = CE 1230- CS 592 = CE 1230		IUB1-293	number	IUB1-293		IUB1-293		IUB1-293		false	false	false	false	false	true	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0261	No stronger conservative family signal was detected.
obi-v01-n0132-ob-p0213	obi-v01-n0132	မင်းဖွါး ဘို့ရောက်လွယ်သင် ကျောက်စာ	CS 592- = CE 1230- CS 592 = CE 1230		List-218	catalogue_number	List	Charles Duroiselle	List of Inscriptions Found in Burma	1921	218		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0005	Grouped by recurring leading label.
obi-v01-n0132-ob-p0213	obi-v01-n0132	မင်းဖွါး ဘို့ရောက်လွယ်သင် ကျောက်စာ	CS 592- = CE 1230- CS 592 = CE 1230		IOB2-126/b BED B 592-2	unclear	IOB; Pl.	G. H. Luce and U Pe Maung Tin	Inscriptions of Burma	1933	IOB2-126/b BED B 592-2		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0363	No stronger conservative family signal was detected.
obi-v01-n0132-ob-p0213	obi-v01-n0132	မင်းဖွါး ဘို့ရောက်လွယ်သင် ကျောက်စာ	CS 592- = CE 1230- CS 592 = CE 1230		Pl. II 126b	plate	IOB; Pl.	G. H. Luce and U Pe Maung Tin	Inscriptions of Burma	1933	II 126b		false	true	false	true	true	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0363	Grouped by recurring leading label.
obi-v01-n0132-ob-p0213	obi-v01-n0132	မင်းဖွါး ဘို့ရောက်လွယ်သင် ကျောက်စာ	CS 592- = CE 1230- CS 592 = CE 1230		OBI 1, p. 213	volume_page	OBI	Tilman Frasch	Old Burmese Inscriptions		1, p. 213		false	true	false	true	false	false	unknown	Old Burmese	out_of_scope_non_burmese_record	corpus-citation-target-0367	Grouped by recurring leading label.
obi-v01-n0132-ob-p0213	obi-v01-n0132	မင်းဖွါး ဘို့ရောက်လွယ်သင် ကျောက်စာ	CS 592- = CE 1230- CS 592 = CE 1230		UEM no. 32, p. 90	volume_page	UEM	U E Maung (ed.)	Selections from the Inscriptions of Pagan	1958	32, p. 90		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0378	Grouped by recurring leading label.
obi-v01-n0132-ob-p0213	obi-v01-n0132	မင်းဖွါး ဘို့ရောက်လွယ်သင် ကျောက်စာ	CS 592- = CE 1230- CS 592 = CE 1230		List 218	catalogue_number	List	Charles Duroiselle	List of Inscriptions Found in Burma	1921	218		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0005	Grouped by recurring leading label.
obi-v01-n0132-ob-p0213	obi-v01-n0132	မင်းဖွါး ဘို့ရောက်လွယ်သင် ကျောက်စာ	CS 592- = CE 1230- CS 592 = CE 1230		UB 1, p. 293	volume_page	UB		Inscriptions Collected in Upper Burma		1, p. 293		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0377	No stronger conservative family signal was detected.
obi-v01-n0133-ob-p0214	obi-v01-n0133	သခိင် အနန္တပျံခိ ကျောက်စာ	CS 592 = CE 1230 CS 592 = CE 1230		1938-39-bRDASB BED B 592-3	year	RDASB		Report of the Director, Archaeological Survey of Burma	1938	1938		false	false	false	false	false	true	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0370	Grouped by recurring publication abbreviation.
obi-v01-n0133-ob-p0214	obi-v01-n0133	သခိင် အနန္တပျံခိ ကျောက်စာ	CS 592 = CE 1230 CS 592 = CE 1230		Pl. IV 373c	plate	IOB; Pl.	G. H. Luce and U Pe Maung Tin	Inscriptions of Burma	1933	IV 373c		false	true	false	true	true	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0363	Grouped by recurring leading label.
obi-v01-n0133-ob-p0214	obi-v01-n0133	သခိင် အနန္တပျံခိ ကျောက်စာ	CS 592 = CE 1230 CS 592 = CE 1230		OBI 1, p. 214	volume_page	OBI	Tilman Frasch	Old Burmese Inscriptions		1, p. 214		false	true	false	true	false	false	unknown	Old Burmese	out_of_scope_non_burmese_record	corpus-citation-target-0367	Grouped by recurring leading label.
obi-v01-n0133-ob-p0214	obi-v01-n0133	သခိင် အနန္တပျံခိ ကျောက်စာ	CS 592 = CE 1230 CS 592 = CE 1230		RDASB 1939	year	RDASB		Report of the Director, Archaeological Survey of Burma	1939	1939		false	false	false	false	false	true	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0370	Grouped by recurring publication abbreviation.
obi-v01-n0134-ob-p0215	obi-v01-n0134	မဟာဒါနပတိအမတ်ကျောက်စာ	CS 592 = CE 1230 CS 592 = CE 1230		IPPA-215	number	PPA; IPPA	Archaeological Survey of Burma (ed.)	Inscriptions of Pagan, Pinya and Ava		215		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0368	Grouped by recurring leading label. raw IPPA preserved; mapped to PPA-related source work
obi-v01-n0134-ob-p0215	obi-v01-n0134	မဟာဒါနပတိအမတ်ကျောက်စာ	CS 592 = CE 1230 CS 592 = CE 1230		List-209	catalogue_number	List	Charles Duroiselle	List of Inscriptions Found in Burma	1921	209		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0005	Grouped by recurring leading label.
obi-v01-n0134-ob-p0215	obi-v01-n0134	မဟာဒါနပတိအမတ်ကျောက်စာ	CS 592 = CE 1230 CS 592 = CE 1230		IOB1-65/a BED B 592-4	unclear	IOB; Pl.	G. H. Luce and U Pe Maung Tin	Inscriptions of Burma	1933	IOB1-65/a BED B 592-4		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0363	No stronger conservative family signal was detected.
obi-v01-n0134-ob-p0215	obi-v01-n0134	မဟာဒါနပတိအမတ်ကျောက်စာ	CS 592 = CE 1230 CS 592 = CE 1230		Pl. I 65a+b	plate	IOB; Pl.	G. H. Luce and U Pe Maung Tin	Inscriptions of Burma	1933	I 65a+b		false	true	false	true	true	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0363	Grouped by recurring leading label.
obi-v01-n0134-ob-p0215	obi-v01-n0134	မဟာဒါနပတိအမတ်ကျောက်စာ	CS 592 = CE 1230 CS 592 = CE 1230		OBI 1, p. 215	volume_page	OBI	Tilman Frasch	Old Burmese Inscriptions		1, p. 215		false	true	false	true	false	false	unknown	Old Burmese	out_of_scope_non_burmese_record	corpus-citation-target-0367	Grouped by recurring leading label.
obi-v01-n0134-ob-p0215	obi-v01-n0134	မဟာဒါနပတိအမတ်ကျောက်စာ	CS 592 = CE 1230 CS 592 = CE 1230		List 209	catalogue_number	List	Charles Duroiselle	List of Inscriptions Found in Burma	1921	209		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0005	Grouped by recurring leading label.
obi-v01-n0134-ob-p0215	obi-v01-n0134	မဟာဒါနပတိအမတ်ကျောက်စာ	CS 592 = CE 1230 CS 592 = CE 1230		PPA, p. 216	page	PPA; IPPA	Archaeological Survey of Burma (ed.)	Inscriptions of Pagan, Pinya and Ava		216		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0368	Grouped by recurring leading label.
obi-v01-n0134-ob-p0215	obi-v01-n0134	မဟာဒါနပတိအမတ်ကျောက်စာ	CS 592 = CE 1230 CS 592 = CE 1230		TN, p. 99	page	TN	U Tun Nyein (tr.)	Inscriptions of Pagan, Pinya and Ava	1897	99		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0372	Grouped by recurring leading label.
obi-v01-n0134-re-p0216	obi-v01-n0134	မဟာဒါနပတိအမတ်ကျောက်စာ	CS 592 = CE 1230		IPPA	number	PPA; IPPA	Archaeological Survey of Burma (ed.)	Inscriptions of Pagan, Pinya and Ava		IPPA		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0368	Grouped by recurring leading label. raw IPPA preserved; mapped to PPA-related source work
obi-v01-n0134-re-p0216	obi-v01-n0134	မဟာဒါနပတိအမတ်ကျောက်စာ	CS 592 = CE 1230		List-210	catalogue_number	List	Charles Duroiselle	List of Inscriptions Found in Burma	1921	210		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0005	Grouped by recurring leading label.
obi-v01-n0134-re-p0216	obi-v01-n0134	မဟာဒါနပတိအမတ်ကျောက်စာ	CS 592 = CE 1230		IOB1-65/b	unclear	IOB; Pl.	G. H. Luce and U Pe Maung Tin	Inscriptions of Burma	1933	IOB1-65/b		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0363	No stronger conservative family signal was detected.
obi-v01-n0135-ob-p0218	obi-v01-n0135	စောမင်းလတ်ဘုရားကျောက်စာ	CS 593- = CE 1231- CS 593 = CE 1231		IUB1184, 185	unclear	IUB1184	IUB1184	185		IUB1184, 185		false	false	false	false	false	true	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0294	No stronger conservative family signal was detected.
obi-v01-n0135-ob-p0218	obi-v01-n0135	စောမင်းလတ်ဘုရားကျောက်စာ	CS 593- = CE 1231- CS 593 = CE 1231		List-213	catalogue_number	List	Charles Duroiselle	List of Inscriptions Found in Burma	1921	213		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0005	Grouped by recurring leading label.
obi-v01-n0135-ob-p0218	obi-v01-n0135	စောမင်းလတ်ဘုရားကျောက်စာ	CS 593- = CE 1231- CS 593 = CE 1231		IOB1-69 BED B 593-2	unclear	IOB; Pl.	G. H. Luce and U Pe Maung Tin	Inscriptions of Burma	1933	IOB1-69 BED B 593-2		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0363	No stronger conservative family signal was detected.
obi-v01-n0135-ob-p0218	obi-v01-n0135	စောမင်းလတ်ဘုရားကျောက်စာ	CS 593- = CE 1231- CS 593 = CE 1231		Pl. I 69	plate	IOB; Pl.	G. H. Luce and U Pe Maung Tin	Inscriptions of Burma	1933	I 69		false	true	false	true	true	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0363	Grouped by recurring leading label.
obi-v01-n0135-ob-p0218	obi-v01-n0135	စောမင်းလတ်ဘုရားကျောက်စာ	CS 593- = CE 1231- CS 593 = CE 1231		OBI 1, p. 218	volume_page	OBI	Tilman Frasch	Old Burmese Inscriptions		1, p. 218		false	true	false	true	false	false	unknown	Old Burmese	out_of_scope_non_burmese_record	corpus-citation-target-0367	Grouped by recurring leading label.
obi-v01-n0135-ob-p0218	obi-v01-n0135	စောမင်းလတ်ဘုရားကျောက်စာ	CS 593- = CE 1231- CS 593 = CE 1231		SIP no. 20, p. 39	volume_page	SIP	Pe Maung Tin and G. H. Luce	Selections from the Inscriptions of Pagan		20, p. 39		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0371	Grouped by recurring leading label.
obi-v01-n0135-ob-p0218	obi-v01-n0135	စောမင်းလတ်ဘုရားကျောက်စာ	CS 593- = CE 1231- CS 593 = CE 1231		UEM no. 28, p. 52	volume_page	UEM	U E Maung (ed.)	Selections from the Inscriptions of Pagan	1958	28, p. 52		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0378	Grouped by recurring leading label.
obi-v01-n0135-ob-p0218	obi-v01-n0135	စောမင်းလတ်ဘုရားကျောက်စာ	CS 593- = CE 1231- CS 593 = CE 1231		List 213	catalogue_number	List	Charles Duroiselle	List of Inscriptions Found in Burma	1921	213		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0005	Grouped by recurring leading label.
obi-v01-n0135-ob-p0218	obi-v01-n0135	စောမင်းလတ်ဘုရားကျောက်စာ	CS 593- = CE 1231- CS 593 = CE 1231		UB 1, p. 184	volume_page	UB		Inscriptions Collected in Upper Burma		1, p. 184		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0377	No stronger conservative family signal was detected.
obi-v01-n0135-ob-p0218	obi-v01-n0135	စောမင်းလတ်ဘုရားကျောက်စာ	CS 593- = CE 1231- CS 593 = CE 1231		U Min Hswe, no. 37	catalogue_number	U Min Hswe	U Min Hswe	U Min Hswe		37		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0374	Grouped by recurring leading label.
obi-v01-n0136-re-p0220	obi-v01-n0136	သိခင်စောနှင့် သိခင်နောင်ငဲ ကျောက်စာ	CS 593 = CE 1231 CS 593 = CE 1231		BED B 593-3	unclear	BED B; B	Tilman Frasch	Bagan Epigraphic Database, Part B		BED B 593-3		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0355	Grouped by recurring leading label.
obi-v01-n0136-re-p0220	obi-v01-n0136	သိခင်စောနှင့် သိခင်နောင်ငဲ ကျောက်စာ	CS 593 = CE 1231 CS 593 = CE 1231		Pl. I 67	plate	IOB; Pl.	G. H. Luce and U Pe Maung Tin	Inscriptions of Burma	1933	I 67		false	true	false	true	true	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0363	Grouped by recurring leading label.
obi-v01-n0136-re-p0220	obi-v01-n0136	သိခင်စောနှင့် သိခင်နောင်ငဲ ကျောက်စာ	CS 593 = CE 1231 CS 593 = CE 1231		OBI 1, p. 220	volume_page	OBI	Tilman Frasch	Old Burmese Inscriptions		1, p. 220		false	true	false	true	false	false	unknown	Old Burmese	out_of_scope_non_burmese_record	corpus-citation-target-0367	Grouped by recurring leading label.
