bibliography_id	short_label	raw_reference_strings	ocr_status	translation_relevance
bib-iob3-231-a-bed-b-632-4	IOB3-231/a BED B 632-4	IOB3-231/a BED B 632-4	not_started	unknown
bib-iob3-231-b-bed-b-633-1	IOB3-231/b BED B 633-1	IOB3-231/b BED B 633-1	not_started	unknown
bib-iob3-232-bed-b-633-2	IOB3-232 BED B 633-2	IOB3-232 BED B 633-2	not_started	unknown
bib-iob3-233	IOB3-233	IOB3-233	not_started	unknown
bib-iob3-233-bed-b-633-3	IOB3-233 BED B 633-3	IOB3-233 BED B 633-3	not_started	unknown
bib-iob3-234-bed-b-624-1	IOB3-234 BED B 624-1	IOB3-234 BED B 624-1	not_started	unknown
bib-iob3-235-bed-b-634-1	IOB3-235 BED B 634-1	IOB3-235 BED B 634-1	not_started	unknown
bib-iob3-236-a-bed-b-624-2	IOB3-236/a BED B 624-2	IOB3-236/a BED B 624-2	not_started	unknown
bib-iob3-236-b-bed-b-634-3	IOB3-236/b BED B 634-3	IOB3-236/b BED B 634-3	not_started	unknown
bib-iob3-237-bed-b-634-4	IOB3-237 BED B 634-4	IOB3-237 BED B 634-4	not_started	unknown
bib-iob3-238-bed-b-634-5	IOB3-238 BED B 634-5	IOB3-238 BED B 634-5	not_started	unknown
bib-iob3-239-bed-b-635-1	IOB3-239 BED B 635-1	IOB3-239 BED B 635-1	not_started	unknown
bib-iob3-240-bed-b-624-2	IOB3-240 BED B 624-2	IOB3-240 BED B 624-2	not_started	unknown
bib-iob3-241	IOB3-241	IOB3-241	not_started	unknown
bib-iob3-242-bed-b-635-3	IOB3-242 BED B 635-3	IOB3-242 BED B 635-3	not_started	unknown
bib-iob3-243-bed-b-624-3	IOB3-243 BED B 624-3	IOB3-243 BED B 624-3	not_started	unknown
bib-iob3-244-bed-b-624-4	IOB3-244 BED B 624-4	IOB3-244 BED B 624-4	not_started	unknown
bib-iob3-245-a-bed-b-636-2	IOB3-245/a BED B 636-2	IOB3-245/a BED B 636-2	not_started	unknown
bib-iob3-245-b-bed-b-622-4	IOB3-245/b BED B 622-4	IOB3-245/b BED B 622-4	not_started	unknown
bib-iob3-246-bed-b-623-2-b-636-3	IOB3-246 BED B 623-2 & B 636-3	IOB3-246 BED B 623-2 & B 636-3	not_started	unknown
bib-iob3-247-bed-b-624-4	IOB3-247 BED B 624-4	IOB3-247 BED B 624-4	not_started	unknown
bib-iob3-248-bed-b-622-4	IOB3-248 BED B 622-4	IOB3-248 BED B 622-4	not_started	unknown
bib-iob3-249-bed-b-622-4	IOB3-249 BED B 622-4	IOB3-249 BED B 622-4	not_started	unknown
bib-iob3-250-bed-b-622-4	IOB3-250 BED B 622-4	IOB3-250 BED B 622-4	not_started	unknown
bib-iob3-251-bed-b-622-4	IOB3-251 BED B 622-4	IOB3-251 BED B 622-4	not_started	unknown
bib-iob3-252-bed-b-622-4	IOB3-252 BED B 622-4	IOB3-252 BED B 622-4	not_started	unknown
bib-iob3-253-a-bed-b-622-4	IOB3-253/a BED B 622-4	IOB3-253/a BED B 622-4	not_started	unknown
bib-iob3-253-b-bed-b-622-4	IOB3-253/b BED B 622-4	IOB3-253/b BED B 622-4	not_started	unknown
bib-iob3-254-a-bed-b-622-4	IOB3-254/a BED B 622-4	IOB3-254/a BED B 622-4	not_started	unknown
bib-iob3-254-b-bed-b-622-4	IOB3-254/b BED B 622-4	IOB3-254/b BED B 622-4	not_started	unknown
bib-iob3-256-bed-b-604-14-b-604-12	IOB3-256 BED B 604-14 & B 604-12	IOB3-256 BED B 604-14 & B 604-12	not_started	unknown
bib-iob3-257-bed-b-622-4	IOB3-257 BED B 622-4	IOB3-257 BED B 622-4	not_started	unknown
bib-iob3-258-bed-b-622-4	IOB3-258 BED B 622-4	IOB3-258 BED B 622-4	not_started	unknown
bib-iob3-259-bed-b-622-4	IOB3-259 BED B 622-4	IOB3-259 BED B 622-4	not_started	unknown
bib-iob3-260-bed-b-622-4	IOB3-260 BED B 622-4	IOB3-260 BED B 622-4	not_started	unknown
bib-iob3-261-bed-b-622-4	IOB3-261 BED B 622-4	IOB3-261 BED B 622-4	not_started	unknown
bib-iob3-262-bed-b-622-4	IOB3-262 BED B 622-4	IOB3-262 BED B 622-4	not_started	unknown
bib-iob3-263-bed-b-622-4	IOB3-263 BED B 622-4	IOB3-263 BED B 622-4	not_started	unknown
bib-iob3-264-bed-b-622-4	IOB3-264 BED B 622-4	IOB3-264 BED B 622-4	not_started	unknown
bib-iob3-265-bed-b-622-4	IOB3-265 BED B 622-4	IOB3-265 BED B 622-4	not_started	unknown
bib-iob3-266-a-bed-b-622-4	IOB3-266/a BED B 622-4	IOB3-266/a BED B 622-4	not_started	unknown
bib-iob3-266-b-bed-b-622-4	IOB3-266/b BED B 622-4	IOB3-266/b BED B 622-4	not_started	unknown
bib-iob3-266-c-bed-b-622-4	IOB3-266/c BED B 622-4	IOB3-266/c BED B 622-4	not_started	unknown
bib-iob3-267-bed-b-622-4	IOB3-267 BED B 622-4	IOB3-267 BED B 622-4	not_started	unknown
bib-iob3-268-bed-b-622-4	IOB3-268 BED B 622-4	IOB3-268 BED B 622-4	not_started	unknown
bib-iob3-269-bed-b-622-4	IOB3-269 BED B 622-4	IOB3-269 BED B 622-4	not_started	unknown
bib-iob3-270-bed-b-614-4	IOB3-270 BED B 614-4	IOB3-270 BED B 614-4	not_started	unknown
bib-iob3-271-bed-b-622-4	IOB3-271 BED B 622-4	IOB3-271 BED B 622-4	not_started	unknown
bib-iob3-273-bed-b-622-4	IOB3-273 BED B 622-4	IOB3-273 BED B 622-4	not_started	unknown
bib-iob3-274-bed-b-622-4	IOB3-274 BED B 622-4	IOB3-274 BED B 622-4	not_started	unknown
bib-iob3-276-a-bed-b-622-4	IOB3-276/a BED B 622-4	IOB3-276/a BED B 622-4	not_started	unknown
bib-iob3-276-b-bed-b-622-4	IOB3-276/b BED B 622-4	IOB3-276/b BED B 622-4	not_started	unknown
bib-iob3-279-bed-b-622-4	IOB3-279 BED B 622-4	IOB3-279 BED B 622-4	not_started	unknown
bib-iob3-280-a-bed-b-622-4	IOB3-280/a BED B 622-4	IOB3-280/a BED B 622-4	not_started	unknown
bib-iob3-280-b-bed-b-622-4	IOB3-280/b BED B 622-4	IOB3-280/b BED B 622-4	not_started	unknown
bib-iob3-281-a-bed-b-622-4	IOB3-281/a BED B 622-4	IOB3-281/a BED B 622-4	not_started	unknown
bib-iob3-281-b-bed-b-622-4	IOB3-281/b BED B 622-4	IOB3-281/b BED B 622-4	not_started	unknown
bib-iob3-282-bed-b-622-4	IOB3-282 BED B 622-4	IOB3-282 BED B 622-4	not_started	unknown
bib-iob3-283-bed-b-622-4	IOB3-283 BED B 622-4	IOB3-283 BED B 622-4	not_started	unknown
bib-iob3-284-a-bed-b-622-4	IOB3-284/a BED B 622-4	IOB3-284/a BED B 622-4	not_started	unknown
bib-iob3-284-b-bed-b-622-4	IOB3-284/b BED B 622-4	IOB3-284/b BED B 622-4	not_started	unknown
bib-iob3-285-bed-b-622-4	IOB3-285 BED B 622-4	IOB3-285 BED B 622-4	not_started	unknown
bib-iob3-286-bed-b-622-4	IOB3-286 BED B 622-4	IOB3-286 BED B 622-4	not_started	unknown
bib-iob3-287-b-bed-b-622-4	IOB3-287/b BED B 622-4	IOB3-287/b BED B 622-4	not_started	unknown
bib-iob3-288-bed-b-622-4	IOB3-288 BED B 622-4	IOB3-288 BED B 622-4	not_started	unknown
bib-iob3-289-bed-b-622-4	IOB3-289 BED B 622-4	IOB3-289 BED B 622-4	not_started	unknown
bib-iob3-290-a-bed-b-622-4	IOB3-290/a BED B 622-4	IOB3-290/a BED B 622-4	not_started	unknown
bib-iob3-290-b-bed-b-622-4	IOB3-290/b BED B 622-4	IOB3-290/b BED B 622-4	not_started	unknown
bib-iob3-291-bed-b-622-4	IOB3-291 BED B 622-4	IOB3-291 BED B 622-4	not_started	unknown
bib-iob3-292-bed-b-622-4	IOB3-292 BED B 622-4	IOB3-292 BED B 622-4	not_started	unknown
bib-iob3-293-bed-b-622-4	IOB3-293 BED B 622-4	IOB3-293 BED B 622-4	not_started	unknown
bib-iob3-294-bed-b-622-4	IOB3-294 BED B 622-4	IOB3-294 BED B 622-4	not_started	unknown
bib-iob3-295-bed-b-622-6	IOB3-295 BED B 622-6	IOB3-295 BED B 622-6	not_started	unknown
bib-iob3-296	IOB3-296	IOB3-296	not_started	unknown
bib-iob3-296-297-198-b	IOB3-296-297-198/b	IOB3-296-297-198/b	not_started	unknown
bib-iob3-296-297-298-a	IOB3-296, 297, 298/a	IOB3-296, 297, 298/a	not_started	unknown
bib-iob3-296-298-a-b	IOB3-296 & 298/a-b	IOB3-296 & 298/a-b	not_started	unknown
bib-iob3-297-a-b-bed-b-600-7	IOB3-297/a-b BED B 600-7	IOB3-297/a-b BED B 600-7	not_started	unknown
bib-iob3-297-bed-b-622-6	IOB3-297 BED B 622-6	IOB3-297 BED B 622-6	not_started	unknown
bib-iob3-298-a-bed-b-622-6	IOB3-298/a BED B 622-6	IOB3-298/a BED B 622-6	not_started	unknown
bib-iob3-298-b-bed-b-623-1	IOB3-298/b BED B 623-1	IOB3-298/b BED B 623-1	not_started	unknown
bib-iob3-299-bed-b-622-4	IOB3-299 BED B 622-4	IOB3-299 BED B 622-4	not_started	unknown
bib-iob3-302-bed-b-610-5	IOB3-302 BED B 610-5	IOB3-302 BED B 610-5	not_started	unknown
bib-iob3-303-bed-a	IOB3-303 BED A	IOB3-303 BED A	not_started	unknown
bib-iob3-304-bed-a	IOB3-304 BED A	IOB3-304 BED A	not_started	unknown
bib-iob3-305-a	IOB3-305/a	IOB3-305/a	not_started	unknown
bib-iob3-306-a-iob5-586-b-c-bed-b-623-1	IOB3-306/a & IOB5-586/b/c BED B 623-1	IOB3-306/a & IOB5-586/b/c BED B 623-1	not_started	unknown
bib-iob3-306-b-bed-b-623-1	IOB3-306/b BED B 623-1	IOB3-306/b BED B 623-1	not_started	unknown
bib-iob3-306-c-bed-b-623-1	IOB3-306/c BED B 623-1	IOB3-306/c BED B 623-1	not_started	unknown
bib-iob3-306-d-bed-b-623-1	IOB3-306/d BED B 623-1	IOB3-306/d BED B 623-1	not_started	unknown
bib-iob3-308-bed-b-603-1	IOB3-308 BED B 603-1	IOB3-308 BED B 603-1	not_started	unknown
bib-iob3-309	IOB3-309	IOB3-309	not_started	unknown
bib-iob3-310-a	IOB3-310/a	IOB3-310/a	not_started	unknown
bib-iob3-310-b	IOB3-310/b	IOB3-310/b	not_started	unknown
bib-iob3-311-a-bed-b-603-2	IOB3-311/a BED B 603-2	IOB3-311/a BED B 603-2	not_started	unknown
bib-iob3-311-b-bed-b-603-2	IOB3-311/b BED B 603-2	IOB3-311/b BED B 603-2	not_started	unknown
bib-iob3-312-a-bed-a	IOB3-312/a BED A	IOB3-312/a BED A	not_started	unknown
bib-iob3-312-a-bed-b-600-7	IOB3-312/a BED B 600-7	IOB3-312/a BED B 600-7	not_started	unknown
bib-iob3-312-b-bed-b-603-2	IOB3-312/b BED B 603-2	IOB3-312/b BED B 603-2	not_started	unknown
bib-iob3-313-a-bed-b-603-2	IOB3-313/a BED B 603-2	IOB3-313/a BED B 603-2	not_started	unknown
bib-iob3-313-b-bed-b-603-2	IOB3-313/b BED B 603-2	IOB3-313/b BED B 603-2	not_started	unknown
bib-iob3-314-a-bed-a	IOB3-314/a BED A	IOB3-314/a BED A	not_started	unknown
bib-iob3-314-b-bed-a	IOB3-314/b BED A	IOB3-314/b BED A	not_started	unknown
bib-iob3-314-c-bed-b-603-2	IOB3-314/c BED B 603-2	IOB3-314/c BED B 603-2	not_started	unknown
bib-iob3-315-a-bed-b-603-2	IOB3-315/a BED B 603-2	IOB3-315/a BED B 603-2	not_started	unknown
bib-iob3-315-b	IOB3-315/b	IOB3-315/b	not_started	unknown
bib-iob3-316-a-bed-b-600-7	IOB3-316/a BED B 600-7	IOB3-316/a BED B 600-7	not_started	unknown
bib-iob3-316-b	IOB3-316/b	IOB3-316/b	not_started	unknown
bib-iob3-317-a-bed-b-603-2	IOB3-317/a & BED B 603-2	IOB3-317/a & BED B 603-2	not_started	unknown
bib-iob3-318-a-bed-b-603-2	IOB3-318/a BED B 603-2	IOB3-318/a BED B 603-2	not_started	unknown
bib-iob3-318-b	IOB3-318/b	IOB3-318/b	not_started	unknown
bib-iob3-319-a-bed-a	IOB3-319/a BED A	IOB3-319/a BED A	not_started	unknown
bib-iob3-319-c	IOB3-319/c	IOB3-319/c	not_started	unknown
bib-iob3-320	IOB3-320	IOB3-320	not_started	unknown
bib-iob3-320-bed-b-600-7	IOB3-320 BED B 600-7	IOB3-320 BED B 600-7	not_started	unknown
bib-iob3-321-bed-a	IOB3-321 BED A	IOB3-321 BED A	not_started	unknown
bib-iob3-322-bed-a	IOB3-322 BED A	IOB3-322 BED A	not_started	unknown
bib-iob3-323-a-b-c-bed-a	IOB3-323/a-b-c BED A	IOB3-323/a-b-c BED A	not_started	unknown
bib-iob3-323-a-b-c-bed-b-594-4	IOB3-323/a-b-c BED B 594-4	IOB3-323/a-b-c BED B 594-4	not_started	unknown
bib-iob3-324-a	IOB3-324/a	IOB3-324/a	not_started	unknown
bib-iob3-324-b-bed-b-602-5	IOB3-324/b BED B 602-5	IOB3-324/b BED B 602-5	not_started	unknown
bib-iob3-325-bed-b-551-1	IOB3-325 BED B 551-1	IOB3-325 BED B 551-1	not_started	unknown
bib-iob3-326-bed-b-593-5	IOB3-326 BED B 593-5	IOB3-326 BED B 593-5	not_started	unknown
bib-iob3-328-a-bed-b-601-4	IOB3-328/a BED B 601-4	IOB3-328/a BED B 601-4	not_started	unknown
bib-iob3-329	IOB3-329	IOB3-329	not_started	unknown
bib-iob3-330-bed-a	IOB3-330 BED A	IOB3-330 BED A	not_started	unknown
bib-iob3-331-a-bed-a	IOB3-331/a BED A	IOB3-331/a BED A	not_started	unknown
bib-iob3-332-a-bed-b-603-3	IOB3-332/a BED B 603-3	IOB3-332/a BED B 603-3	not_started	unknown
bib-iob3-332-b-bed-b-603-3	IOB3-332/b BED B 603-3	IOB3-332/b BED B 603-3	not_started	unknown
bib-iob3-333-bed-b-608-1-b-626-3	IOB3-333 BED B 608-1 & B 626-3	IOB3-333 BED B 608-1 & B 626-3	not_started	unknown
bib-iob3-334-a	IOB3-334/a	IOB3-334/a	not_started	unknown
bib-iob3-335-a-bed-b-603-3	IOB3-335/a BED B 603-3	IOB3-335/a BED B 603-3	not_started	unknown
bib-iob3-335-b-bed-b-603-3	IOB3-335/b BED B 603-3	IOB3-335/b BED B 603-3	not_started	unknown
bib-iob3-336-a-bed-b-603-3	IOB3-336/a BED B 603-3	IOB3-336/a BED B 603-3	not_started	unknown
bib-iob3-336-b-bed-b-603-3	IOB3-336/b BED B 603-3	IOB3-336/b BED B 603-3	not_started	unknown
bib-iob3-337-a-bed-b-603-3	IOB3-337/a BED B 603-3	IOB3-337/a BED B 603-3	not_started	unknown
bib-iob3-337-b-bed-b-603-3	IOB3-337/b BED B 603-3	IOB3-337/b BED B 603-3	not_started	unknown
bib-iob3-338-bed-b-603-3	IOB3-338 BED B 603-3	IOB3-338 BED B 603-3	not_started	unknown
bib-iob3-339-a-b-bed-a	IOB3-339/a-b BED A	IOB3-339/a-b BED A	not_started	unknown
bib-iob3-341-bed-b-622-4	IOB3-341 BED B 622-4	IOB3-341 BED B 622-4	not_started	unknown
bib-iob3-342-b-bed-b-603-3	IOB3-342/b - BED B 603-3	IOB3-342/b - BED B 603-3	not_started	unknown
bib-iob3-343-b-a-4-bed-b-603-3	IOB3-343/b/a 4- BED B 603-3	IOB3-343/b/a 4- BED B 603-3	not_started	unknown
bib-iob3-344-a-b-bed-b-600-7	IOB3-344/a-b BED B 600-7	IOB3-344/a-b BED B 600-7	not_started	unknown
bib-iob3-345-a-bed-b-600-7	IOB3-345/a BED B 600-7	IOB3-345/a BED B 600-7	not_started	unknown
bib-iob3-345-b	IOB3-345/b	IOB3-345/b	not_started	unknown
bib-iob3-389-b-bed-b-622-4	IOB3-389/b BED B 622-4	IOB3-389/b BED B 622-4	not_started	unknown
bib-iob3-460-a	IOB3-460/a	IOB3-460/a	not_started	unknown
bib-iob3-bed-b-622-4	IOB3- BED B 622-4	IOB3- BED B 622-4	not_started	unknown
bib-iob4-361-a	IOB4-361/a	IOB4-361/a	not_started	unknown
bib-iob4-361-b	IOB4-361/b	IOB4-361/b	not_started	unknown
bib-iob4-364-a	IOB4-364/a	IOB4-364/a	not_started	unknown
bib-iob4-364-b	IOB4-364/b	IOB4-364/b	not_started	unknown
bib-iob4-365-a-bed-b-533-2	IOB4-365/a BED B 533-2	IOB4-365/a BED B 533-2	not_started	unknown
bib-iob4-365-b-bed-b-552-3	IOB4-365/b BED B 552-3	IOB4-365/b BED B 552-3	not_started	unknown
bib-iob4-365-c-bed-b-573-3	IOB4-365/c BED B 573-3	IOB4-365/c BED B 573-3	not_started	unknown
bib-iob4-370	IOB4-370	IOB4-370	not_started	unknown
bib-iob4-371-a-bed-b-581-4	IOB4-371/a BED B 581-4	IOB4-371/a BED B 581-4	not_started	unknown
bib-iob4-373-a-bed-b-593-4	IOB4-373/a BED B 593-4	IOB4-373/a BED B 593-4	not_started	unknown
bib-iob4-375-bed-b-598-3	IOB4-375 BED B 598-3	IOB4-375 BED B 598-3	not_started	unknown
bib-iob4-376	IOB4-376	IOB4-376	not_started	unknown
bib-iob4-377-a-bed-b-584-3	IOB4-377/a BED B 584-3	IOB4-377/a BED B 584-3	not_started	unknown
bib-iob4-378-a-bed-b-609-3	IOB4-378/a BED B 609-3	IOB4-378/a BED B 609-3	not_started	unknown
bib-iob4-378-b-bed-b-609-4	IOB4-378/b BED B 609-4	IOB4-378/b BED B 609-4	not_started	unknown
bib-iob4-380-bed-b-611-4	IOB4-380 BED B 611-4	IOB4-380 BED B 611-4	not_started	unknown
bib-iob4-381-bed-b-622-4	IOB4-381 BED B 622-4	IOB4-381 BED B 622-4	not_started	unknown
bib-iob4-383-a-bed-b-623-1	IOB4-383/a BED B 623-1	IOB4-383/a BED B 623-1	not_started	unknown
bib-iob4-383-b-bed-b-623-1	IOB4-383/b BED B 623-1	IOB4-383/b BED B 623-1	not_started	unknown
bib-iob4-384-bed-b-634-6	IOB4-384 BED B 634-6	IOB4-384 BED B 634-6	not_started	unknown
bib-iob4-385-a-bed-b-624-4	IOB4-385/a BED B 624-4	IOB4-385/a BED B 624-4	not_started	unknown
bib-iob4-385-b-bed-b-624-4	IOB4-385/b BED B 624-4	IOB4-385/b BED B 624-4	not_started	unknown
bib-iob4-386-bed-b-637-5	IOB4-386 BED B 637-5	IOB4-386 BED B 637-5	not_started	unknown
bib-iob4-387-a-bed-b-623-1	IOB4-387/a BED B 623-1	IOB4-387/a BED B 623-1	not_started	unknown
bib-iob4-389-a-bed-b-622-4	IOB4-389/a BED B 622-4	IOB4-389/a BED B 622-4	not_started	unknown
bib-iob4-389-c-bed-b-622-4	IOB4-389/c BED B 622-4	IOB4-389/c BED B 622-4	not_started	unknown
bib-iob4-390	IOB4-390	IOB4-390	not_started	unknown
bib-iob4-391	IOB4-391	IOB4-391	not_started	unknown
bib-iob4-392	IOB4-392	IOB4-392	not_started	unknown
bib-iob4-393	IOB4-393	IOB4-393	not_started	unknown
bib-iob4-394-bed-b-622-6	IOB4-394 BED B 622-6	IOB4-394 BED B 622-6	not_started	unknown
bib-iob4-395-bed-b-622-6	IOB4-395 BED B 622-6	IOB4-395 BED B 622-6	not_started	unknown
bib-iob4-396-a-bed-b-622-6	IOB4-396/a BED B 622-6	IOB4-396/a BED B 622-6	not_started	unknown
bib-iob4-396-b-bed-b-622-6	IOB4-396/b BED B 622-6	IOB4-396/b BED B 622-6	not_started	unknown
bib-iob4-397-a-bed-b-622-6	IOB4-397/a BED B 622-6	IOB4-397/a BED B 622-6	not_started	unknown
bib-iob4-397-b-bed-b-622-6	IOB4-397/b BED B 622-6	IOB4-397/b BED B 622-6	not_started	unknown
bib-iob4-398-bed-b-622-6	IOB4-398 BED B 622-6	IOB4-398 BED B 622-6	not_started	unknown
bib-iob4-399-a-bed-b-622-6	IOB4-399/a BED B 622-6	IOB4-399/a BED B 622-6	not_started	unknown
bib-iob4-399-b-bed-b-622-6	IOB4-399/b BED B 622-6	IOB4-399/b BED B 622-6	not_started	unknown
bib-iob4-399-c-bed-b-622-6	IOB4-399/c BED B 622-6	IOB4-399/c BED B 622-6	not_started	unknown
bib-iob4-399-c-bed-b-666-1a	IOB4-399/c BED B 666-1a	IOB4-399/c BED B 666-1a	not_started	unknown
bib-iob4-399-d-bed-b-651-1	IOB4-399/d BED B 651-1	IOB4-399/d BED B 651-1	not_started	unknown
bib-iob4-400-a-bed-b-622-6	IOB4-400/a BED B 622-6	IOB4-400/a BED B 622-6	not_started	unknown
bib-iob4-400-b-bed-b-622-6	IOB4-400/b BED B 622-6	IOB4-400/b BED B 622-6	not_started	unknown
bib-iob4-401-bed-b-622-6	IOB4-401 BED B 622-6	IOB4-401 BED B 622-6	not_started	unknown
bib-iob4-402-a	IOB4-402/a	IOB4-402/a	not_started	unknown
bib-iob4-402-b-bed-b-567-7	IOB4-402/b BED B 567-7	IOB4-402/b BED B 567-7	not_started	unknown
bib-iob4-403-a-bed-b-622-6	IOB4-403/a BED B 622-6	IOB4-403/a BED B 622-6	not_started	unknown
bib-iob4-403-b-bed-b-622-4	IOB4-403/b BED B 622-4	IOB4-403/b BED B 622-4	not_started	unknown
bib-iob4-404-bed-b-623-1	IOB4-404 BED B 623-1	IOB4-404 BED B 623-1	not_started	unknown
bib-iob4-405-a-bed-b-622-6	IOB4-405/a BED B 622-6	IOB4-405/a BED B 622-6	not_started	unknown
bib-iob4-405-b-bed-b-622-6	IOB4-405/b} BED B 622-6	IOB4-405/b} BED B 622-6	not_started	unknown
bib-iob4-405-c-bed-b-622-6	IOB4-405/c} BED B 622-6	IOB4-405/c} BED B 622-6	not_started	unknown
bib-iob4-405-d-bed-b-622-6	IOB4-405/d BED B 622-6	IOB4-405/d BED B 622-6	not_started	unknown
bib-iob4-406-a-bed-b-622-6	IOB4-406/a BED B 622-6	IOB4-406/a BED B 622-6	not_started	unknown
bib-iob4-406-b-bed-b-622-6	IOB4-406/b BED B 622-6	IOB4-406/b BED B 622-6	not_started	unknown
bib-iob4-407-b-bed-b-622-6	IOB4-407/b BED B 622-6	IOB4-407/b BED B 622-6	not_started	unknown
bib-iob4-408-bed-b-622-6	IOB4-408 BED B 622-6	IOB4-408 BED B 622-6	not_started	unknown
bib-iob4-409-a-bed-b-622-6	IOB4-409/a BED B 622-6	IOB4-409/a BED B 622-6	not_started	unknown
bib-iob4-409-b-bed-b-622-6	IOB4-409/b BED B 622-6	IOB4-409/b BED B 622-6	not_started	unknown
bib-iob4-411-bed-b-624-6	IOB4-411 BED B 624-6	IOB4-411 BED B 624-6	not_started	unknown
bib-iob4-412-a-bed-b-622-6	IOB4-412/a BED B 622-6	IOB4-412/a BED B 622-6	not_started	unknown
bib-iob4-412-b-bed-b-622-6	IOB4-412/b BED B 622-6	IOB4-412/b BED B 622-6	not_started	unknown
bib-iob4-413-bed-b-622-6	IOB4-413 BED B 622-6	IOB4-413 BED B 622-6	not_started	unknown
bib-iob4-414-a-bed-b-622-6	IOB4-414/a BED B 622-6	IOB4-414/a BED B 622-6	not_started	unknown
bib-iob4-414-b-bed-b-622-6	IOB4-414/b BED B 622-6	IOB4-414/b BED B 622-6	not_started	unknown
bib-iob4-415-bed-b-622-6	IOB4-415 BED B 622-6	IOB4-415 BED B 622-6	not_started	unknown
bib-iob4-416-a-bed-b-622-6	IOB4-416/a BED B 622-6	IOB4-416/a BED B 622-6	not_started	unknown
bib-iob4-416-b-bed-b-622-6	IOB4-416/b BED B 622-6	IOB4-416/b BED B 622-6	not_started	unknown
bib-iob4-416-c-bed-b-622-6	IOB4-416/c BED B 622-6	IOB4-416/c BED B 622-6	not_started	unknown
bib-iob4-417-bed-b-622-6	IOB4-417 BED B 622-6	IOB4-417 BED B 622-6	not_started	unknown
bib-iob4-419-a-bed-b-622-6	IOB4-419/a BED B 622-6	IOB4-419/a BED B 622-6	not_started	unknown
bib-iob4-419-b-bed-b-622-6	IOB4-419/b BED B 622-6	IOB4-419/b BED B 622-6	not_started	unknown
bib-iob4-420-a-bed-b-623-1	IOB4-420/a BED B 623-1	IOB4-420/a BED B 623-1	not_started	unknown
bib-iob4-420-b-bed-b-623-1	IOB4-420/b BED B 623-1	IOB4-420/b BED B 623-1	not_started	unknown
bib-iob4-421-a-bed-b-622-4	IOB4-421/a BED B 622-4	IOB4-421/a BED B 622-4	not_started	unknown
bib-iob4-423-bed-b-622-6	IOB4-423 BED B 622-6	IOB4-423 BED B 622-6	not_started	unknown
bib-iob4-424-bed-b-622-6	IOB4-424 BED B 622-6	IOB4-424 BED B 622-6	not_started	unknown
bib-iob4-425-a-bed-b-622-6	IOB4-425/a BED B 622-6	IOB4-425/a BED B 622-6	not_started	unknown
bib-iob4-425-b-bed-b-622-6	IOB4-425/b BED B 622-6	IOB4-425/b BED B 622-6	not_started	unknown
bib-iob4-426-bed-b-622-6	IOB4-426 BED B 622-6	IOB4-426 BED B 622-6	not_started	unknown
bib-iob4-427-b-bed-b-622-6	IOB4-427/b BED B 622-6	IOB4-427/b BED B 622-6	not_started	unknown
bib-iob4-428-bed-b-622-6	IOB4-428 BED B 622-6	IOB4-428 BED B 622-6	not_started	unknown
bib-iob4-429-bed-b-622-6	IOB4-429 BED B 622-6	IOB4-429 BED B 622-6	not_started	unknown
bib-iob4-430-bed-b-622-6	IOB4-430 BED B 622-6	IOB4-430 BED B 622-6	not_started	unknown
bib-iob4-431-a-bed-b-622-6	IOB4-431/a BED B 622-6	IOB4-431/a BED B 622-6	not_started	unknown
bib-iob4-431-b-bed-b-622-6	IOB4-431/b BED B 622-6	IOB4-431/b BED B 622-6	not_started	unknown
bib-iob4-432-a-bed-b-622-6	IOB4-432/a BED B 622-6	IOB4-432/a BED B 622-6	not_started	unknown
bib-iob4-432-b-bed-b-622-6	IOB4-432/b BED B 622-6	IOB4-432/b BED B 622-6	not_started	unknown
bib-iob4-433-a	IOB4-433/a	IOB4-433/a	not_started	unknown
bib-iob4-433-b	IOB4-433/b	IOB4-433/b	not_started	unknown
bib-iob4-434-b-bed-b-622-6	IOB4-434/b BED B 622-6	IOB4-434/b BED B 622-6	not_started	unknown
bib-iob4-435-a-bed-b-623-1	IOB4-435/a BED B 623-1	IOB4-435/a BED B 623-1	not_started	unknown
bib-iob4-435-b-bed-b-623-1	IOB4-435/b BED B 623-1	IOB4-435/b BED B 623-1	not_started	unknown
bib-iob4-436-a-bed-b-623-1	IOB4-436/a BED B 623-1	IOB4-436/a BED B 623-1	not_started	unknown
bib-iob4-436-b-bed-b-623-1	IOB4-436/b BED B 623-1	IOB4-436/b BED B 623-1	not_started	unknown
bib-iob4-437-b-bed-b-623-1	IOB4-437/b BED B 623-1	IOB4-437/b BED B 623-1	not_started	unknown
bib-iob4-438-a-bed-b-623-1	IOB4-438/a BED B 623-1	IOB4-438/a BED B 623-1	not_started	unknown
bib-iob4-438-b-bed-b-623-1	IOB4-438/b BED B 623-1	IOB4-438/b BED B 623-1	not_started	unknown
bib-iob4-439-a-bed-b-623-1	IOB4-439/a BED B 623-1	IOB4-439/a BED B 623-1	not_started	unknown
bib-iob4-439-b-bed-b-623-1	IOB4-439/b BED B 623-1	IOB4-439/b BED B 623-1	not_started	unknown
bib-iob4-440-a-bed-b-623-1	IOB4-440/a BED B 623-1	IOB4-440/a BED B 623-1	not_started	unknown
bib-iob4-440-b-bed-b-623-1	IOB4-440/b BED B 623-1	IOB4-440/b BED B 623-1	not_started	unknown
