family_id	raw_reference_string	occurrence_count	example_record_ids	notes
fam-list-catalogue	List-154/b	1	obi-v01-n0041-re-p0067	Grouped by recurring leading label.
fam-list-catalogue	List-155	1	obi-v01-n0217-ob-p0367	Grouped by recurring leading label.
fam-list-catalogue	List-157, 156 BED B 562-5	1	obi-v01-n0219-ob-p0371	Grouped by recurring leading label.
fam-list-catalogue	List-159	1	obi-v01-n0137-ob-p0221	Grouped by recurring leading label.
fam-list-catalogue	List-160/a	1	obi-v01-n0044-ob-p0071	Grouped by recurring leading label.
fam-list-catalogue	List-161	1	obi-v01-n0045-ob-p0073	Grouped by recurring leading label.
fam-list-catalogue	List-163 BED B 562-2	1	obi-v01-n0139-ob-p0224	Grouped by recurring leading label.
fam-list-catalogue	List-165-27 BED B 566-2	1	obi-v01-n0047-ob-p0075	Grouped by recurring leading label.
fam-list-catalogue	List-168/a	1	obi-v01-n0048-ob-p0077	Grouped by recurring leading label.
fam-list-catalogue	List-169/a & IOB1-30/a & BED A	1	obi-v02-n0097-tx-p0189	Grouped by recurring leading label.
fam-list-catalogue	List-169/a & IOB1-30/a & BED B 619-1	1	obi-v02-n0097-tx-p0188	Grouped by recurring leading label.
fam-list-catalogue	List-171	1	obi-v01-n0079-ob-p0124	Grouped by recurring leading label.
fam-list-catalogue	List-172	1	obi-v01-n0054-ob-p0086	Grouped by recurring leading label.
fam-list-catalogue	List-173	1	obi-v02-n0002-ob-p0003	Grouped by recurring leading label.
fam-list-catalogue	List-174/a	1	obi-v01-n0059-ob-p0093	Grouped by recurring leading label.
fam-list-catalogue	List-174/b	1	obi-v01-n0059-re-p0095	Grouped by recurring leading label.
fam-list-catalogue	List-175	1	obi-v01-n0063-ob-p0099	Grouped by recurring leading label.
fam-list-catalogue	List-176	1	obi-v01-n0065-ob-p0102	Grouped by recurring leading label.
fam-list-catalogue	List-179	1	obi-v01-n0070-ob-p0111	Grouped by recurring leading label.
fam-list-catalogue	List-182	1	obi-v01-n0220-ob-p0374	Grouped by recurring leading label.
fam-list-catalogue	List-182 BED B 573-1	1	obi-v01-n0058-tx-p0093	Grouped by recurring leading label.
fam-list-catalogue	List-182 BED B 579-2	1	obi-v01-n0075-tx-p0118	Grouped by recurring leading label.
fam-list-catalogue	List-183	1	obi-v01-n0086-tx-p0133	Grouped by recurring leading label.
fam-list-catalogue	List-185,	1	obi-v01-n0084-ob-p0129	Grouped by recurring leading label.
fam-list-catalogue	List-186	1	obi-v01-n0142-tx-p0229	Grouped by recurring leading label.
fam-list-catalogue	List-191	1	obi-v01-n0095-re-p0142	Grouped by recurring leading label.
fam-list-catalogue	List-192	1	obi-v01-n0110-ob-p0183	Grouped by recurring leading label.
fam-list-catalogue	List-193	1	obi-v01-n0097-tx-p0161	Grouped by recurring leading label.
fam-list-catalogue	List-195	1	obi-v01-n0102-ob-p0169	Grouped by recurring leading label.
fam-list-catalogue	List-196	1	obi-v01-n0108-tx-p0176	Grouped by recurring leading label.
fam-list-catalogue	List-197	1	obi-v01-n0142-tx-p0235	Grouped by recurring leading label.
fam-list-catalogue	List-198	1	obi-v01-n0118-ob-p0190	Grouped by recurring leading label.
fam-list-catalogue	List-199	1	obi-v01-n0142-tx-p0233	Grouped by recurring leading label.
fam-list-catalogue	List-201 BED B 598-10	1	obi-v01-n0224-ob-p0379	Grouped by recurring leading label.
fam-list-catalogue	List-202	1	obi-v01-n0223-ob-p0377	Grouped by recurring leading label.
fam-list-catalogue	List-204	1	obi-v01-n0128-ob-p0208	Grouped by recurring leading label.
fam-list-catalogue	List-205	1	obi-v01-n0130-ob-p0211	Grouped by recurring leading label.
fam-list-catalogue	List-206	1	obi-v01-n0181-ob-p0311	Grouped by recurring leading label.
fam-list-catalogue	List-208	1	obi-v02-n0040-ob-p0074	Grouped by recurring leading label.
fam-list-catalogue	List-209	1	obi-v01-n0134-ob-p0215	Grouped by recurring leading label.
fam-list-catalogue	List-210	1	obi-v01-n0134-re-p0216	Grouped by recurring leading label.
fam-list-catalogue	List-211	1	obi-v01-n0169-ob-p0287	Grouped by recurring leading label.
fam-list-catalogue	List-213	1	obi-v01-n0135-ob-p0218	Grouped by recurring leading label.
fam-list-catalogue	List-214	1	obi-v02-n0041-ob-p0076	Grouped by recurring leading label.
fam-list-catalogue	List-218	1	obi-v01-n0132-ob-p0213	Grouped by recurring leading label.
fam-list-catalogue	List-219	1	obi-v02-n0056-ob-p0104	Grouped by recurring leading label.
fam-list-catalogue	List-220	1	obi-v01-n0181-re-p0313	Grouped by recurring leading label.
fam-list-catalogue	List-221	1	obi-v01-n0144-re-p0242	Grouped by recurring leading label.
fam-list-catalogue	List-222	1	obi-v01-n0143-ob-p0240	Grouped by recurring leading label.
fam-list-catalogue	List-223	1	obi-v01-n0146-tx-p0246	Grouped by recurring leading label.
fam-list-catalogue	List-224	1	obi-v01-n0148-ob-p0249	Grouped by recurring leading label.
fam-list-catalogue	List-227	1	obi-v01-n0165-re-p0275	Grouped by recurring leading label.
fam-list-catalogue	List-228	1	obi-v01-n0153-ob-p0256	Grouped by recurring leading label.
fam-list-catalogue	List-232	1	obi-v01-n0158-re-p0264	Grouped by recurring leading label.
fam-list-catalogue	List-233,	1	obi-v01-n0157-ob-p0263	Grouped by recurring leading label.
fam-list-catalogue	List-235/a	1	obi-v01-n0174-ob-p0298	Grouped by recurring leading label.
fam-list-catalogue	List-236/a	1	obi-v01-n0166-ob-p0278	Grouped by recurring leading label.
fam-list-catalogue	List-236/b	1	obi-v01-n0166-re-p0281	Grouped by recurring leading label.
fam-list-catalogue	List-237	1	obi-v01-n0172-ob-p0291	Grouped by recurring leading label.
fam-list-catalogue	List-24,	1	obi-v02-n0106-ob-p0202	Grouped by recurring leading label.
fam-list-catalogue	List-241	1	obi-v01-n0178-tx-p0305	Grouped by recurring leading label.
fam-list-catalogue	List-245	1	obi-v01-n0184-ob-p0316	Grouped by recurring leading label.
fam-list-catalogue	List-247	1	obi-v01-n0186-ob-p0319	Grouped by recurring leading label.
fam-list-catalogue	List-248 BED B 600-1	1	obi-v01-n0225-ob-p0381	Grouped by recurring leading label.
fam-list-catalogue	List-249	1	obi-v02-n0003-ob-p0004	Grouped by recurring leading label.
fam-list-catalogue	List-254,	1	obi-v02-n0016-ob-p0024	Grouped by recurring leading label.
fam-list-catalogue	List-255	1	obi-v03-n0003-ob-p0003	Grouped by recurring leading label.
fam-list-catalogue	List-256	1	obi-v02-n0028-ob-p0053	Grouped by recurring leading label.
fam-list-catalogue	List-257	1	obi-v02-n0023-ob-p0044	Grouped by recurring leading label.
fam-list-catalogue	List-259	1	obi-v02-n0022-ob-p0041	Grouped by recurring leading label.
fam-list-catalogue	List-260	1	obi-v02-n0025-ob-p0049	Grouped by recurring leading label.
fam-list-catalogue	List-261	1	obi-v02-n0024-ob-p0047	Grouped by recurring leading label.
fam-list-catalogue	List-262	1	obi-v02-n0021-ob-p0037	Grouped by recurring leading label.
fam-list-catalogue	List-263,	1	obi-v02-n0020-ob-p0033	Grouped by recurring leading label.
fam-list-catalogue	List-264/a	1	obi-v02-n0030-ob-p0056	Grouped by recurring leading label.
fam-list-catalogue	List-264/b	1	obi-v04-n0045-re-p0074	Grouped by recurring leading label.
fam-list-catalogue	List-266/a	1	obi-v02-n0033-ob-p0061	Grouped by recurring leading label.
fam-list-catalogue	List-266/b	1	obi-v02-n0033-re-p0063	Grouped by recurring leading label.
fam-list-catalogue	List-269	1	obi-v02-n0034-ob-p0064	Grouped by recurring leading label.
fam-list-catalogue	List-270	1	obi-v02-n0053-tx-p0093	Grouped by recurring leading label.
fam-list-catalogue	List-272	1	obi-v02-n0050-ob-p0089	Grouped by recurring leading label.
fam-list-catalogue	List-273/a	1	obi-v01-n0052-ob-p0083	Grouped by recurring leading label.
fam-list-catalogue	List-273/b	1	obi-v02-n0046-ob-p0085	Grouped by recurring leading label.
fam-list-catalogue	List-274	1	obi-v03-n0106-ob-p0184	Grouped by recurring leading label.
fam-list-catalogue	List-276/a	1	obi-v02-n0054-ob-p0099	Grouped by recurring leading label.
fam-list-catalogue	List-276/b	1	obi-v02-n0054-re-p0103	Grouped by recurring leading label.
fam-list-catalogue	List-278/a	1	obi-v02-n0052-ob-p0092	Grouped by recurring leading label.
fam-list-catalogue	List-280	1	obi-v02-n0055-re-p0104	Grouped by recurring leading label.
fam-list-catalogue	List-281	1	obi-v02-n0104-ob-p0197	Grouped by recurring leading label.
fam-list-catalogue	List-282	1	obi-v02-n0056-re-p0108	Grouped by recurring leading label.
fam-list-catalogue	List-283	1	obi-v02-n0073-tx-p0155	Grouped by recurring leading label.
fam-list-catalogue	List-284	1	obi-v04-n0107-ob-p0171	Grouped by recurring leading label.
fam-list-catalogue	List-285,	1	obi-v02-n0075-ob-p0156	Grouped by recurring leading label.
fam-list-catalogue	List-286	1	obi-v02-n0076-ob-p0157	Grouped by recurring leading label.
fam-list-catalogue	List-289	1	obi-v02-n0082-ob-p0168	Grouped by recurring leading label.
fam-list-catalogue	List-290	1	obi-v02-n0083-ob-p0170	Grouped by recurring leading label.
fam-list-catalogue	List-291	1	obi-v02-n0088-ob-p0176	Grouped by recurring leading label.
fam-list-catalogue	List-292	1	obi-v02-n0091-ob-p0179	Grouped by recurring leading label.
fam-list-catalogue	List-293 & 1352	1	obi-v03-n0017-ob-p0024	Grouped by recurring leading label.
fam-list-catalogue	List-295	1	obi-v02-n0098-ob-p0190	Grouped by recurring leading label.
fam-list-catalogue	List-296	1	obi-v02-n0101-ob-p0194	Grouped by recurring leading label.
fam-list-catalogue	List-30 BED B 447-1	1	obi-v01-n0191-ob-p0325	Grouped by recurring leading label.
fam-list-catalogue	List-302	1	obi-v03-n0001-ob-p0001	Grouped by recurring leading label.
fam-list-catalogue	List-303/a	1	obi-v03-n0038-ob-p0062	Grouped by recurring leading label.
fam-list-catalogue	List-303/b	1	obi-v03-n0038-re-p0064	Grouped by recurring leading label.
fam-list-catalogue	List-305	1	obi-v03-n0006-ob-p0007	Grouped by recurring leading label.
fam-list-catalogue	List-306/a	1	obi-v03-n0007-ob-p0008	Grouped by recurring leading label.
fam-list-catalogue	List-306/b	1	obi-v03-n0007-re-p0008	Grouped by recurring leading label.
fam-list-catalogue	List-307/a	1	obi-v03-n0008-ob-p0009	Grouped by recurring leading label.
fam-list-catalogue	List-307/b	1	obi-v03-n0008-re-p0011	Grouped by recurring leading label.
fam-list-catalogue	List-308	1	obi-v03-n0005-ob-p0005	Grouped by recurring leading label.
fam-list-catalogue	List-309	1	obi-v03-n0015-ob-p0021	Grouped by recurring leading label.
fam-list-catalogue	List-310	1	obi-v03-n0020-tx-p0027	Grouped by recurring leading label.
fam-list-catalogue	List-311	1	obi-v03-n0021-ob-p0028	Grouped by recurring leading label.
fam-list-catalogue	List-313,	1	obi-v03-n0018-ob-p0025	Grouped by recurring leading label.
fam-list-catalogue	List-32 BED B 562-4	1	obi-v01-n0218-ob-p0370	Grouped by recurring leading label.
fam-list-catalogue	List-322	1	obi-v03-n0033-ob-p0052	Grouped by recurring leading label.
fam-list-catalogue	List-325	1	obi-v03-n0037-ob-p0058	Grouped by recurring leading label.
fam-list-catalogue	List-326	1	obi-v02-n0058-ob-p0115	Grouped by recurring leading label.
fam-list-catalogue	List-327	1	obi-v03-n0035-re-p0056	Grouped by recurring leading label.
fam-list-catalogue	List-329	1	obi-v03-n0039-ob-p0065	Grouped by recurring leading label.
fam-list-catalogue	List-330	1	obi-v03-n0040-ob-p0066	Grouped by recurring leading label.
fam-list-catalogue	List-331	1	obi-v03-n0041-ob-p0068	Grouped by recurring leading label.
fam-list-catalogue	List-332/a	1	obi-v02-n0105-ob-p0198	Grouped by recurring leading label.
fam-list-catalogue	List-333	1	obi-v03-n0042-ob-p0068	Grouped by recurring leading label.
fam-list-catalogue	List-334	1	obi-v03-n0046-re-p0074	Grouped by recurring leading label.
fam-list-catalogue	List-335,	1	obi-v03-n0053-ob-p0085	Grouped by recurring leading label.
fam-list-catalogue	List-342	1	obi-v03-n0047-ob-p0077	Grouped by recurring leading label.
fam-list-catalogue	List-343	1	obi-v03-n0048-ob-p0078	Grouped by recurring leading label.
fam-list-catalogue	List-344/a	1	obi-v03-n0052-re-p0083	Grouped by recurring leading label.
fam-list-catalogue	List-344/b	1	obi-v03-n0045-re-p0073	Grouped by recurring leading label.
fam-list-catalogue	List-345	1	obi-v03-n0055-ob-p0089	Grouped by recurring leading label.
fam-list-catalogue	List-346/a BED B 429-1	1	obi-v01-n0189-ob-p0322	Grouped by recurring leading label.
fam-list-catalogue	List-349	1	obi-v03-n0057-tx-p0092	Grouped by recurring leading label.
fam-list-catalogue	List-350	1	obi-v03-n0061-ob-p0100	Grouped by recurring leading label.
fam-list-catalogue	List-351	1	obi-v03-n0059-ob-p0095	Grouped by recurring leading label.
fam-list-catalogue	List-352	1	obi-v03-n0060-ob-p0097	Grouped by recurring leading label.
fam-list-catalogue	List-353	1	obi-v03-n0173-ob-p0293	Grouped by recurring leading label.
fam-list-catalogue	List-353/b	1	obi-v03-n0173-re-p0295	Grouped by recurring leading label.
fam-list-catalogue	List-354/a	1	obi-v03-n0063-ob-p0103	Grouped by recurring leading label.
fam-list-catalogue	List-354/b	1	obi-v03-n0063-re-p0106	Grouped by recurring leading label.
fam-list-catalogue	List-355	1	obi-v03-n0062-ob-p0102	Grouped by recurring leading label.
fam-list-catalogue	List-357/a & 358/a	1	obi-v03-n0066-ob-p0110	Grouped by recurring leading label.
fam-list-catalogue	List-357/b & 358/b	1	obi-v03-n0066-re-p0111	Grouped by recurring leading label.
fam-list-catalogue	List-359	1	obi-v03-n0068-ob-p0113	Grouped by recurring leading label.
fam-list-catalogue	List-362	1	obi-v03-n0072-re-p0119	Grouped by recurring leading label.
fam-list-catalogue	List-363/b	1	obi-v02-n0031-ob-p0058	Grouped by recurring leading label.
fam-list-catalogue	List-364	1	obi-v03-n0074-ob-p0122	Grouped by recurring leading label.
fam-list-catalogue	List-365	1	obi-v03-n0075-ob-p0123	Grouped by recurring leading label.
fam-list-catalogue	List-368,	1	obi-v02-n0018-ob-p0029	Grouped by recurring leading label.
fam-list-catalogue	List-368/a	1	obi-v03-n0070-re-p0115	Grouped by recurring leading label.
fam-list-catalogue	List-369	1	obi-v03-n0081-ob-p0135	Grouped by recurring leading label.
fam-list-catalogue	List-370	1	obi-v03-n0080-ob-p0135	Grouped by recurring leading label.
fam-list-catalogue	List-373/a	1	obi-v03-n0082-ob-p0138	Grouped by recurring leading label.
fam-list-catalogue	List-374	1	obi-v03-n0083-ob-p0139	Grouped by recurring leading label.
fam-list-catalogue	List-376	1	obi-v03-n0084-ob-p0141	Grouped by recurring leading label.
fam-list-catalogue	List-378/a	1	obi-v03-n0076-re-p0124	Grouped by recurring leading label.
fam-list-catalogue	List-378/b	1	obi-v03-n0009-ob-p0012	Grouped by recurring leading label.
fam-list-catalogue	List-378/c	1	obi-v03-n0079-tx-p0132	Grouped by recurring leading label.
fam-list-catalogue	List-378/d	1	obi-v03-n0079-tx-p0134	Grouped by recurring leading label.
fam-list-catalogue	List-379	1	obi-v03-n0153-ob-p0255	Grouped by recurring leading label.
fam-list-catalogue	List-380/b	1	obi-v01-n0040-ob-p0064	Grouped by recurring leading label.
fam-list-catalogue	List-383/a	1	obi-v03-n0087-ob-p0152	Grouped by recurring leading label.
fam-list-catalogue	List-384/b	1	obi-v03-n0086-re-p0150	Grouped by recurring leading label.
fam-list-catalogue	List-386	1	obi-v03-n0109-ob-p0187	Grouped by recurring leading label.
fam-list-catalogue	List-387	1	obi-v03-n0088-ob-p0158	Grouped by recurring leading label.
fam-list-catalogue	List-389	1	obi-v03-n0092-ob-p0167	Grouped by recurring leading label.
fam-list-catalogue	List-391	1	obi-v03-n0090-ob-p0160	Grouped by recurring leading label.
fam-list-catalogue	List-392/a	1	obi-v03-n0091-ob-p0162	Grouped by recurring leading label.
fam-list-catalogue	List-392/b	1	obi-v03-n0091-re-p0164	Grouped by recurring leading label.
fam-list-catalogue	List-393	1	obi-v03-n0099-ob-p0174	Grouped by recurring leading label.
fam-list-catalogue	List-394	1	obi-v03-n0098-ob-p0173	Grouped by recurring leading label.
fam-list-catalogue	List-396	1	obi-v03-n0097-ob-p0172	Grouped by recurring leading label.
fam-list-catalogue	List-397	1	obi-v03-n0103-ob-p0179	Grouped by recurring leading label.
fam-list-catalogue	List-400/a/a	1	obi-v03-n0107-ob-p0185	Grouped by recurring leading label.
fam-list-catalogue	List-404/b	1	obi-v03-n0111-re-p0191	Grouped by recurring leading label.
fam-list-catalogue	List-405	1	obi-v03-n0112-ob-p0192	Grouped by recurring leading label.
fam-list-catalogue	List-407	1	obi-v03-n0115-ob-p0194	Grouped by recurring leading label.
fam-list-catalogue	List-408	1	obi-v03-n0114-ob-p0193	Grouped by recurring leading label.
fam-list-catalogue	List-409/a	1	obi-v04-n0116-ob-p0185	Grouped by recurring leading label.
fam-list-catalogue	List-409/b	1	obi-v04-n0116-re-p0188	Grouped by recurring leading label.
fam-list-catalogue	List-410/a	1	obi-v02-n0103-ob-p0196	Grouped by recurring leading label.
fam-list-catalogue	List-410/b	1	obi-v03-n0095-re-p0170	Grouped by recurring leading label.
fam-list-catalogue	List-411	1	obi-v03-n0113-ob-p0193	Grouped by recurring leading label.
fam-list-catalogue	List-412	1	obi-v03-n0116-ob-p0196	Grouped by recurring leading label.
fam-list-catalogue	List-417	1	obi-v03-n0122-re-p0206	Grouped by recurring leading label.
fam-list-catalogue	List-418	1	obi-v03-n0121-ob-p0205	Grouped by recurring leading label.
fam-list-catalogue	List-422	1	obi-v03-n0125-ob-p0214	Grouped by recurring leading label.
fam-list-catalogue	List-428	1	obi-v03-n0128-ob-p0218	Grouped by recurring leading label.
fam-list-catalogue	List-431	1	obi-v03-n0132-ob-p0225	Grouped by recurring leading label.
fam-list-catalogue	List-434	1	obi-v03-n0137-ob-p0234	Grouped by recurring leading label.
fam-list-catalogue	List-435	1	obi-v03-n0138-ob-p0235	Grouped by recurring leading label.
fam-list-catalogue	List-437	1	obi-v03-n0184-ob-p0306	Grouped by recurring leading label.
fam-list-catalogue	List-438	1	obi-v03-n0142-ob-p0240	Grouped by recurring leading label.
fam-list-catalogue	List-443, 437	1	obi-v03-n0141-ob-p0238	Grouped by recurring leading label.
fam-list-catalogue	List-448 BED B 622-6	1	obi-v03-n0151-ob-p0253	Grouped by recurring leading label.
fam-list-catalogue	List-451	1	obi-v03-n0150-ob-p0252	Grouped by recurring leading label.
fam-list-catalogue	List-452	1	obi-v03-n0154-ob-p0257	Grouped by recurring leading label.
fam-list-catalogue	List-457	1	obi-v03-n0157-ob-p0260	Grouped by recurring leading label.
fam-list-catalogue	List-458	1	obi-v03-n0093-ob-p0168	Grouped by recurring leading label.
fam-list-catalogue	List-464	1	obi-v03-n0174-ob-p0296	Grouped by recurring leading label.
fam-list-catalogue	List-465/a	1	obi-v01-n0105-ob-p0173	Grouped by recurring leading label.
fam-list-catalogue	List-467	1	obi-v03-n0178-ob-p0299	Grouped by recurring leading label.
fam-list-catalogue	List-477	1	obi-v03-n0186-ob-p0308	Grouped by recurring leading label.
fam-list-catalogue	List-478	1	obi-v03-n0194-ob-p0317	Grouped by recurring leading label.
fam-list-catalogue	List-48 BED B 468-1	1	obi-v01-n0193-ob-p0328	Grouped by recurring leading label.
fam-list-catalogue	List-480	1	obi-v03-n0197-ob-p0320	Grouped by recurring leading label.
fam-list-catalogue	List-482	1	obi-v03-n0202-ob-p0330	Grouped by recurring leading label.
fam-list-catalogue	List-483	1	obi-v03-n0211-ob-p0342	Grouped by recurring leading label.
fam-list-catalogue	List-488	1	obi-v03-n0212-ob-p0343	Grouped by recurring leading label.
fam-list-catalogue	List-489	1	obi-v03-n0214-ob-p0347	Grouped by recurring leading label.
fam-list-catalogue	List-49 BED B 469-1	1	obi-v01-n0194-ob-p0329	Grouped by recurring leading label.
fam-list-catalogue	List-490	1	obi-v03-n0216-ob-p0351	Grouped by recurring leading label.
fam-list-catalogue	List-492	1	obi-v03-n0224-ob-p0359	Grouped by recurring leading label.
fam-list-catalogue	List-493	1	obi-v03-n0223-ob-p0358	Grouped by recurring leading label.
fam-list-catalogue	List-494	1	obi-v03-n0222-ob-p0357	Grouped by recurring leading label.
fam-list-catalogue	List-497	1	obi-v03-n0226-ob-p0363	Grouped by recurring leading label.
fam-list-catalogue	List-498,	1	obi-v04-n0008-ob-p0012	Grouped by recurring leading label.
fam-list-catalogue	List-499	1	obi-v04-n0048-ob-p0077	Grouped by recurring leading label.
fam-list-catalogue	List-50/a BED B 472-1	1	obi-v01-n0195-ob-p0331	Grouped by recurring leading label.
fam-list-catalogue	List-503,	1	obi-v04-n0015-ob-p0019	Grouped by recurring leading label.
fam-list-catalogue	List-504/b	1	obi-v04-n0011-re-p0015	Grouped by recurring leading label.
fam-list-catalogue	List-506	1	obi-v04-n0031-ob-p0049	Grouped by recurring leading label.
fam-list-catalogue	List-507	1	obi-v05-n0018-ob-p0061	Grouped by recurring leading label.
fam-list-catalogue	List-515	1	obi-v04-n0021-ob-p0028	Grouped by recurring leading label.
fam-list-catalogue	List-516,	1	obi-v04-n0024-ob-p0036	Grouped by recurring leading label.
fam-list-catalogue	List-517/a,	1	obi-v04-n0019-ob-p0024	Grouped by recurring leading label.
fam-list-catalogue	List-517/b,	1	obi-v04-n0019-re-p0025	Grouped by recurring leading label.
fam-list-catalogue	List-52	1	obi-v01-n0001-tx-p0002	Grouped by recurring leading label.
fam-list-catalogue	List-523,	1	obi-v04-n0026-ob-p0040	Grouped by recurring leading label.
fam-list-catalogue	List-524/a	1	obi-v04-n0029-ob-p0044	Grouped by recurring leading label.
fam-list-catalogue	List-524/b	1	obi-v04-n0029-re-p0046	Grouped by recurring leading label.
fam-list-catalogue	List-525/a--468/a	1	obi-v04-n0030-ob-p0047	Grouped by recurring leading label.
fam-list-catalogue	List-530	1	obi-v04-n0033-ob-p0054	Grouped by recurring leading label.
fam-list-catalogue	List-532/a	1	obi-v04-n0035-ob-p0056	Grouped by recurring leading label.
fam-list-catalogue	List-535	1	obi-v04-n0089-ob-p0140	Grouped by recurring leading label.
fam-list-catalogue	List-535/b	1	obi-v04-n0035-re-p0058	Grouped by recurring leading label.
fam-list-catalogue	List-538	1	obi-v04-n0049-ob-p0079	Grouped by recurring leading label.
fam-list-catalogue	List-550	1	obi-v04-n0052-ob-p0082	Grouped by recurring leading label.
fam-list-catalogue	List-56	1	obi-v04-n0062-ob-p0095	Grouped by recurring leading label.
fam-list-catalogue	List-564/a	1	obi-v04-n0059-ob-p0089	Grouped by recurring leading label.
fam-list-catalogue	List-564/b	1	obi-v04-n0059-re-p0090	Grouped by recurring leading label.
fam-list-catalogue	List-565/b,	1	obi-v04-n0065-re-p0101	Grouped by recurring leading label.
fam-list-catalogue	List-569	1	obi-v04-n0064-ob-p0097	Grouped by recurring leading label.
fam-list-catalogue	List-585	1	obi-v04-n0068-ob-p0108	Grouped by recurring leading label.
fam-list-catalogue	List-598	1	obi-v04-n0075-ob-p0118	Grouped by recurring leading label.
fam-list-catalogue	List-599	1	obi-v04-n0074-ob-p0117	Grouped by recurring leading label.
fam-list-catalogue	List-622	1	obi-v04-n0090-ob-p0144	Grouped by recurring leading label.
fam-list-catalogue	List-633/a	1	obi-v03-n0035-ob-p0055	Grouped by recurring leading label.
fam-list-catalogue	List-634/b	1	obi-v04-n0084-tx-p0132	Grouped by recurring leading label.
fam-list-catalogue	List-634/c	1	obi-v04-n0084-tx-p0133	Grouped by recurring leading label.
fam-list-catalogue	List-66/a	1	obi-v01-n0004-ob-p0011	Grouped by recurring leading label.
fam-list-catalogue	List-66/b	1	obi-v01-n0004-re-p0015	Grouped by recurring leading label.
fam-list-catalogue	List-701/a	1	obi-v04-n0108-ob-p0172	Grouped by recurring leading label.
fam-list-catalogue	List-701/b	1	obi-v04-n0108-re-p0175	Grouped by recurring leading label.
fam-list-catalogue	List-73 BED B 513-3	1	obi-v01-n0204-re-p0346	Grouped by recurring leading label.
fam-list-catalogue	List-75	1	obi-v02-n0092-ob-p0181	Grouped by recurring leading label.
fam-list-catalogue	List-761	1	obi-v04-n0120-ob-p0196	Grouped by recurring leading label.
fam-list-catalogue	List-772	1	obi-v03-n0203-tx-p0331	Grouped by recurring leading label.
fam-list-catalogue	List-80	1	obi-v01-n0032-ob-p0055	Grouped by recurring leading label.
fam-list-catalogue	List-804	1	obi-v05-n0006-ob-p0011	Grouped by recurring leading label.
fam-list-catalogue	List-81/a	1	obi-v01-n0012-ob-p0029	Grouped by recurring leading label.
fam-list-catalogue	List-81/b	1	obi-v01-n0012-re-p0030	Grouped by recurring leading label.
fam-list-catalogue	List-821	1	obi-v04-n0087-ob-p0138	Grouped by recurring leading label.
fam-list-catalogue	List-875	1	obi-v02-n0114-ob-p0211	Grouped by recurring leading label.
fam-list-catalogue	List-876	1	obi-v04-n0142-ob-p0240	Grouped by recurring leading label.
fam-list-catalogue	List-890	1	obi-v01-n0125-ob-p0204	Grouped by recurring leading label.
fam-list-catalogue	List-90	1	obi-v03-n0002-re-p0002	Grouped by recurring leading label.
fam-list-catalogue	List-91 BED B 534-2	1	obi-v01-n0202-re-p0343	Grouped by recurring leading label.
fam-list-catalogue	List-92/a	1	obi-v04-n0039-re-p0065	Grouped by recurring leading label.
fam-list-catalogue	List-92/b	1	obi-v04-n0039-ob-p0064	Grouped by recurring leading label.
fam-list-catalogue	List-939	1	obi-v05-n0011-ob-p0044	Grouped by recurring leading label.
fam-list-catalogue	List-943	1	obi-v05-n0012-ob-p0046	Grouped by recurring leading label.
fam-list-catalogue	List-944	1	obi-v05-n0013-tx-p0050	Grouped by recurring leading label.
fam-list-catalogue	List-958	1	obi-v05-n0016-ob-p0054	Grouped by recurring leading label.
fam-list-catalogue	List-97 BED B 547-2	1	obi-v01-n0207-ob-p0352	Grouped by recurring leading label.
fam-list-catalogue	List-982,	1	obi-v05-n0021-ob-p0065	Grouped by recurring leading label.
fam-mm-catalogue	MM 1, no. 13, p. 117	1	obi-v03-n0053-ob-p0085	Grouped by recurring leading label.
fam-mm-catalogue	MM 1, no. 15, p. 136	1	obi-v01-n0191-ob-p0325	Grouped by recurring leading label.
fam-mm-catalogue	MM 1, no. 16, p. 140	1	obi-v01-n0191-ob-p0325	Grouped by recurring leading label.
fam-mm-catalogue	MM 1, no. 34, p. 306 (= B 2, p. 804 ?)	1	obi-v01-n0189-ob-p0322	Grouped by recurring leading label.
fam-mm-catalogue	MM 2, no. 1, p. 1	1	obi-v01-n0188-ob-p0321	Grouped by recurring leading label.
fam-mm-catalogue	MM 2, no. 36, p. 144	1	obi-v01-n0022-ob-p0043	Grouped by recurring leading label.
fam-mm-catalogue	MM 2, no. 4, p. 8	1	obi-v01-n0188-ob-p0321	Grouped by recurring leading label.
fam-mm-catalogue	MM 2, nos. 38-39	1	obi-v01-n0205-ob-p0347	Grouped by recurring leading label.
fam-mm-catalogue	MM 2, nos. 42-43, p. 168-172	1	obi-v01-n0194-re-p0330	Grouped by recurring leading label.
fam-mm-catalogue	MM 3, no. 31, p. 133	1	obi-v01-n0070-ob-p0111	Grouped by recurring leading label.
fam-mm-catalogue	MM 3, no. 37-38, p. 155-160	1	obi-v01-n0052-ob-p0083	Grouped by recurring leading label.
fam-mm-catalogue	MM 3, no. 39, p. 166	1	obi-v01-n0138-ob-p0222	Grouped by recurring leading label.
fam-mm-catalogue	MM 3, no. 40, p. 170	1	obi-v01-n0144-re-p0242	Grouped by recurring leading label.
fam-mm-catalogue	MM 3, no. 41, p. 172 (2nd and 3rd inscr.)	1	obi-v01-n0224-ob-p0379	Grouped by recurring leading label.
fam-mm-catalogue	MM 3, no. 42, p. 175	1	obi-v01-n0224-ob-p0379	Grouped by recurring leading label.
