raw_reference_string	family_id	source_family_id	source_work_key	bibtex_key	locator	locator_type	issue_type	severity	recommended_fix	notes
List 329	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List 329	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List 330	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List 330	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List 331	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List 331	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List 332b	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List 332b	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List 333	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List 333	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List 334	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List 334	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List 335	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List 335	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List 339	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List 339	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List 340	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List 340	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List 343	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List 343	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List 344a	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List 344a	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List 346	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List 346	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List 351	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List 351	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List 363b	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List 363b	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List 368	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List 368	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List 380b	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List 380b	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List 404/a	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List 404/a	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List 406	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List 406	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List 46	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List 46	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List 46/a BED B 467-1	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List 46/a BED B 467-1	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List 465a	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List 465a	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List 479	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List 479	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List 48	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List 48	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List 486	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List 486	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List 487	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List 487	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List 49	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List 49	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List 50 a+b	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List 50 a+b	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List 51+52	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List 51+52	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List 512	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List 512	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List 516	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List 516	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List 52	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List 52	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List 533	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List 533	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List 536/b	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List 536/b	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List 634/a	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List 634/a	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List 634/d	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List 634/d	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List 638	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List 638	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List 66 a+b	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List 66 a+b	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List 67/a	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List 67/a	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List 67/b	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List 67/b	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List 67b	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List 67b	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List 710	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List 710	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List 72	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List 72	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List 722	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List 722	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List 73	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List 73	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List 748	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List 748	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List 78	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List 78	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List 80	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List 80	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List 81a+b	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List 81a+b	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List 890	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List 890	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List 90	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List 90	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List 91	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List 91	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List 92a	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List 92a	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List 92b	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List 92b	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List 963	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List 963	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List 97	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List 97	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List <xx>	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List <xx>	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List ?	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List ?	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List ???	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List ???	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-123/a	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-123/a	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-123/b	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-123/b	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-129 BED B 554-4	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-129 BED B 554-4	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-145/a	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-145/a	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-145/c	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-145/c	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-146 BED B 559-6 & B 556-5	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-146 BED B 559-6 & B 556-5	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-151 BED B 560-6	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-151 BED B 560-6	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-154/b	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-154/b	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-157, 156 BED B 562-5	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-157, 156 BED B 562-5	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-160/a	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-160/a	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-160/b	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-160/b	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-163 BED B 562-2	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-163 BED B 562-2	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-165-27 BED B 566-2	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-165-27 BED B 566-2	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-168/a	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-168/a	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-169/a & IOB1-30/a & BED A	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-169/a & IOB1-30/a & BED A	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-169/a & IOB1-30/a & BED B 619-1	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-169/a & IOB1-30/a & BED B 619-1	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-174/a	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-174/a	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-174/b	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-174/b	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-182 BED B 573-1	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-182 BED B 573-1	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-182 BED B 579-2	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-182 BED B 579-2	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-185,	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-185,	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-201 BED B 598-10	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-201 BED B 598-10	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-233,	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-233,	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-235/a	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-235/a	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-236/a	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-236/a	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-236/b	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-236/b	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-24,	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-24,	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-248 BED B 600-1	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-248 BED B 600-1	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-254,	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-254,	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-263,	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-263,	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-264/a	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-264/a	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-264/b	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-264/b	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-266/a	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-266/a	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-266/b	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-266/b	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-273/a	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-273/a	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-273/b	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-273/b	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-276/a	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-276/a	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-276/b	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-276/b	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-278/a	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-278/a	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-285,	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-285,	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-30 BED B 447-1	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-30 BED B 447-1	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-303/a	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-303/a	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-303/b	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-303/b	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-306/a	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-306/a	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-306/b	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-306/b	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-307/a	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-307/a	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-307/b	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-307/b	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-313,	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-313,	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-32 BED B 562-4	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-32 BED B 562-4	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-332/a	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-332/a	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-332/b	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-332/b	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-335,	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-335,	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-344/a	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-344/a	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-344/b	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-344/b	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-346/a BED B 429-1	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-346/a BED B 429-1	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-353/b	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-353/b	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-354/a	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-354/a	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-354/b	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-354/b	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-357/a & 358/a	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-357/a & 358/a	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-357/b & 358/b	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-357/b & 358/b	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-363/b	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-363/b	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-368,	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-368,	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-368/a	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-368/a	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-373/a	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-373/a	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-378/a	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-378/a	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-378/b	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-378/b	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-378/c	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-378/c	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-378/d	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-378/d	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-380/b	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-380/b	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-383/a	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-383/a	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-384/b	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-384/b	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-392/a	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-392/a	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-392/b	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-392/b	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-400/a/a	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-400/a/a	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-404/b	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-404/b	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-409/a	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-409/a	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-409/b	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-409/b	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-410/a	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-410/a	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-410/b	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-410/b	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-443, 437	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-443, 437	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
