raw_reference_string	family_id	source_family_id	source_work_key	work_candidate_id	bibtex_key	locator	locator_type	resolution_status	resolution_level	match_type	match_confidence	evidence	needs_human_review	notes
List 191	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 191	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 193	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 193	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 194	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 194	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 195	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 195	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 196	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 196	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 197	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 197	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 198	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 198	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 199	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 199	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 201	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 201	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 202	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 202	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 203	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 203	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 204	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 204	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 205	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 205	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 206/List 220	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 206/List 220	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 208	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 208	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 209	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 209	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 211	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 211	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 213	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 213	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 214	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 214	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 215	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 215	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 216	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 216	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 217	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 217	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 218	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 218	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 222	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 222	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 224	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 224	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 226	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 226	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 228	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 228	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 229	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 229	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 23	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 23	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 23, 27 BED B 420-2	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 23, 27 BED B 420-2	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 230	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 230	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 231	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 231	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 232	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 232	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 233	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 233	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 235/b	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 235/b	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 235a+b	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 235a+b	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 236a+b	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 236a+b	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 237	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 237	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 238	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 238	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 24	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 24	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 241	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 241	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 242	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 242	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 243	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 243	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 244	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 244	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 246	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 246	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 247	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 247	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 248	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 248	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 249	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 249	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 253	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 253	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 254	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 254	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 255	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 255	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 256	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 256	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 257	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 257	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 258	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 258	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 258 (rev.)	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 258 (rev.)	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 259	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 259	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 260-261	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 260-261	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 262	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 262	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 262-263	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 262-263	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 264a	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 264a	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 267	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 267	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 27	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 27	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 270a+b	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 270a+b	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 271	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 271	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 271a+b	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 271a+b	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 272	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 272	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 273(a)	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 273(a)	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 273(b)	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 273(b)	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 278/b	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 278/b	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 278b (?)	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 278b (?)	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 284	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 284	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 285	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 285	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 287	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 287	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 288	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 288	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 290	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 290	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 291	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 291	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 292	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 292	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 295	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 295	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 30	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 30	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 302	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 302	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 303 a+b	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 303 a+b	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 305	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 305	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 306	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 306	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 307a+b	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 307a+b	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 308	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 308	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 31	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 31	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 314/a	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 314/a	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 314/b	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 314/b	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 314a+b	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 314a+b	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 32	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 32	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 323	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 323	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 328	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 328	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 329	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 329	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 330	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 330	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 331	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 331	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 332b	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 332b	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 333	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 333	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 334	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 334	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 335	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 335	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 339	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 339	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 340	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 340	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 343	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 343	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 344a	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 344a	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 346	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 346	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 351	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 351	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 363b	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 363b	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 368	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 368	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 380b	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 380b	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 404/a	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 404/a	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 406	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 406	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 46	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 46	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 46/a BED B 467-1	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 46/a BED B 467-1	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 465a	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 465a	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 479	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 479	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 48	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 48	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 486	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 486	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 487	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 487	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 49	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 49	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 50 a+b	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 50 a+b	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 51+52	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 51+52	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 512	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 512	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 516	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 516	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 52	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 52	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 533	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 533	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 536/b	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 536/b	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 563 & 1436	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	1436	year	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 634/a	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 634/a	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 634/d	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 634/d	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 638	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 638	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 66 a+b	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 66 a+b	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 67/a	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 67/a	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 67/b	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 67/b	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
List 67b	fam-list-catalogue	sf-list	duroiselle1921list	work-list-catalogue	duroiselle1921list	List 67b	unclear	confirmed_work	book	source_family_match	high	Use as the stable catalogue family for List locators.	false	Grouped by recurring leading label.
